POA_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA3566,6,60,83,40,33,222,7,227
POA3567,10,76,80,55,37,262,9,265
POA3568,52,400,458,163,124,1199,24,1217
POA3570,6,38,104,72,57,267,4,273
POA3571,3,17,39,19,32,107,0,111
POA3572,0,8,9,15,14,43,3,50
POA3573,0,36,36,19,29,125,0,127
POA3575,19,101,93,72,40,320,12,337
POA3576,0,4,10,8,3,28,0,30
POA3579,119,728,746,327,212,2135,67,2206
POA3580,13,132,176,76,40,444,10,449
POA3581,0,5,23,7,11,48,10,54
POA3583,0,9,16,20,9,55,0,59
POA3584,7,90,175,82,39,394,9,397
POA3585,319,1514,1703,550,276,4371,94,4465
POA3586,5,37,106,64,59,266,4,270
POA3588,0,31,58,30,17,142,7,151
POA3589,0,22,45,21,20,109,3,116
POA3590,4,18,42,21,20,111,0,113
POA3591,0,5,28,6,14,62,0,61
POA3594,14,69,83,37,17,219,6,222
POA3595,14,76,94,17,24,231,12,240
POA3596,0,5,7,8,9,32,0,32
POA3597,12,39,58,35,18,160,4,168
POA3599,0,14,13,7,8,51,0,51
POA3607,0,7,21,14,12,55,0,55
POA3608,54,416,414,176,104,1162,25,1186
POA3610,25,160,217,97,83,581,17,595
POA3612,26,249,240,130,94,734,28,762
POA3614,3,49,130,83,48,305,3,313
POA3616,77,622,812,339,235,2085,42,2131
POA3617,0,10,20,18,8,58,0,58
POA3618,9,77,106,45,22,258,6,262
POA3620,173,1049,1183,471,337,3219,67,3288
POA3621,31,253,340,159,100,884,22,899
POA3622,4,21,65,47,36,170,0,176
POA3623,6,122,131,58,46,369,10,374
POA3624,9,61,84,40,23,211,0,217
POA3629,229,1357,1231,496,274,3580,84,3669
POA3630,800,4681,4198,1347,688,11710,262,11969
POA3631,64,939,2045,956,649,4653,70,4724
POA3633,0,19,73,44,47,194,19,214
POA3634,9,101,225,171,123,621,17,640
POA3635,0,49,80,48,30,208,4,215
POA3636,108,713,737,321,218,2098,36,2134
POA3637,0,32,69,48,43,198,3,200
POA3638,52,266,301,150,106,871,22,891
POA3639,0,60,76,34,31,203,3,209
POA3640,3,64,117,70,68,320,5,322
POA3641,13,107,167,79,74,439,15,455
POA3644,204,1322,1309,500,286,3620,101,3720
POA3646,0,47,89,44,48,226,0,230
POA3647,0,0,0,0,0,5,0,5
POA3649,0,43,58,29,26,159,5,171
POA3658,80,627,841,407,321,2277,41,2317
POA3659,9,57,97,65,61,282,3,289
POA3660,227,1102,1064,424,261,3081,60,3137
POA3662,5,60,143,24,3,228,0,233
POA3663,0,13,14,17,14,63,4,63
POA3664,4,138,181,82,53,458,13,471
POA3665,0,39,50,38,22,147,6,154
POA3666,102,667,814,322,206,2108,36,2140
POA3669,16,177,227,106,70,596,16,609
POA3670,0,51,91,66,43,245,3,248
POA3672,299,1725,1589,554,303,4468,133,4602
POA3673,5,124,278,153,133,695,16,709
POA3675,6,142,301,145,115,710,10,719
POA3677,548,3082,2846,769,401,7651,265,7914
POA3678,31,378,1034,512,408,2365,24,2394
POA3682,4,36,80,57,48,225,4,229
POA3683,18,205,273,113,101,707,19,726
POA3685,36,364,424,202,131,1157,27,1186
POA3687,14,121,164,74,37,416,14,431
POA3688,5,64,203,111,85,465,11,473
POA3690,740,5003,5290,1656,832,13521,338,13858
POA3691,32,810,1908,752,549,4045,63,4113
POA3695,0,19,63,36,50,167,4,171
POA3697,6,50,103,37,28,218,0,223
POA3698,9,124,198,53,26,409,0,409
POA3699,33,200,137,39,18,426,7,433
POA3700,17,170,193,97,59,537,10,546
POA3701,6,81,175,86,63,407,7,413
POA3704,0,0,7,3,0,6,0,6
POA3705,0,16,30,18,22,87,4,88
POA3707,32,242,287,103,73,732,13,741
POA3708,0,3,13,4,10,25,0,25
POA3709,0,33,46,25,21,120,5,130
POA3711,3,46,101,47,34,225,6,233
POA3712,4,54,61,23,16,161,9,166
POA3713,20,191,164,46,24,449,12,466
POA3714,62,551,584,230,151,1580,17,1599
POA3715,4,36,56,29,25,148,0,148
POA3717,42,419,548,237,156,1396,26,1427
POA3718,4,7,17,6,6,39,4,37
POA3719,0,36,73,36,25,169,0,174
POA3720,5,71,118,59,22,273,7,276
POA3722,82,725,878,346,206,2236,27,2266
POA3723,30,328,480,199,153,1191,28,1218
POA3725,0,45,91,47,40,225,4,229
POA3726,0,34,54,40,22,154,5,159
POA3727,0,19,42,23,32,111,0,112
POA3728,4,80,102,51,38,273,8,278
POA3730,173,1377,1485,460,275,3776,60,3839
POA3732,6,51,94,39,35,236,3,238
POA3733,0,25,34,29,7,94,4,99
POA3735,0,55,93,62,41,249,3,253
POA3737,66,549,696,294,180,1784,33,1818
POA3738,0,17,38,13,12,76,0,82
POA3739,0,15,33,13,10,78,3,86
POA3740,5,95,185,88,52,429,5,431
POA3741,61,486,482,165,96,1287,29,1321
POA3744,6,47,81,32,17,182,3,182
POA3746,3,30,63,20,33,151,0,155
POA3747,78,656,786,282,163,1963,26,1995
POA3749,18,194,328,136,84,764,18,779
POA3750,136,2091,3684,870,354,7144,114,7257
POA3751,0,9,17,7,7,47,0,46
POA3752,200,2268,3453,1220,797,7938,93,8033
POA3753,14,248,691,268,149,1378,23,1396
POA3754,282,4801,7856,2139,1035,16116,173,16292
POA3755,0,10,34,19,18,85,0,81
POA3756,84,1268,2234,920,588,5096,64,5166
POA3757,84,766,1212,611,518,3191,50,3241
POA3758,7,109,273,168,132,689,27,712
POA3759,3,55,126,80,85,346,4,351
POA3760,0,15,34,38,23,112,0,116
POA3761,5,69,137,92,94,391,5,398
POA3762,0,11,10,12,13,41,4,41
POA3763,9,150,241,134,74,600,6,608
POA3764,105,1208,1387,623,431,3763,55,3812
POA3765,77,517,995,419,297,2302,16,2323
POA3766,7,121,218,77,31,462,4,468
POA3767,5,131,221,60,41,462,0,459
POA3770,12,207,406,250,223,1091,8,1100
POA3775,20,297,618,255,228,1418,9,1430
POA3777,118,1268,1568,632,472,4067,43,4105
POA3778,0,15,27,16,21,78,3,84
POA3779,3,98,77,22,16,221,8,224
POA3781,17,312,636,285,229,1476,22,1501
POA3782,36,545,1169,548,428,2709,19,2733
POA3783,13,140,332,160,143,790,20,812
POA3785,0,4,19,4,0,24,0,24
POA3786,4,112,259,90,58,531,3,531
POA3787,3,98,147,62,33,345,6,354
POA3788,10,171,310,80,68,643,4,644
POA3789,5,29,52,14,11,102,0,106
POA3791,3,146,244,83,63,548,4,554
POA3792,6,84,177,70,28,367,3,370
POA3793,33,349,537,216,156,1291,11,1301
POA3795,11,72,125,83,115,411,6,416
POA3796,63,784,1444,582,474,3350,34,3378
POA3797,58,400,474,226,175,1334,15,1349
POA3799,83,844,822,335,194,2275,34,2315
POA3802,264,2102,3528,1311,717,7931,91,8016
POA3803,154,1199,1328,508,290,3480,51,3530
POA3804,20,238,846,577,652,2330,23,2358
POA3805,500,4469,7671,3143,1914,17694,227,17929
POA3806,476,4768,7499,2532,1491,16767,182,16948
POA3807,74,566,1021,493,350,2502,20,2524
POA3808,3,94,394,203,229,918,8,925
POA3809,85,2084,3183,804,387,6545,51,6593
POA3810,663,6470,7740,2416,1359,18649,266,18914
POA3812,13,127,269,189,174,768,12,783
POA3813,7,51,110,69,69,300,8,311
POA3814,7,188,370,160,125,857,12,864
POA3815,26,250,467,222,221,1183,23,1210
POA3816,25,335,437,176,139,1116,21,1133
POA3818,184,2063,2574,950,594,6360,80,6450
POA3820,361,2552,2994,977,589,7481,80,7559
POA3821,3,152,380,285,210,1040,12,1047
POA3822,0,39,132,74,78,326,5,330
POA3823,20,240,348,130,86,829,19,849
POA3824,56,625,841,310,199,2031,38,2067
POA3825,778,3183,2708,1145,701,8519,227,8743
POA3831,6,175,282,130,106,699,17,713
POA3832,0,36,39,22,14,103,0,112
POA3833,0,44,46,24,12,126,0,128
POA3835,6,37,69,43,27,177,0,185
POA3840,598,2616,2198,740,484,6634,174,6805
POA3842,98,728,722,228,112,1889,33,1925
POA3844,638,4141,4640,1614,887,11921,175,12098
POA3847,20,221,316,149,120,829,30,857
POA3850,427,2414,2290,645,325,6101,101,6200
POA3851,49,619,828,356,272,2126,26,2155
POA3852,0,0,5,0,0,8,0,8
POA3854,0,91,200,113,99,505,10,509
POA3856,9,67,135,99,68,367,0,371
POA3857,9,21,38,40,30,127,5,129
POA3858,42,322,402,195,161,1121,22,1142
POA3859,7,62,120,61,69,323,10,332
POA3860,105,879,1117,490,269,2866,42,2912
POA3862,20,326,572,244,168,1328,27,1350
POA3864,0,16,37,23,20,87,0,92
POA3865,4,57,71,33,21,180,12,188
POA3869,19,150,269,113,97,651,8,661
POA3870,11,136,196,101,59,506,8,511
POA3871,30,359,437,172,137,1135,22,1159
POA3873,3,28,44,23,19,116,5,122
POA3874,6,60,112,46,28,257,10,264
POA3875,405,2589,2914,1114,668,7694,167,7867
POA3878,0,165,250,71,52,540,13,549
POA3880,59,773,781,218,93,1929,44,1970
POA3882,9,94,211,90,80,488,8,494
POA3885,18,170,301,133,103,728,11,740
POA3886,0,37,66,25,20,151,5,153
POA3887,3,31,40,18,12,104,0,104
POA3888,78,546,525,196,110,1457,28,1486
POA3889,0,30,30,12,5,71,3,77
POA3890,6,51,45,27,7,141,0,145
POA3891,3,19,9,14,4,44,0,42
POA3892,22,188,181,70,23,488,13,499
POA3893,0,0,5,4,3,12,0,12
POA3895,0,24,38,18,9,87,0,87
POA3896,3,44,49,28,25,141,0,144
POA3898,8,75,90,47,25,240,17,252
POA3900,5,23,20,17,13,75,0,78
POA3902,4,54,63,23,19,173,0,172
POA3903,10,101,140,50,27,324,10,337
POA3904,11,253,369,116,49,798,9,810
POA3909,187,1344,1258,427,211,3421,97,3521
POA3910,219,2476,3573,1304,884,8449,74,8520
POA3911,41,353,463,236,193,1286,10,1295
POA3912,152,1411,2251,939,787,5538,62,5596
POA3913,21,291,521,211,191,1229,3,1231
POA3915,274,1754,1475,450,257,4217,93,4305
POA3916,7,100,190,60,40,391,10,402
POA3918,27,483,609,284,201,1603,12,1617
POA3919,32,412,513,194,116,1261,11,1272
POA3920,0,40,53,17,0,104,0,104
POA3921,6,25,12,4,0,54,0,54
POA3922,190,1735,1554,428,187,4083,80,4163
POA3923,9,102,143,47,24,322,8,329
POA3925,37,593,734,228,96,1694,18,1717
POA3926,16,322,577,195,131,1239,16,1259
POA3927,5,199,311,108,48,675,10,686
POA3928,0,35,70,42,27,175,3,180
POA3929,3,118,204,63,34,422,7,428
POA3930,126,1385,2963,1064,679,6225,47,6271
POA3931,550,4093,4081,1066,558,10346,129,10476
POA3933,6,54,110,75,97,340,4,345
POA3934,149,1964,3252,1019,582,6963,58,7022
POA3936,186,1877,2271,645,332,5310,74,5388
POA3937,6,127,250,110,77,577,6,582
POA3938,24,382,600,200,97,1308,27,1334
POA3939,328,2535,2399,736,396,6393,107,6505
POA3940,192,1183,680,161,66,2286,60,2341
POA3941,168,1838,2315,622,301,5237,80,5320
POA3942,21,367,549,138,51,1129,16,1144
POA3943,21,302,356,109,34,833,11,839
POA3944,3,110,151,41,24,327,5,328
POA3945,5,83,168,79,63,398,5,401
POA3946,0,31,47,22,14,118,0,117
POA3950,100,680,755,282,186,2001,36,2039
POA3951,3,63,142,75,72,355,3,354
POA3953,147,1050,1186,501,289,3176,47,3216
POA3954,0,28,66,28,23,143,0,144
POA3956,19,423,501,173,119,1233,29,1260
POA3957,0,23,56,13,14,108,0,109
POA3958,0,22,36,21,22,99,0,96
POA3959,0,149,200,78,47,476,9,484
POA3960,45,458,385,158,95,1144,22,1164
POA3962,15,152,138,55,33,393,8,406
POA3964,0,19,36,16,4,71,9,77
POA3965,0,40,47,8,5,99,0,106
POA3966,0,55,83,46,25,209,3,217
POA3967,0,11,21,5,12,48,0,48
POA3971,85,563,663,255,158,1727,37,1764
POA3975,105,1146,2375,821,429,4867,72,4940
POA3976,342,2378,3169,1231,642,7760,158,7918
POA3977,996,10188,16386,5537,2888,35995,480,36470
POA3978,131,3255,6928,1798,724,12841,162,13009
POA3979,0,18,45,27,20,121,0,121
POA3980,14,225,512,265,180,1200,8,1208
POA3981,51,425,735,344,269,1824,24,1855
POA3984,67,883,1162,458,274,2852,67,2914
POA3987,3,71,183,116,125,506,11,510
POA3988,3,94,136,93,76,393,7,403
POA3990,0,5,15,12,8,43,0,45
POA3991,9,37,53,28,21,145,6,146
POA3992,4,144,211,85,42,487,17,502
POA3995,327,1919,1682,550,305,4790,95,4886
POA3996,66,993,1214,285,115,2676,35,2709
POA4000,2967,4257,1132,185,85,8623,151,8773
POA4005,1081,4523,2118,412,158,8292,140,8435
POA4006,2847,7182,2091,257,104,12479,178,12657
POA4007,545,3204,2203,510,268,6736,83,6814
POA4008,4,43,31,17,9,107,0,110
POA4009,0,3,0,0,0,0,0,0
POA4010,184,867,468,94,40,1655,28,1677
POA4011,467,2932,2215,542,283,6434,56,6492
POA4012,970,4354,3405,810,334,9878,105,9982
POA4013,192,815,628,195,96,1921,25,1950
POA4014,229,1542,2014,631,246,4659,46,4706
POA4017,712,4535,5575,1751,962,13530,315,13840
POA4018,408,2682,1843,399,164,5496,94,5583
POA4019,763,3608,2912,912,458,8656,130,8787
POA4020,912,4555,3670,1095,571,10807,168,10974
POA4021,334,1394,1225,455,209,3619,67,3676
POA4022,185,1213,931,318,144,2786,30,2822
POA4025,8,15,24,3,7,60,4,62
POA4030,764,3547,2520,589,260,7681,99,7777
POA4031,417,2391,2152,541,255,5757,51,5811
POA4032,998,3689,2303,517,249,7755,114,7869
POA4034,1356,6755,6678,1866,944,17597,227,17821
POA4035,251,2335,4234,1539,926,9287,77,9364
POA4036,68,772,1089,334,168,2439,31,2462
POA4037,12,413,1196,517,324,2460,12,2478
POA4051,871,4433,4102,1139,518,11058,103,11161
POA4053,1000,6420,7512,2064,939,17938,158,18093
POA4054,334,1865,2145,631,281,5253,47,5296
POA4055,132,2015,3547,1125,615,7432,39,7474
POA4059,736,2570,1506,371,200,5384,80,5465
POA4060,233,1646,1824,616,289,4605,32,4637
POA4061,137,1846,2681,839,373,5871,38,5914
POA4064,474,2195,1587,431,239,4934,63,4994
POA4065,120,1162,1527,434,197,3447,30,3479
POA4066,896,3858,2283,535,244,7816,55,7875
POA4067,501,1924,1105,261,107,3895,45,3936
POA4068,875,4506,3306,854,358,9903,76,9977
POA4069,290,2954,5481,1820,1043,11586,62,11653
POA4070,56,1093,1843,637,339,3975,33,4003
POA4073,88,874,1508,459,176,3105,26,3132
POA4074,191,2547,3836,1205,572,8360,62,8420
POA4075,590,3608,3700,970,462,9320,73,9397
POA4076,131,666,617,202,90,1705,34,1739
POA4077,1106,4410,3980,1341,581,11421,280,11694
POA4078,331,3075,3633,1187,571,8797,88,8886
POA4101,2499,8240,2988,560,264,14557,187,14745
POA4102,699,2123,987,252,134,4203,106,4310
POA4103,696,2927,1854,497,241,6216,71,6289
POA4104,297,1275,957,260,144,2947,40,2980
POA4105,456,2372,2066,494,233,5615,59,5674
POA4106,46,281,193,59,43,628,11,639
POA4107,128,876,1001,286,130,2403,18,2426
POA4108,217,905,766,220,135,2244,38,2284
POA4109,814,4089,4380,1688,882,11851,226,12077
POA4110,269,1683,2296,677,306,5239,93,5330
POA4111,17,120,126,35,21,319,5,324
POA4112,44,666,1193,412,214,2530,37,2567
POA4113,460,3563,3946,1218,619,9806,144,9949
POA4114,1238,3798,2606,983,482,9110,299,9413
POA4115,183,1873,2941,987,452,6436,58,6493
POA4116,197,2582,3840,1245,588,8460,90,8548
POA4117,15,211,376,143,41,786,9,799
POA4118,324,2830,4231,1679,986,10053,125,10176
POA4119,45,599,982,296,204,2120,24,2145
POA4120,494,2152,1427,341,136,4538,55,4593
POA4121,551,3179,3902,1074,505,9220,70,9292
POA4122,1223,6138,6511,1882,906,16659,191,16852
POA4123,190,2156,3501,1133,576,7563,72,7637
POA4124,143,1575,2774,1420,1198,7122,91,7208
POA4125,143,1305,1604,646,554,4255,97,4355
POA4127,472,3295,3599,1273,711,9353,162,9518
POA4128,122,1447,2461,1028,615,5672,97,5768
POA4129,48,599,953,372,236,2209,34,2242
POA4130,30,669,1228,543,498,2977,31,3004
POA4131,297,1393,1295,467,220,3680,76,3754
POA4132,371,2627,2853,1159,587,7588,168,7753
POA4133,440,2492,2627,924,674,7158,141,7295
POA4151,676,3443,2518,648,302,7590,79,7667
POA4152,886,6111,7244,2085,1054,17376,218,17596
POA4153,32,366,692,237,174,1486,9,1493
POA4154,31,757,1821,579,351,3535,20,3558
POA4155,3,65,143,110,115,444,3,446
POA4156,11,164,467,217,166,1026,4,1032
POA4157,354,2175,2784,1098,795,7203,58,7257
POA4158,74,680,579,179,85,1596,23,1620
POA4159,193,1571,2205,803,522,5294,52,5344
POA4160,220,2031,2872,1048,616,6786,40,6829
POA4161,213,1682,2408,968,527,5795,62,5859
POA4163,512,2554,2244,763,426,6501,88,6588
POA4164,137,1483,2954,1118,658,6348,60,6408
POA4165,470,3727,5840,2381,1332,13744,142,13887
POA4169,887,3616,2001,461,203,7161,113,7277
POA4170,592,4312,4207,1057,506,10680,101,10781
POA4171,297,2574,2545,670,335,6422,57,6476
POA4172,96,680,754,217,99,1846,14,1861
POA4173,99,1191,1301,402,205,3208,34,3238
POA4174,26,326,454,136,62,1003,17,1019
POA4178,767,3752,3831,1213,600,10152,126,10276
POA4179,383,2488,3097,968,469,7402,81,7482
POA4183,52,336,283,102,45,818,29,842
POA4184,437,2113,1119,268,94,4026,96,4114
POA4205,234,1157,715,215,102,2425,65,2489
POA4207,1211,8011,8696,3243,2033,23205,443,23644
POA4208,98,1729,3489,1380,855,7562,95,7655
POA4209,344,6474,10601,3531,1691,22638,296,22937
POA4210,110,1635,3199,1343,911,7194,71,7264
POA4211,741,6680,8969,3428,2053,21872,307,22179
POA4212,308,3541,5033,1901,1051,11829,131,11960
POA4213,179,2131,4296,1878,1317,9802,96,9900
POA4214,491,4120,5371,2025,1130,13134,170,13301
POA4215,2591,11870,6530,1530,629,23147,453,23596
POA4216,890,7423,5989,1601,757,16661,275,16930
POA4217,1718,8611,5625,1397,744,18097,364,18462
POA4218,878,5818,5130,1426,758,14007,239,14249
POA4220,674,4745,5021,1382,706,12532,195,12726
POA4221,532,3746,4443,1397,766,10885,144,11030
POA4223,204,1744,2203,803,460,5414,79,5489
POA4224,122,983,1065,328,152,2651,33,2682
POA4225,307,1806,1203,246,135,3692,75,3765
POA4226,495,4819,5614,1706,783,13418,177,13599
POA4227,272,3122,3548,1030,470,8440,103,8542
POA4228,21,250,648,354,322,1593,17,1611
POA4270,11,191,515,319,298,1333,17,1346
POA4272,55,1001,1206,485,250,2994,42,3035
POA4275,7,216,536,238,212,1213,15,1230
POA4280,52,1115,2444,1324,1251,6184,102,6286
POA4285,259,2128,2699,1341,1001,7424,120,7544
POA4287,9,86,105,53,32,277,5,284
POA4300,712,6813,9825,3028,1396,21774,293,22060
POA4301,473,4018,4512,1495,713,11208,203,11405
POA4303,136,630,401,146,65,1377,44,1427
POA4304,677,2739,2258,770,381,6832,98,6936
POA4305,1675,8850,8515,3040,1553,23635,346,23982
POA4306,169,3223,6183,2620,1916,14110,166,14279
POA4307,5,96,204,109,118,532,8,541
POA4309,14,314,475,213,170,1187,29,1213
POA4310,72,676,882,364,268,2261,34,2302
POA4311,94,943,1368,695,468,3573,76,3648
POA4312,28,388,373,175,107,1078,27,1104
POA4313,33,315,331,156,84,923,20,938
POA4314,37,526,484,203,91,1336,34,1371
POA4340,103,596,722,348,280,2044,38,2089
POA4341,135,1484,2160,1014,686,5481,165,5645
POA4342,19,217,364,169,160,932,15,947
POA4343,183,1276,1405,667,479,4015,82,4095
POA4344,10,214,345,175,142,889,19,908
POA4346,4,96,150,60,56,372,9,375
POA4347,9,106,196,84,68,470,6,473
POA4350,3055,17620,15963,4847,2457,43942,577,44520
POA4352,101,2008,4573,2123,1436,10245,74,10320
POA4353,0,19,49,24,12,112,5,116
POA4354,8,128,192,74,54,453,4,457
POA4355,55,401,402,135,80,1069,32,1104
POA4356,54,466,667,316,245,1742,34,1777
POA4357,32,276,354,144,111,914,16,934
POA4358,11,268,435,185,127,1026,13,1038
POA4359,5,106,213,92,60,475,4,482
POA4360,0,71,76,26,32,208,0,210
POA4361,19,320,383,168,119,1006,36,1047
POA4362,26,287,367,184,111,974,24,992
POA4363,0,38,73,49,28,194,9,199
POA4364,0,19,17,15,11,60,0,60
POA4365,3,64,88,41,23,221,5,227
POA4370,427,2628,2619,950,643,7267,148,7414
POA4371,3,76,110,53,33,271,0,273
POA4372,5,15,24,10,10,60,0,60
POA4373,9,145,141,61,26,387,11,394
POA4374,0,51,52,35,18,161,0,164
POA4375,0,19,31,16,5,79,3,81
POA4376,7,42,37,26,16,128,0,128
POA4377,3,59,86,47,18,218,8,227
POA4378,0,49,77,38,27,194,0,196
POA4380,192,1144,1099,430,269,3134,65,3199
POA4381,0,87,98,28,24,239,6,248
POA4382,0,46,85,22,28,189,0,190
POA4383,13,104,99,38,13,265,9,270
POA4384,0,0,5,10,0,16,0,16
POA4385,30,176,164,69,39,475,16,486
POA4387,31,181,181,86,46,525,13,540
POA4388,8,46,53,15,19,136,3,138
POA4390,94,738,911,359,220,2323,39,2360
POA4400,10,171,311,157,85,722,4,728
POA4401,85,682,733,304,207,2019,38,2058
POA4402,0,29,40,19,13,110,6,114
POA4403,5,66,100,59,49,272,11,279
POA4404,0,27,53,48,27,163,4,165
POA4405,262,1675,1890,755,432,5019,72,5084
POA4406,9,114,201,124,114,568,16,586
POA4407,7,47,77,35,21,179,9,187
POA4408,3,70,71,41,19,211,4,213
POA4410,19,148,140,83,50,440,14,453
POA4411,0,29,27,27,17,95,0,100
POA4412,0,16,25,12,22,72,3,70
POA4413,109,925,1078,466,267,2843,59,2901
POA4415,35,303,264,97,66,769,24,791
POA4416,3,31,63,34,13,149,0,143
POA4417,14,79,92,42,27,247,8,262
POA4418,0,10,7,3,9,36,0,37
POA4419,26,86,105,70,41,327,11,338
POA4420,16,108,148,75,66,404,18,416
POA4421,32,326,282,111,55,816,22,839
POA4422,11,30,49,37,25,153,3,156
POA4423,0,20,27,14,9,70,0,73
POA4424,0,17,34,17,15,74,0,79
POA4425,7,16,22,16,11,67,4,69
POA4426,0,7,23,4,8,46,0,48
POA4427,3,33,39,20,9,103,5,105
POA4428,7,52,92,42,30,217,0,217
POA4454,4,72,67,38,40,219,4,231
POA4455,161,1015,1101,471,271,3024,62,3082
POA4461,0,3,5,0,3,13,0,13
POA4462,0,14,17,7,5,49,3,49
POA4465,32,140,166,74,49,452,11,468
POA4467,3,7,16,11,15,51,0,57
POA4468,4,31,31,17,22,103,0,102
POA4470,77,480,399,160,81,1204,22,1226
POA4472,24,208,182,80,57,554,9,565
POA4474,0,6,6,5,5,21,0,26
POA4477,11,56,67,38,26,194,5,202
POA4478,8,47,73,36,20,182,8,193
POA4479,0,0,0,0,5,9,0,9
POA4480,7,87,94,36,26,247,3,255
POA4481,0,14,19,3,5,40,0,37
POA4482,4,15,8,0,3,33,5,41
POA4486,5,85,84,41,39,256,12,261
POA4487,64,368,408,165,122,1121,31,1154
POA4488,3,14,32,18,17,88,0,90
POA4489,0,11,8,4,10,29,0,29
POA4490,88,234,176,57,56,613,19,625
POA4491,0,15,11,3,4,40,3,44
POA4492,8,47,31,14,15,111,0,109
POA4493,0,0,0,0,0,7,0,7
POA4494,3,8,17,11,0,44,0,44
POA4496,0,22,27,13,10,72,0,75
POA4497,0,23,36,18,21,104,3,104
POA4498,3,15,20,13,11,53,0,55
POA4500,532,4658,6545,2397,1450,15581,147,15730
POA4501,205,934,788,220,134,2279,30,2314
POA4502,116,970,1333,462,228,3112,31,3148
POA4503,681,6718,7640,2379,1159,18583,200,18785
POA4504,83,1498,2886,1206,715,6393,66,6454
POA4505,330,2723,3285,1441,1195,8967,110,9076
POA4506,333,3042,3128,1202,867,8577,122,8696
POA4507,655,4478,3066,808,389,9386,172,9553
POA4508,447,2767,2370,862,540,6979,141,7120
POA4509,368,4120,5580,1599,627,12295,117,12413
POA4510,1229,7134,6816,2611,1659,19449,333,19782
POA4511,84,1497,1445,507,332,3864,45,3903
POA4512,11,157,418,270,251,1104,12,1110
POA4514,39,578,939,475,413,2439,33,2465
POA4515,35,433,579,261,186,1494,41,1533
POA4516,12,184,474,325,293,1295,18,1308
POA4517,10,128,118,52,40,345,4,355
POA4518,27,493,773,343,251,1885,22,1910
POA4519,74,920,1288,584,389,3258,45,3297
POA4520,36,676,1891,972,820,4392,35,4426
POA4521,22,328,754,351,289,1742,21,1760
POA4550,47,469,737,281,214,1743,24,1764
POA4551,1233,9920,10108,3048,1530,25830,335,26162
POA4552,105,1289,1368,499,308,3565,45,3611
POA4553,27,746,1559,650,425,3408,38,3445
POA4554,7,112,229,142,113,603,13,614
POA4555,78,733,1062,436,350,2661,25,2691
POA4556,752,5898,6862,2273,1261,17058,215,17270
POA4557,300,2738,3060,941,470,7506,98,7605
POA4558,706,4470,3142,858,426,9610,165,9771
POA4559,73,655,989,469,343,2527,40,2571
POA4560,611,4635,5380,1896,1091,13606,213,13825
POA4561,51,630,1232,522,440,2879,48,2927
POA4562,24,548,1272,617,450,2900,33,2933
POA4563,89,1051,1435,601,418,3592,59,3650
POA4564,125,1741,1847,553,247,4516,51,4567
POA4565,280,2010,2132,812,477,5711,82,5793
POA4566,208,1550,1339,369,190,3663,61,3721
POA4567,125,1750,1977,566,209,4617,60,4679
POA4568,22,355,553,237,173,1339,22,1361
POA4569,7,194,266,93,64,628,13,643
POA4570,706,5595,6573,2611,1681,17169,310,17477
POA4571,7,86,142,58,32,328,0,334
POA4572,92,749,636,189,100,1772,25,1803
POA4573,257,4033,5039,1432,643,11400,147,11546
POA4574,13,149,224,71,75,530,10,544
POA4575,403,4007,4126,1279,694,10517,126,10646
POA4580,103,1024,857,254,85,2326,50,2377
POA4581,32,230,212,64,27,571,12,582
POA4600,3,132,143,59,32,380,11,386
POA4601,16,155,146,80,43,447,13,458
POA4605,193,570,514,191,122,1591,34,1623
POA4606,51,352,326,139,87,949,28,976
POA4608,0,123,127,63,39,353,5,359
POA4610,304,1903,2022,860,485,5574,124,5699
POA4611,0,10,19,6,8,43,3,50
POA4612,0,38,31,10,9,91,0,91
POA4613,12,132,121,46,23,337,11,350
POA4614,26,208,162,58,31,492,16,509
POA4615,124,1011,1046,411,223,2810,63,2872
POA4620,8,41,77,21,22,175,8,178
POA4621,32,268,247,112,75,732,16,739
POA4625,48,318,349,136,106,953,41,996
POA4626,44,216,259,106,80,704,29,739
POA4627,22,96,87,56,50,312,3,318
POA4630,37,316,310,146,108,919,33,943
POA4650,966,4935,4616,1750,1061,13328,287,13619
POA4655,1462,10740,9260,2986,1574,26022,430,26450
POA4659,72,894,868,271,145,2257,51,2308
POA4660,100,1030,1251,458,231,3067,156,3227
POA4662,9,84,107,45,33,272,9,283
POA4670,2012,12316,11473,4124,2293,32227,536,32768
POA4671,58,760,907,355,246,2324,85,2412
POA4673,7,80,90,49,32,255,7,265
POA4674,10,204,237,103,62,619,12,632
POA4676,0,26,25,10,5,67,0,69
POA4677,47,522,634,209,97,1502,50,1554
POA4678,7,86,138,51,36,319,3,323
POA4680,894,6598,7884,2962,1492,19835,309,20141
POA4694,0,9,16,5,4,43,6,40
POA4695,11,95,130,75,55,369,6,376
POA4697,3,6,17,7,3,43,0,43
POA4699,3,43,50,33,22,150,5,160
POA4700,587,2663,2199,719,316,6490,111,6601
POA4701,1101,5785,5918,2051,1069,15932,244,16176
POA4702,257,2673,3842,1701,1207,9676,203,9876
