POA_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
POA3026,1304,62,33,27,0,0,0,1422
POA3027,1386,53,22,21,5,0,3,1484
POA3028,3150,176,90,17,3,0,13,3458
POA3029,18295,786,454,303,23,11,65,19923
POA3030,16068,1029,511,148,20,4,48,17828
POA3031,1392,52,14,5,0,0,3,1474
POA3032,3150,157,43,18,0,0,8,3387
POA3033,1931,104,30,8,0,0,4,2071
POA3034,1473,51,32,9,0,0,5,1577
POA3036,807,32,14,6,5,0,0,852
POA3037,7341,406,185,73,6,9,20,8040
POA3038,3606,177,72,29,4,0,4,3899
POA3039,1655,84,20,5,0,0,0,1767
POA3040,3296,146,47,10,0,0,4,3497
POA3041,1769,72,34,10,0,0,3,1890
POA3042,1972,125,44,11,0,0,7,2153
POA3043,2006,109,51,12,0,0,10,2188
POA3044,3567,161,50,13,3,0,0,3790
POA3045,0,0,0,0,0,0,0,0
POA3046,3887,160,58,41,4,0,13,4155
POA3047,2148,90,60,39,5,0,11,2349
POA3048,2099,97,39,36,9,0,5,2281
POA3049,1150,71,31,14,0,0,0,1278
POA3051,863,49,11,9,0,0,4,935
POA3052,291,11,10,0,0,0,0,307
POA3053,440,25,16,4,0,0,0,481
POA3054,581,40,12,0,0,0,0,632
POA3055,1290,45,22,9,0,0,0,1367
POA3056,1739,83,25,6,0,0,4,1860
POA3057,848,34,10,5,0,0,0,897
POA3058,3835,161,58,21,0,0,11,4090
POA3059,3324,145,60,21,0,0,0,3552
POA3060,1666,46,30,15,0,0,0,1756
POA3061,556,23,16,5,0,0,3,605
POA3062,0,0,0,0,0,0,0,0
POA3063,71,8,3,0,0,0,0,80
POA3064,16898,700,346,204,14,13,34,18193
POA3065,492,41,14,3,0,0,0,548
POA3066,360,27,14,4,0,0,0,406
POA3067,508,42,6,0,3,0,5,555
POA3068,1655,76,32,3,0,0,0,1764
POA3070,2614,96,38,7,0,0,3,2762
POA3071,1946,77,28,8,0,0,0,2058
POA3072,3405,156,55,17,0,0,14,3648
POA3073,5084,266,107,40,3,0,18,5511
POA3074,2143,109,44,35,3,0,12,2349
POA3075,2675,110,63,32,0,0,8,2890
POA3076,4224,216,113,56,0,0,15,4625
POA3078,1309,69,12,9,0,0,3,1398
POA3079,2107,80,26,9,0,0,0,2221
POA3081,1264,64,27,6,0,0,4,1372
POA3082,3726,169,83,35,5,0,12,4028
POA3083,3424,173,59,26,0,0,0,3687
POA3084,3509,145,52,6,0,0,5,3715
POA3085,1831,88,39,6,0,0,4,1959
POA3087,1107,62,34,0,0,0,0,1203
POA3088,3532,193,73,15,0,0,10,3832
POA3089,1779,139,53,5,0,0,0,1983
POA3090,409,22,11,0,0,0,0,436
POA3091,239,10,3,0,0,0,0,257
POA3093,458,22,10,3,0,0,0,496
POA3094,1162,66,14,6,0,6,4,1255
POA3095,4075,232,79,14,0,0,7,4410
POA3096,252,20,6,8,0,0,0,289
POA3097,187,10,0,0,0,0,0,201
POA3099,632,50,26,7,0,0,7,718
POA3101,2779,123,41,12,0,0,3,2950
POA3102,914,29,17,0,0,0,0,956
POA3103,2004,84,24,7,0,0,6,2129
POA3104,3215,119,44,19,0,0,6,3396
POA3105,1408,55,21,0,0,0,6,1486
POA3106,2294,107,43,18,0,0,6,2464
POA3107,1848,104,33,10,0,0,4,1997
POA3108,2763,117,44,18,3,0,10,2954
POA3109,4316,160,58,29,3,0,4,4569
POA3111,1699,82,16,15,0,0,6,1818
POA3113,1248,84,29,10,0,0,3,1376
POA3114,594,19,9,3,0,0,0,638
POA3115,547,31,11,6,0,0,0,602
POA3116,1479,109,64,11,0,0,4,1672
POA3121,1969,114,22,7,0,0,3,2128
POA3122,1922,94,21,9,0,0,3,2045
POA3123,1522,55,30,3,0,0,6,1617
POA3124,2729,116,33,12,3,0,4,2900
POA3125,1439,58,18,6,0,0,0,1531
POA3126,1013,43,10,3,0,0,0,1070
POA3127,2434,110,32,10,0,0,5,2587
POA3128,2071,105,26,10,0,0,4,2224
POA3129,2252,102,38,12,0,0,11,2416
POA3130,4326,160,61,13,3,0,5,4567
POA3131,2843,109,28,16,0,0,4,3009
POA3132,2136,97,31,14,0,0,0,2290
POA3133,3135,141,49,17,4,0,9,3347
POA3134,4249,244,98,24,3,0,13,4628
POA3135,2658,127,48,14,3,0,4,2856
POA3136,5325,368,158,38,0,0,12,5903
POA3137,1631,123,72,8,0,0,8,1845
POA3138,2745,246,109,34,5,0,11,3149
POA3139,1675,158,89,12,0,4,11,1942
POA3140,1934,177,71,15,0,0,0,2198
POA3141,1077,82,9,4,0,0,3,1175
POA3142,1061,54,19,3,0,0,0,1140
POA3143,753,40,10,0,0,0,0,804
POA3144,1172,68,21,0,0,0,0,1258
POA3145,2833,103,20,5,0,0,4,2967
POA3146,3468,111,52,7,0,0,4,3636
POA3147,1982,82,37,6,0,0,3,2110
POA3148,1033,56,16,9,0,0,0,1110
POA3149,4859,183,67,23,0,0,9,5139
POA3150,8503,293,101,70,0,0,11,8990
POA3151,1270,63,16,8,0,0,0,1355
POA3152,4678,268,89,34,4,0,7,5078
POA3153,2267,161,71,17,0,0,4,2524
POA3154,545,33,22,3,0,0,6,610
POA3155,2392,208,82,29,3,0,10,2720
POA3156,4782,309,156,34,7,3,13,5306
POA3158,897,63,29,3,0,0,0,986
POA3159,341,28,8,3,0,0,0,385
POA3160,1120,74,45,7,0,0,5,1255
POA3161,1704,78,19,0,0,0,0,1805
POA3162,2216,106,25,7,0,0,0,2352
POA3163,3482,126,36,13,0,0,8,3667
POA3165,4271,199,79,16,0,0,7,4575
POA3166,2873,133,30,18,0,0,3,3059
POA3167,1295,60,16,9,0,0,3,1390
POA3168,1336,60,15,13,0,0,6,1426
POA3169,2329,100,53,38,3,4,11,2529
POA3170,2591,110,50,34,0,0,9,2796
POA3171,2169,133,66,60,5,0,13,2441
POA3172,2780,201,90,46,0,3,10,3137
POA3173,4138,194,110,83,3,12,16,4559
POA3174,3945,277,131,77,7,10,24,4473
POA3175,5560,284,106,81,3,5,17,6059
POA3177,1117,71,48,13,0,0,10,1251
POA3178,4838,289,118,36,0,0,8,5286
POA3179,825,51,15,3,0,0,3,896
POA3180,957,59,22,0,0,0,0,1042
POA3181,1070,65,19,0,0,0,0,1150
POA3182,1029,91,25,5,0,0,3,1151
POA3183,1423,63,18,0,0,0,0,1508
POA3184,1168,94,28,6,0,0,0,1294
POA3185,1403,58,18,0,5,0,0,1485
POA3186,2699,157,49,16,0,0,0,2912
POA3187,2227,115,46,3,0,0,6,2392
POA3188,2403,137,27,7,0,0,5,2574
POA3189,773,45,21,0,0,0,5,844
POA3190,1435,91,30,6,0,0,6,1560
POA3191,1275,58,16,0,0,0,3,1363
POA3192,2924,145,53,11,0,0,8,3140
POA3193,2689,126,55,8,0,0,8,2880
POA3194,1444,77,31,6,0,0,0,1555
POA3195,5003,289,124,19,0,0,7,5444
POA3196,2933,224,72,10,0,0,11,3239
POA3197,1287,142,40,4,5,0,3,1478
POA3198,1568,163,58,21,9,0,11,1825
POA3199,5110,520,255,32,10,0,19,5945
POA3200,312,57,33,8,0,0,3,416
POA3201,2215,235,125,20,10,0,6,2617
POA3202,382,27,14,3,0,0,0,426
POA3204,4379,195,73,14,0,0,3,4673
POA3205,777,48,13,0,0,0,0,841
POA3206,1114,67,25,3,0,0,0,1215
POA3207,1452,144,29,7,0,0,4,1640
POA3211,164,12,0,7,0,0,0,177
POA3212,2092,169,117,16,5,3,13,2419
POA3213,597,53,23,9,4,0,5,684
POA3214,1635,179,105,25,5,0,16,1977
POA3215,2012,175,78,15,0,5,7,2292
POA3216,6234,445,227,29,3,0,19,6955
POA3217,2428,208,120,12,0,0,6,2776
POA3218,1603,94,34,7,0,0,0,1735
POA3219,1464,173,68,13,0,0,9,1727
POA3220,1705,104,31,10,0,0,0,1847
POA3221,104,4,4,0,0,0,0,115
POA3222,1745,192,101,22,0,0,12,2063
POA3223,595,57,17,0,0,0,7,680
POA3224,1476,164,78,18,3,0,11,1747
POA3225,414,23,10,0,0,0,0,445
POA3226,1939,137,43,8,0,0,5,2141
POA3227,598,32,10,4,0,0,0,642
POA3228,2956,183,85,7,0,0,0,3233
POA3230,277,12,0,0,0,0,0,293
POA3231,122,10,0,3,0,0,0,135
POA3232,85,4,0,0,0,0,0,93
POA3233,152,5,4,0,0,0,0,167
POA3234,20,0,0,0,0,0,0,16
POA3235,43,5,0,0,0,0,0,47
POA3236,10,6,0,0,0,0,0,17
POA3237,14,0,0,0,0,0,0,16
POA3238,20,0,0,0,0,0,0,17
POA3239,31,4,6,0,0,0,0,41
POA3240,306,20,6,0,0,0,0,339
POA3241,290,40,7,4,0,0,0,340
POA3242,98,4,3,0,0,0,0,109
POA3243,37,0,0,0,0,0,0,38
POA3249,333,21,15,4,0,0,7,385
POA3250,1066,92,38,11,0,0,5,1216
POA3251,51,3,3,0,0,0,0,62
POA3254,37,0,0,0,0,0,0,37
POA3260,401,36,27,0,0,0,0,463
POA3264,183,13,12,0,0,0,0,202
POA3265,299,27,16,7,0,0,4,345
POA3266,271,18,17,0,0,0,4,306
POA3267,21,5,0,0,0,0,0,23
POA3268,252,12,15,0,0,0,5,283
POA3269,67,4,7,0,0,0,0,77
POA3270,27,0,5,0,0,0,0,27
POA3271,11,0,0,0,0,0,0,16
POA3272,116,11,8,0,0,0,0,132
POA3273,15,0,0,0,0,0,0,15
POA3274,15,0,4,0,0,0,3,20
POA3275,62,3,4,0,0,0,0,68
POA3276,43,0,4,0,0,0,0,44
POA3277,184,11,11,0,0,0,0,213
POA3278,33,3,8,0,0,0,0,42
POA3279,38,0,0,0,0,0,0,41
POA3280,2942,276,122,18,8,0,17,3381
POA3281,227,14,14,3,0,0,0,272
POA3282,253,28,11,8,0,0,4,305
POA3283,152,9,4,0,0,0,3,173
POA3284,332,20,6,0,0,0,0,367
POA3285,138,3,9,0,0,0,3,150
POA3286,45,4,3,0,0,0,0,55
POA3287,47,5,3,4,0,0,0,55
POA3289,72,0,4,0,0,0,0,78
POA3292,9,0,0,0,0,0,0,9
POA3293,28,3,0,0,0,0,0,32
POA3294,93,8,0,0,0,0,0,101
POA3300,887,61,38,7,0,0,12,1007
POA3301,152,3,5,0,0,0,0,162
POA3302,40,6,0,0,0,0,0,44
POA3303,26,3,0,0,0,0,0,35
POA3304,193,17,20,5,0,0,6,242
POA3305,1072,119,56,8,4,0,8,1260
POA3309,8,0,0,0,0,0,0,11
POA3310,16,0,3,0,0,0,0,18
POA3311,100,5,6,0,0,0,0,116
POA3312,90,4,0,0,0,0,0,99
POA3314,49,0,4,0,0,0,0,54
POA3315,130,11,3,0,0,0,0,146
POA3317,16,0,0,0,0,0,0,17
POA3318,81,5,3,0,0,0,0,92
POA3319,30,3,0,0,0,0,0,37
POA3321,252,19,4,0,0,0,0,279
POA3322,14,0,0,0,0,0,0,14
POA3323,11,0,0,0,0,0,0,4
POA3324,51,3,0,0,0,0,0,57
POA3325,35,0,0,0,0,0,0,44
POA3328,315,29,22,3,0,0,0,368
POA3329,38,5,5,0,0,0,0,42
POA3330,25,0,0,0,0,0,0,20
POA3331,954,73,39,6,0,0,8,1079
POA3332,141,6,9,4,0,0,0,159
POA3333,82,7,8,0,3,0,0,105
POA3334,37,9,0,0,0,0,3,54
POA3335,777,48,28,9,0,0,4,867
POA3336,2847,146,89,47,8,3,5,3142
POA3337,4107,383,241,74,14,3,28,4860
POA3338,4352,318,221,68,5,0,23,4987
POA3340,2783,261,159,21,3,3,14,3245
POA3341,202,14,10,0,0,0,0,234
POA3342,393,38,21,4,0,0,0,460
POA3345,147,16,4,0,0,0,0,168
POA3350,6003,546,261,48,5,0,31,6894
POA3351,1017,76,66,12,4,0,9,1172
POA3352,2146,142,108,25,5,0,12,2446
POA3355,808,90,68,8,5,0,5,984
POA3356,1054,123,88,21,3,3,10,1300
POA3357,443,21,9,0,0,0,0,475
POA3358,387,42,33,9,0,0,0,471
POA3360,57,3,6,0,0,0,0,71
POA3361,48,5,6,0,0,0,0,54
POA3363,283,24,23,0,6,0,0,333
POA3364,214,16,11,0,0,0,5,241
POA3370,126,17,13,0,0,0,0,160
POA3371,53,11,4,0,0,0,0,77
POA3373,169,20,16,3,0,0,3,208
POA3374,34,12,0,0,0,0,0,43
POA3375,21,0,0,0,0,0,0,25
POA3377,637,76,42,10,0,0,4,769
POA3378,22,0,0,0,0,0,0,22
POA3379,69,0,0,0,0,0,0,72
POA3380,447,34,32,4,0,0,0,516
POA3381,107,9,0,0,0,0,4,119
POA3384,43,5,6,0,0,0,0,62
POA3385,45,6,4,0,0,0,0,50
POA3387,30,0,0,0,0,0,0,37
POA3388,44,0,4,0,0,0,0,50
POA3390,87,3,3,0,0,0,0,94
POA3391,14,0,5,0,0,0,0,19
POA3392,40,7,0,0,0,0,0,44
POA3393,177,9,13,0,0,0,4,199
POA3395,32,0,0,0,0,0,0,36
POA3396,46,0,0,0,0,0,0,51
POA3400,1223,135,91,15,0,3,12,1470
POA3401,548,31,16,3,0,0,0,605
POA3407,41,5,0,0,0,0,0,49
POA3409,84,8,3,0,0,0,0,97
POA3412,20,0,0,0,0,0,0,27
POA3413,17,0,0,0,0,0,0,21
POA3414,113,11,11,0,0,0,0,139
POA3415,6,0,0,0,0,0,0,9
POA3418,273,20,3,9,0,0,0,300
POA3419,79,4,0,0,0,0,0,85
POA3420,28,0,0,0,0,0,0,32
POA3423,26,6,0,0,0,0,0,31
POA3424,57,6,3,0,0,0,0,64
POA3427,670,41,28,11,0,0,0,753
POA3428,82,13,0,0,0,0,0,95
POA3429,4537,383,216,27,7,0,27,5195
POA3430,30,6,0,0,0,0,0,35
POA3431,566,29,19,0,0,0,3,626
POA3432,22,0,0,0,0,0,0,26
POA3433,30,0,0,0,0,0,0,28
POA3434,741,52,29,5,0,0,4,837
POA3435,358,31,9,0,6,0,3,406
POA3437,1560,92,37,3,0,0,0,1696
POA3438,334,14,11,0,0,0,0,362
POA3440,264,12,8,0,0,0,0,282
POA3441,177,11,5,5,0,0,0,188
POA3442,1002,65,28,8,0,0,0,1109
POA3444,972,65,37,9,3,0,0,1081
POA3446,123,3,3,0,0,0,4,134
POA3447,45,3,0,0,0,0,0,51
POA3448,87,7,7,0,0,0,0,102
POA3450,491,39,18,3,0,0,4,557
POA3451,534,41,21,7,0,0,0,607
POA3453,175,9,4,0,0,0,0,196
POA3458,167,15,7,5,0,0,0,190
POA3460,156,12,9,0,0,0,0,174
POA3461,369,29,15,3,0,0,3,418
POA3462,107,3,3,0,0,0,0,116
POA3463,189,23,5,0,0,0,0,215
POA3464,121,12,10,0,0,0,5,139
POA3465,638,72,49,8,3,0,5,766
POA3467,99,9,3,0,0,0,0,112
POA3468,20,0,0,0,0,0,0,26
POA3469,21,0,0,0,0,0,0,17
POA3472,75,16,8,0,0,0,4,99
POA3475,21,0,3,0,0,0,0,25
POA3477,79,0,4,0,0,0,0,80
POA3478,166,12,9,0,0,0,0,196
POA3480,149,12,4,0,0,0,0,163
POA3482,11,0,0,0,0,0,0,19
POA3483,86,5,4,0,0,0,0,96
POA3485,20,0,0,0,0,0,0,20
POA3487,9,0,0,0,0,0,0,9
POA3488,5,0,0,0,0,0,0,9
POA3489,3,0,0,0,0,0,0,3
POA3490,89,4,3,0,0,0,0,98
POA3491,14,0,0,0,0,0,0,19
POA3494,53,8,3,3,0,0,0,64
POA3496,554,67,49,12,0,4,9,690
POA3498,606,52,27,10,3,0,7,700
POA3500,2653,266,173,38,7,3,29,3173
POA3501,286,18,5,0,0,0,3,318
POA3505,468,39,20,3,0,0,0,541
POA3506,4,0,0,0,0,0,0,4
POA3507,7,0,0,0,0,0,0,10
POA3509,19,0,0,0,0,0,0,19
POA3512,32,0,4,0,0,0,0,35
POA3515,332,21,18,6,0,0,4,375
POA3516,74,4,0,4,0,0,0,86
POA3517,110,13,0,0,0,0,4,131
POA3518,78,10,6,0,0,0,0,95
POA3520,6,0,4,0,0,0,0,8
POA3521,79,5,6,3,0,0,4,96
POA3522,27,3,0,0,0,0,0,30
POA3523,221,28,14,0,0,0,0,275
POA3525,91,6,5,0,0,0,0,101
POA3527,56,0,3,0,0,0,0,57
POA3529,17,0,0,0,0,0,0,17
POA3530,8,0,0,0,0,0,0,8
POA3531,23,0,0,0,0,0,0,24
POA3533,52,8,6,0,0,0,0,63
POA3537,81,3,5,0,0,0,0,84
POA3540,8,0,0,0,0,0,0,15
POA3542,11,0,0,0,0,0,0,11
POA3544,24,3,0,0,0,0,0,23
POA3546,25,3,4,0,0,0,0,30
POA3549,302,28,5,7,5,0,4,356
POA3550,3180,290,141,34,0,3,16,3666
POA3551,4325,359,214,36,6,0,20,4962
POA3555,1608,174,100,13,3,0,15,1916
POA3556,1095,133,87,21,3,4,11,1348
POA3557,99,11,3,0,0,0,0,117
POA3558,72,0,3,0,0,0,0,77
POA3559,43,0,7,0,0,0,0,49
POA3561,351,30,27,0,0,0,4,413
POA3562,28,0,0,0,0,0,0,32
POA3563,65,7,4,0,0,0,0,80
POA3564,1401,155,81,22,3,0,10,1674
POA3565,17,0,0,0,0,0,0,19
POA3566,56,0,4,0,0,0,0,66
POA3567,63,5,3,0,0,0,0,69
POA3568,244,24,6,4,0,0,3,281
POA3570,70,11,4,0,0,0,0,83
POA3571,31,0,3,0,0,0,0,35
POA3572,16,0,0,0,0,0,0,16
POA3573,26,0,0,0,0,0,0,28
POA3575,70,9,4,0,0,0,0,83
POA3576,6,0,0,0,0,0,0,6
POA3579,405,34,27,4,0,0,3,475
POA3580,68,16,3,3,0,0,0,86
POA3581,17,0,0,0,0,0,0,17
POA3583,19,0,0,0,0,0,0,22
POA3584,102,8,4,0,0,0,0,118
POA3585,989,78,56,11,0,0,7,1135
POA3586,89,4,3,0,0,0,0,101
POA3588,44,0,0,0,0,0,0,43
POA3589,28,6,0,0,0,0,0,30
POA3590,36,3,3,0,0,0,0,45
POA3591,15,0,0,0,0,0,0,18
POA3594,33,6,0,0,0,0,0,40
POA3595,37,4,3,0,0,0,0,50
POA3596,9,0,0,0,0,0,0,9
POA3597,37,3,0,0,0,0,0,43
POA3599,10,0,0,0,0,0,0,15
POA3607,19,0,0,0,0,0,0,21
POA3608,204,23,7,0,0,0,0,237
POA3610,132,10,9,0,0,0,0,147
POA3612,105,13,9,0,0,0,6,129
POA3614,118,9,10,0,0,0,0,135
POA3616,520,44,20,3,0,0,3,596
POA3617,16,6,4,0,0,0,0,22
POA3618,50,4,4,0,0,0,0,65
POA3620,734,77,43,5,0,0,6,864
POA3621,221,19,16,0,0,0,0,256
POA3622,57,3,6,0,0,0,0,66
POA3623,55,4,3,5,0,0,0,68
POA3624,47,4,4,0,0,0,0,55
POA3629,666,80,49,13,0,0,9,815
POA3630,2603,235,128,27,4,0,21,3021
POA3631,1839,121,69,20,3,4,15,2064
POA3633,79,7,0,3,0,0,0,91
POA3634,204,13,15,4,0,0,0,232
POA3635,42,4,5,0,0,0,0,56
POA3636,392,32,28,8,0,0,10,469
POA3637,72,3,0,0,0,0,0,82
POA3638,182,15,16,0,0,0,3,212
POA3639,37,4,0,0,0,0,0,44
POA3640,101,5,4,0,0,0,5,116
POA3641,107,10,7,5,0,0,0,129
POA3644,697,76,46,8,0,0,6,837
POA3646,48,4,0,0,0,0,0,58
POA3647,0,0,0,0,0,0,0,0
POA3649,37,0,3,0,0,0,0,47
POA3658,581,59,43,9,0,0,6,701
POA3659,69,0,0,5,0,0,0,77
POA3660,560,67,26,3,0,0,6,659
POA3662,125,14,10,0,0,0,0,140
POA3663,12,4,0,0,0,0,0,16
POA3664,102,9,8,0,0,0,0,121
POA3665,29,0,0,0,0,0,0,31
POA3666,346,30,17,3,6,0,0,409
POA3669,90,18,3,0,0,0,0,107
POA3670,51,6,3,0,0,0,0,59
POA3672,675,80,48,12,0,0,7,817
POA3673,163,11,8,0,0,0,5,183
POA3675,199,24,4,4,0,0,4,233
POA3677,1498,139,95,11,7,3,20,1771
POA3678,682,45,31,7,4,0,7,780
POA3682,72,6,0,0,0,0,5,78
POA3683,146,19,14,0,0,0,0,181
POA3685,245,21,13,0,0,0,3,290
POA3687,96,13,6,0,0,0,0,112
POA3688,150,15,8,0,0,0,0,173
POA3690,2922,326,200,37,5,0,28,3528
POA3691,1450,122,89,15,0,3,9,1690
POA3695,54,3,4,0,0,0,0,61
POA3697,53,0,0,0,0,0,0,56
POA3698,81,9,0,0,0,0,0,92
POA3699,64,3,0,0,0,0,0,75
POA3700,113,8,3,0,0,0,0,127
POA3701,86,4,0,0,0,0,0,93
POA3704,4,0,0,0,0,0,0,4
POA3705,16,0,0,0,0,0,0,16
POA3707,141,10,6,0,0,0,0,161
POA3708,8,0,0,0,0,0,0,6
POA3709,11,0,0,0,0,0,0,17
POA3711,45,0,7,0,0,0,0,52
POA3712,23,0,0,0,0,0,0,28
POA3713,44,7,0,0,0,0,0,53
POA3714,295,29,10,0,0,0,3,334
POA3715,25,6,0,0,0,0,0,28
POA3717,241,29,13,0,0,0,4,291
POA3718,6,0,0,0,0,0,0,3
POA3719,35,5,0,0,0,0,0,34
POA3720,49,3,0,0,0,0,0,54
POA3722,494,43,18,5,3,0,0,556
POA3723,227,21,4,5,0,0,7,258
POA3725,50,9,8,0,0,0,3,69
POA3726,36,5,0,0,0,0,0,40
POA3727,28,0,0,0,0,0,0,29
POA3728,53,0,4,0,0,0,0,61
POA3730,721,77,53,12,0,0,0,868
POA3732,51,8,0,0,0,0,0,62
POA3733,11,0,0,0,0,0,0,11
POA3735,66,0,0,0,0,0,0,69
POA3737,374,33,19,0,0,0,4,430
POA3738,16,0,0,0,0,0,0,17
POA3739,10,0,0,0,0,0,0,15
POA3740,128,5,0,0,0,0,0,136
POA3741,264,15,10,0,0,0,6,296
POA3744,58,4,4,0,0,0,0,58
POA3746,39,5,0,0,0,0,0,47
POA3747,433,30,13,0,0,0,0,479
POA3749,214,14,8,0,0,0,0,240
POA3750,3816,150,76,53,0,0,5,4107
POA3751,16,0,0,0,0,0,0,16
POA3752,3649,181,88,26,0,0,10,3960
POA3753,658,48,40,9,0,4,5,762
POA3754,7099,501,299,65,7,8,16,7986
POA3755,25,0,3,0,0,0,0,32
POA3756,1932,164,113,22,8,0,7,2242
POA3757,1095,92,47,7,4,0,0,1243
POA3758,288,24,8,7,0,0,0,327
POA3759,136,6,4,0,0,0,0,143
POA3760,53,0,0,0,0,0,0,57
POA3761,132,17,7,0,0,0,0,157
POA3762,13,0,0,0,0,0,0,12
POA3763,159,20,16,3,0,0,4,199
POA3764,1067,102,59,6,5,0,6,1242
POA3765,884,83,26,3,0,0,9,1004
POA3766,160,11,8,0,0,0,0,181
POA3767,142,7,4,0,0,0,0,153
POA3770,384,29,30,3,0,0,0,443
POA3775,485,52,18,0,0,0,0,550
POA3777,1001,113,57,7,0,0,8,1192
POA3778,16,0,0,0,0,0,0,21
POA3779,28,3,0,0,0,0,0,29
POA3781,550,63,31,0,0,0,0,646
POA3782,981,84,36,7,0,0,8,1119
POA3783,297,30,16,0,0,0,0,345
POA3785,5,0,0,0,0,0,0,5
POA3786,203,6,8,7,0,0,0,220
POA3787,112,6,0,0,0,0,0,129
POA3788,192,16,4,0,0,0,0,217
POA3789,30,8,0,0,0,0,0,39
POA3791,163,13,3,0,0,0,0,179
POA3792,136,7,4,0,0,0,0,148
POA3793,418,41,21,0,0,0,5,481
POA3795,162,10,8,3,0,0,0,183
POA3796,1250,109,57,11,0,0,3,1439
POA3797,360,27,19,7,0,0,0,417
POA3799,440,46,31,9,0,0,0,534
POA3802,3201,155,84,40,6,0,8,3489
POA3803,1315,70,34,21,0,0,5,1446
POA3804,1222,69,24,15,0,0,6,1330
POA3805,7834,478,258,96,11,10,22,8712
POA3806,7036,471,231,54,4,0,21,7816
POA3807,1075,72,28,8,0,4,5,1198
POA3808,452,32,15,0,0,0,0,498
POA3809,2647,171,100,16,5,0,8,2941
POA3810,6139,522,358,74,11,6,38,7145
POA3812,286,27,16,0,0,0,0,326
POA3813,107,7,7,0,0,0,3,118
POA3814,303,22,9,0,0,0,0,335
POA3815,426,29,18,0,0,0,0,482
POA3816,298,35,26,6,0,0,0,366
POA3818,1626,170,108,11,3,4,15,1941
POA3820,1871,195,106,26,4,0,10,2204
POA3821,356,25,18,0,0,0,0,399
POA3822,113,8,6,0,0,0,0,131
POA3823,182,11,17,0,0,0,0,211
POA3824,485,55,35,8,0,0,5,586
POA3825,1512,200,134,14,3,0,15,1885
POA3831,189,19,9,0,0,0,3,212
POA3832,20,4,3,0,0,0,0,23
POA3833,13,3,0,0,0,0,0,22
POA3835,46,4,0,0,0,0,0,55
POA3840,1175,142,86,14,4,0,17,1444
POA3842,340,45,33,5,0,0,8,434
POA3844,2794,326,175,23,0,5,17,3332
POA3847,194,16,10,4,0,0,3,231
POA3850,1273,137,83,4,3,0,8,1505
POA3851,456,30,18,0,0,0,9,518
POA3852,0,0,0,0,0,0,0,0
POA3854,170,15,10,0,0,0,0,200
POA3856,107,13,15,0,0,0,4,140
POA3857,35,0,0,0,0,0,0,40
POA3858,267,21,15,0,0,0,0,305
POA3859,90,8,6,0,0,0,0,103
POA3860,635,56,35,10,0,0,3,740
POA3862,330,39,22,5,3,0,5,399
POA3864,18,3,3,0,0,0,0,21
POA3865,40,0,0,0,0,0,0,47
POA3869,176,22,5,0,0,0,3,211
POA3870,101,18,6,3,0,0,0,129
POA3871,259,30,16,6,0,0,0,301
POA3873,33,0,0,0,0,0,0,37
POA3874,37,7,3,0,0,0,0,42
POA3875,1624,172,86,14,3,3,21,1924
POA3878,79,12,0,0,0,0,0,91
POA3880,202,27,14,7,0,0,0,249
POA3882,121,9,7,5,0,0,3,146
POA3885,168,15,3,0,0,0,0,196
POA3886,33,0,3,0,0,0,0,35
POA3887,16,0,0,0,0,0,0,25
POA3888,221,19,18,3,0,0,4,273
POA3889,7,0,0,0,0,0,0,7
POA3890,18,0,0,0,0,0,0,20
POA3891,3,4,0,0,0,0,0,4
POA3892,76,8,3,0,0,0,0,83
POA3893,0,0,0,0,0,0,0,0
POA3895,13,0,0,0,0,0,0,17
POA3896,25,4,5,0,0,0,0,32
POA3898,38,3,0,0,0,0,0,43
POA3900,5,0,0,0,0,0,0,5
POA3902,30,3,0,0,0,0,0,31
POA3903,77,12,4,0,0,0,0,87
POA3904,120,10,3,0,0,0,0,135
POA3909,530,63,39,10,0,0,4,646
POA3910,2752,259,152,28,3,4,12,3205
POA3911,379,38,24,7,0,0,0,458
POA3912,1717,190,106,18,0,0,11,2041
POA3913,366,45,25,0,0,0,0,435
POA3915,817,84,61,6,0,0,8,981
POA3916,84,0,0,0,0,0,0,91
POA3918,447,51,9,4,0,4,0,510
POA3919,308,40,22,5,0,0,4,380
POA3920,40,7,0,0,0,0,0,52
POA3921,10,0,0,0,0,0,0,9
POA3922,699,53,36,5,0,0,11,802
POA3923,54,7,0,0,0,0,0,57
POA3925,395,37,11,0,0,0,0,452
POA3926,351,22,9,6,0,0,0,381
POA3927,186,11,4,0,0,0,0,195
POA3928,34,8,0,0,0,0,0,42
POA3929,70,5,0,0,0,0,0,77
POA3930,2568,130,48,8,0,0,9,2765
POA3931,2270,240,88,15,0,0,14,2628
POA3933,116,9,5,0,0,0,0,132
POA3934,2361,177,84,9,0,0,4,2638
POA3936,1012,139,50,0,0,0,6,1210
POA3937,177,18,3,0,0,0,0,198
POA3938,262,20,14,0,0,0,0,299
POA3939,1245,111,45,7,0,0,11,1412
POA3940,265,29,18,0,0,0,5,317
