POA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
POA2212,..,51,15,70,0,70,..,1087,531,1618,18,1632,..,69,12,83,0,83,..,31,0,34,0,34,..,16,0,16,0,16,..,449,93,539,4,541,..,44,4,50,0,50,..,8,0,8,0,8,..,89,0,92,0,92,..,142,9,150,3,148,..,232,36,265,3,265,..,23,0,24,0,24,..,127,3,134,0,134,..,43,3,44,0,44,..,701,55,759,5,767,..,141,21,161,0,161,..,34,10,43,0,43,..,6,0,7,0,7,..,50,23,73,0,73,..,156,22,176,4,181,..,28,0,28,0,28,..,20,3,22,3,25,..,25,3,28,0,28,..,80,13,93,0,95,..,21,3,28,0,24,..,53,5,61,0,61,..,19,0,21,0,21,..,77,0,82,0,82,..,186,29,216,0,213,..,126,11,132,0,132,..,24,0,27,0,27,..,415,45,458,0,460,..,136,20,154,0,158,..,20
POA2213,..,18,4,19,0,19,..,1103,397,1501,20,1523,..,48,8,51,0,51,..,34,0,34,0,34,..,40,3,48,0,48,..,822,73,891,0,892,..,48,4,52,0,52,..,35,0,35,0,32,..,144,3,147,4,147,..,177,16,195,0,194,..,99,8,105,0,102,..,14,0,14,0,14,..,107,7,116,3,119,..,47,0,47,0,47,..,672,35,710,7,713,..,171,9,186,0,191,..,26,0,31,0,31,..,10,3,5,0,5,..,29,14,42,0,42,..,347,30,372,0,372,..,30,0,30,0,28,..,14,7,18,0,18,..,39,7,42,0,42,..,92,13,105,0,105,..,41,5,50,0,50,..,53,4,64,0,64,..,29,4,35,0,35,..,74,4,74,0,74,..,140,14,151,0,154,..,89,0,93,0,93,..,49,0,52,0,52,..,344,18,364,0,367,..,179,20,204,0,204,..,23
POA2214,..,0,0,8,0,8,..,61,35,92,0,92,..,10,0,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,97,3,105,5,107,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,20,0,20,..,0,0,0,0,0,..,44,4,53,0,53,..,17,0,22,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,19,0,20,0,23,..,0,0,0,0,0,..,3,0,10,0,10,..,0,0,6,0,6,..,19,8,20,0,20,..,0,0,0,0,0,..,0,0,4,0,4,..,0,4,3,0,3,..,3,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,21,3,17,0,17,..,19,0,19,0,19,..,0
POA2216,..,46,16,62,0,64,..,1394,675,2073,10,2078,..,105,6,110,0,112,..,77,8,81,0,81,..,20,0,25,0,25,..,1483,313,1795,15,1811,..,649,65,714,3,717,..,53,6,60,0,59,..,322,14,331,0,333,..,2425,119,2546,24,2566,..,43,3,48,0,48,..,21,0,21,0,21,..,119,9,129,0,129,..,81,0,81,0,81,..,3718,206,3924,28,3950,..,326,39,367,0,365,..,106,11,119,3,125,..,9,0,6,0,11,..,42,13,59,0,59,..,1082,267,1351,3,1358,..,30,0,33,0,33,..,36,0,40,0,37,..,74,4,77,0,77,..,516,109,623,8,629,..,203,33,245,0,242,..,16,3,20,0,20,..,229,25,257,0,260,..,170,9,176,3,181,..,224,21,246,0,245,..,351,15,367,4,373,..,40,3,41,0,41,..,783,52,831,9,841,..,688,137,827,4,832,..,27
POA2217,..,53,23,79,0,79,..,2034,794,2835,30,2864,..,123,18,144,0,144,..,67,0,72,0,70,..,30,0,33,0,33,..,2159,367,2528,6,2535,..,594,59,649,7,657,..,69,3,77,0,76,..,392,16,410,7,416,..,1792,101,1899,15,1912,..,61,3,70,0,70,..,29,0,29,7,31,..,84,4,85,0,81,..,127,0,132,0,130,..,3144,187,3334,37,3370,..,302,40,347,3,346,..,97,11,105,4,104,..,7,0,7,0,7,..,62,12,76,0,76,..,620,84,706,9,710,..,132,10,137,0,137,..,30,5,34,0,34,..,57,0,59,0,62,..,375,62,438,0,439,..,215,39,256,0,255,..,14,0,14,0,14,..,272,25,292,0,292,..,221,3,224,0,229,..,176,21,192,0,201,..,382,5,386,0,386,..,79,0,79,0,79,..,850,37,883,3,890,..,618,92,708,0,711,..,111
POA2218,..,54,19,81,0,75,..,2255,1089,3342,25,3366,..,103,18,123,0,123,..,39,5,42,0,43,..,14,0,14,0,19,..,659,134,794,0,794,..,284,14,299,0,302,..,31,0,31,0,31,..,112,4,115,0,115,..,1170,83,1251,15,1262,..,34,0,37,0,37,..,18,0,18,0,18,..,29,0,26,0,31,..,38,0,38,0,38,..,1713,103,1818,17,1835,..,150,22,169,0,169,..,61,6,66,0,66,..,4,0,4,0,4,..,37,17,47,0,51,..,579,119,697,3,702,..,37,0,37,0,37,..,23,0,27,0,27,..,49,3,49,0,49,..,105,22,131,0,131,..,111,16,132,0,132,..,13,4,18,0,18,..,116,13,129,0,129,..,186,0,188,3,190,..,125,8,131,0,133,..,236,6,243,0,247,..,16,3,22,0,22,..,562,21,582,7,589,..,267,27,298,7,307,..,35
POA2219,..,8,0,7,0,7,..,396,137,531,0,536,..,78,11,88,0,88,..,51,5,58,0,58,..,36,0,37,0,37,..,1634,236,1864,17,1878,..,22,0,30,0,30,..,14,0,14,0,10,..,30,0,30,0,30,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,7,0,7,0,7,..,15,0,11,0,11,..,112,0,114,0,112,..,180,15,190,5,195,..,19,0,25,0,25,..,11,3,11,0,11,..,14,0,14,0,14,..,250,25,276,0,279,..,0,0,0,0,0,..,16,0,16,0,16,..,25,0,29,0,29,..,155,26,178,0,184,..,93,12,107,0,107,..,17,0,17,0,17,..,110,10,125,0,125,..,24,0,25,0,25,..,25,3,32,0,32,..,43,4,48,5,49,..,8,0,8,0,8,..,102,9,106,5,110,..,246,38,283,0,283,..,11
POA2220,..,183,109,292,0,292,..,8983,4952,13938,85,14021,..,167,37,202,0,202,..,27,0,30,0,30,..,7,0,7,0,7,..,735,132,867,13,880,..,195,11,210,5,208,..,39,4,42,0,42,..,196,5,206,4,207,..,4675,108,4784,28,4816,..,31,0,34,0,34,..,26,0,27,0,27,..,82,0,82,0,82,..,32,0,27,0,27,..,5281,140,5415,31,5447,..,192,25,218,0,220,..,66,17,80,0,82,..,20,12,28,0,28,..,113,54,169,0,167,..,471,91,567,0,567,..,34,3,41,0,43,..,28,0,28,0,28,..,20,6,22,0,22,..,111,19,130,0,132,..,49,11,59,0,59,..,14,0,14,0,14,..,66,12,76,3,78,..,187,7,196,0,199,..,435,76,514,3,512,..,287,3,292,4,296,..,42,0,41,0,41,..,951,92,1042,12,1053,..,217,21,246,0,246,..,41
POA2221,..,45,25,65,0,65,..,2502,976,3476,16,3494,..,179,18,202,0,202,..,24,3,33,0,33,..,31,0,31,0,34,..,1461,133,1598,10,1605,..,34,0,34,0,34,..,28,0,32,0,32,..,70,3,69,0,69,..,75,0,75,0,79,..,15,0,18,0,18,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,8,0,8,..,234,7,241,0,246,..,192,22,214,0,214,..,23,3,21,0,21,..,3,0,3,0,3,..,29,5,37,0,37,..,340,48,385,0,388,..,13,0,20,0,20,..,8,0,8,0,8,..,10,0,14,0,14,..,72,8,77,0,77,..,18,0,25,0,25,..,12,0,12,0,12,..,39,4,48,0,44,..,39,0,39,0,40,..,75,6,83,0,83,..,42,0,44,0,47,..,9,0,9,0,9,..,176,6,181,0,185,..,142,20,158,0,159,..,21
POA2222,..,34,15,53,0,53,..,1781,847,2627,14,2640,..,124,14,133,3,138,..,25,0,25,0,25,..,16,0,16,0,17,..,378,57,439,0,443,..,85,6,88,0,92,..,22,0,23,0,23,..,68,0,62,0,62,..,1077,50,1132,8,1135,..,24,4,31,0,31,..,7,0,7,0,7,..,41,6,47,0,47,..,31,0,31,0,31,..,1353,69,1422,8,1430,..,116,13,131,0,130,..,26,0,29,0,32,..,0,0,0,0,0,..,33,3,39,0,39,..,166,32,199,0,198,..,11,0,14,0,14,..,15,0,16,0,16,..,11,0,9,0,9,..,45,3,52,0,52,..,22,7,26,0,26,..,13,0,13,0,13,..,23,7,31,0,31,..,94,0,95,0,95,..,100,11,115,0,115,..,183,0,185,0,187,..,28,0,27,0,27,..,403,19,424,3,424,..,135,19,150,0,151,..,4
POA2223,..,52,15,65,0,68,..,2182,716,2899,15,2916,..,265,23,283,0,283,..,42,4,45,0,45,..,62,0,62,0,60,..,565,57,625,0,625,..,61,6,63,0,63,..,24,0,24,0,24,..,66,0,68,0,70,..,481,19,499,3,508,..,18,0,23,0,23,..,24,0,24,0,24,..,23,0,27,0,27,..,22,0,22,0,22,..,714,31,746,7,752,..,180,7,187,0,186,..,98,10,110,0,110,..,3,0,6,0,6,..,42,10,54,0,53,..,489,82,572,7,583,..,11,0,11,0,11,..,24,0,25,0,25,..,37,7,43,0,43,..,73,4,87,0,84,..,35,4,44,0,42,..,5,0,5,0,5,..,44,0,45,0,45,..,75,0,72,0,72,..,92,3,96,0,95,..,136,8,144,0,144,..,19,6,22,0,22,..,318,14,330,0,336,..,208,20,231,0,231,..,23
POA2224,..,38,13,46,0,46,..,872,275,1149,6,1155,..,78,5,84,8,88,..,42,0,42,0,42,..,30,0,30,0,23,..,966,79,1051,9,1053,..,22,0,22,0,22,..,7,0,7,0,7,..,51,0,51,0,51,..,8,0,8,0,8,..,11,0,11,0,11,..,11,0,11,0,11,..,9,0,13,0,13,..,4,0,4,0,4,..,124,4,121,0,121,..,155,23,172,0,179,..,17,0,14,0,13,..,9,6,13,0,13,..,14,0,21,0,21,..,246,16,262,0,262,..,0,0,0,0,0,..,14,0,14,0,20,..,33,0,33,0,33,..,79,5,90,0,93,..,92,7,103,0,103,..,3,0,3,0,3,..,45,0,46,0,46,..,20,0,20,0,20,..,25,8,31,6,30,..,18,0,18,0,18,..,11,0,11,0,11,..,66,8,72,4,75,..,137,11,148,3,155,..,6
POA2225,..,4,0,4,0,4,..,91,38,128,0,126,..,0,0,7,0,7,..,17,0,19,0,19,..,31,0,31,0,31,..,70,5,72,0,72,..,4,0,4,0,4,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,25,0,26,0,26,..,6,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,15,0,15,..,11,0,11,0,11,..,24,3,28,0,30,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,14,0,14,..,26,0,26,0,29,..,0
POA2226,..,3,0,3,0,3,..,295,80,372,0,375,..,36,5,40,0,40,..,49,0,51,0,52,..,44,0,42,0,42,..,108,17,122,0,122,..,6,0,6,0,6,..,3,0,3,0,3,..,18,0,18,0,18,..,20,0,20,0,20,..,10,0,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,74,0,74,0,74,..,45,3,47,0,46,..,31,0,38,0,39,..,0,0,0,0,0,..,12,0,12,0,12,..,45,9,58,0,58,..,3,0,3,0,3,..,15,0,17,0,17,..,33,0,32,0,32,..,27,0,32,0,35,..,65,9,76,0,76,..,11,0,11,0,11,..,25,0,26,0,26,..,10,0,11,0,11,..,11,0,15,0,15,..,15,0,15,0,14,..,0,0,0,0,0,..,41,3,49,0,44,..,77,7,87,4,90,..,9
POA2227,..,8,0,8,0,8,..,298,83,379,6,385,..,24,0,24,0,24,..,39,5,39,0,39,..,30,0,30,0,31,..,129,21,148,0,148,..,8,0,8,0,8,..,20,0,20,0,20,..,22,0,22,0,25,..,11,0,9,0,14,..,10,0,10,0,10,..,6,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,89,4,88,0,91,..,90,13,100,0,100,..,23,0,26,0,26,..,3,3,6,0,6,..,4,7,12,0,12,..,26,0,26,0,26,..,7,0,7,0,7,..,11,0,11,0,11,..,54,3,63,0,63,..,74,8,80,0,80,..,102,11,113,0,113,..,0,0,0,0,0,..,22,3,24,0,24,..,22,0,22,0,22,..,28,0,28,0,28,..,25,4,29,0,29,..,0,0,0,0,0,..,79,4,80,0,80,..,112,11,121,0,126,..,4
POA2228,..,26,4,31,0,31,..,808,257,1068,12,1081,..,67,8,69,0,69,..,67,0,70,4,74,..,42,0,38,0,38,..,424,49,476,0,476,..,18,0,21,0,21,..,23,0,22,0,22,..,78,5,79,0,79,..,24,5,26,0,26,..,40,5,45,3,52,..,12,0,12,0,12,..,15,0,15,0,15,..,5,0,6,0,6,..,214,14,232,0,235,..,187,28,218,0,213,..,71,8,81,0,84,..,17,0,20,0,20,..,29,19,46,3,48,..,124,26,150,0,150,..,37,0,37,0,37,..,35,9,42,0,42,..,54,3,54,0,58,..,140,17,154,3,156,..,183,35,218,0,218,..,11,0,11,0,11,..,44,0,50,3,54,..,59,3,61,0,61,..,84,5,86,0,91,..,99,6,102,0,102,..,21,0,22,0,25,..,263,18,281,0,277,..,304,34,335,3,337,..,13
POA2229,..,14,0,13,0,13,..,507,149,655,5,662,..,97,10,105,0,105,..,81,0,84,0,86,..,79,3,81,0,83,..,552,45,600,4,599,..,16,0,16,0,16,..,13,0,13,0,13,..,20,0,20,0,20,..,27,0,27,0,27,..,24,0,24,0,24,..,4,0,4,0,4,..,6,0,10,0,10,..,3,0,3,0,3,..,116,0,116,0,116,..,211,18,228,5,228,..,41,0,44,0,42,..,4,4,4,0,4,..,24,0,24,0,24,..,95,4,101,0,101,..,36,0,35,0,35,..,15,0,17,0,17,..,49,3,55,0,55,..,125,18,141,3,142,..,157,16,174,0,173,..,6,0,6,0,6,..,74,3,83,4,86,..,38,0,38,0,41,..,38,0,39,0,39,..,69,4,76,0,77,..,7,0,7,0,7,..,151,3,157,3,159,..,202,29,230,4,232,..,3
POA2230,..,11,7,23,0,23,..,148,40,189,0,191,..,68,3,71,0,71,..,83,8,88,5,90,..,130,0,133,0,133,..,301,27,330,6,337,..,3,0,3,0,3,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,49,0,49,0,49,..,185,15,201,0,203,..,61,6,64,0,63,..,13,4,14,0,14,..,18,3,20,0,20,..,72,7,78,0,78,..,0,0,0,0,0,..,11,0,11,0,11,..,94,3,102,0,102,..,188,18,209,10,221,..,85,12,98,0,101,..,8,0,8,0,12,..,67,4,70,0,70,..,13,0,13,0,13,..,31,3,36,0,36,..,26,0,26,0,31,..,9,0,9,0,9,..,78,3,84,0,84,..,216,15,237,7,246,..,0
POA2231,..,0,0,0,0,0,..,9,0,11,0,11,..,9,0,11,0,11,..,3,0,3,0,3,..,6,0,6,0,6,..,30,0,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,4,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,12,0,12,..,0
POA2232,..,29,3,26,0,26,..,920,244,1169,6,1174,..,54,3,63,0,61,..,83,0,85,0,85,..,105,0,105,0,107,..,289,44,332,6,337,..,32,0,33,0,33,..,39,3,44,0,44,..,93,4,95,3,95,..,140,13,152,0,149,..,16,0,16,0,17,..,11,0,11,0,15,..,17,0,19,0,17,..,25,0,25,0,25,..,369,16,384,11,392,..,194,12,206,0,210,..,106,8,112,3,114,..,8,0,6,0,6,..,67,13,77,0,77,..,107,10,118,0,119,..,19,3,23,0,23,..,34,0,38,0,38,..,91,6,94,3,101,..,167,18,187,3,190,..,292,38,335,3,334,..,12,0,12,0,12,..,58,8,67,0,67,..,99,3,102,0,102,..,68,7,70,0,70,..,102,3,104,0,107,..,18,0,18,0,18,..,281,12,296,0,295,..,311,25,334,5,343,..,34
POA2233,..,0,0,3,0,3,..,191,48,235,5,238,..,23,0,23,0,23,..,53,0,53,0,53,..,82,0,82,0,85,..,110,8,121,0,123,..,11,0,11,0,11,..,19,0,24,5,26,..,22,0,22,0,22,..,5,0,5,0,5,..,15,0,12,0,12,..,13,0,13,0,13,..,4,0,4,0,4,..,4,0,4,0,4,..,89,0,87,5,90,..,82,5,86,0,84,..,20,3,26,0,26,..,12,5,14,0,14,..,17,3,20,0,20,..,30,0,36,0,36,..,9,0,10,0,10,..,21,0,21,0,15,..,32,5,33,0,33,..,53,0,55,0,54,..,92,30,120,0,120,..,0,0,0,0,0,..,5,0,5,0,5,..,31,0,35,0,35,..,31,3,38,0,38,..,38,0,38,0,38,..,3,0,3,0,3,..,109,4,113,0,113,..,149,7,156,3,162,..,7
POA2234,..,33,11,46,0,46,..,671,211,884,8,889,..,148,12,163,0,163,..,78,0,78,0,78,..,59,0,60,0,60,..,857,74,931,5,939,..,21,0,27,0,27,..,31,0,30,0,32,..,83,3,88,0,88,..,29,0,29,0,29,..,23,0,23,0,23,..,12,0,12,0,17,..,24,4,22,0,22,..,9,0,9,0,9,..,231,12,237,0,237,..,242,22,262,0,266,..,38,0,38,0,38,..,0,0,0,0,0,..,35,16,49,0,49,..,427,51,476,0,479,..,13,0,13,0,13,..,25,0,26,0,26,..,76,12,86,0,86,..,86,12,99,0,101,..,96,11,108,0,108,..,5,0,5,0,5,..,49,4,47,0,47,..,32,0,31,0,31,..,33,3,35,0,39,..,55,0,55,0,55,..,7,0,10,0,10,..,130,3,135,0,133,..,237,15,255,0,259,..,14
POA2250,..,19,0,24,0,24,..,859,302,1161,10,1169,..,47,3,54,0,54,..,159,8,166,3,172,..,202,7,211,0,211,..,178,20,197,4,200,..,78,8,88,0,88,..,69,5,76,0,76,..,240,15,254,3,252,..,295,15,307,0,307,..,217,19,234,3,237,..,50,0,55,0,55,..,87,3,94,5,98,..,37,0,36,0,36,..,1075,64,1136,8,1144,..,185,18,206,0,206,..,157,17,175,0,174,..,10,4,17,0,17,..,338,133,470,0,470,..,13,0,13,0,13,..,309,31,330,7,341,..,102,15,114,0,115,..,105,4,112,0,110,..,142,10,149,0,157,..,236,23,252,0,252,..,16,4,20,0,20,..,35,5,40,0,40,..,232,0,234,7,239,..,97,10,102,0,107,..,350,15,366,0,369,..,93,7,103,0,99,..,771,33,808,12,816,..,422,28,450,4,453,..,72
POA2251,..,3,0,3,0,3,..,119,34,155,0,155,..,20,0,19,0,19,..,86,7,94,4,99,..,125,0,123,0,128,..,43,0,47,0,47,..,4,0,4,0,4,..,8,0,8,0,8,..,18,0,18,0,18,..,8,0,8,0,8,..,29,3,32,0,32,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,77,3,77,0,77,..,74,4,76,0,81,..,60,0,63,0,63,..,0,0,0,0,0,..,34,6,42,0,39,..,0,0,0,0,0,..,4,0,4,0,8,..,8,0,8,0,8,..,40,4,44,0,44,..,79,6,81,0,81,..,57,4,62,0,62,..,12,0,12,0,12,..,11,0,15,0,15,..,24,0,27,0,27,..,25,0,25,0,25,..,33,0,33,0,33,..,5,0,5,0,5,..,94,0,94,0,94,..,132,19,155,0,154,..,22
POA2256,..,3,0,3,0,3,..,185,100,286,0,291,..,11,0,11,0,11,..,35,0,35,0,36,..,52,4,58,0,61,..,23,6,32,0,32,..,8,3,8,0,8,..,6,0,5,0,5,..,21,4,19,0,19,..,11,0,13,0,16,..,17,5,22,0,22,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,83,10,94,0,91,..,30,3,35,0,35,..,38,3,42,0,42,..,4,7,10,0,10,..,24,10,29,0,30,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,17,5,19,0,19,..,35,3,36,0,42,..,34,3,43,0,43,..,0,0,0,0,0,..,3,0,3,0,3,..,26,0,26,0,26,..,16,0,16,0,16,..,51,0,50,0,50,..,21,6,27,0,27,..,112,3,118,0,119,..,119,13,132,0,132,..,6
