POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA2019,0,0,0,22,72,57,53,39,8,6,7,13,3,0,12,285,0,0,0,11,11,3,5,6,3,3,0,0,0,0,0,46,0,0,0,0,4,6,7,4,0,5,0,0,0,0,0,33,0,0,0,10,18,39,40,15,0,0,0,8,0,0,0,140,0,0,0,0,5,9,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,16,0,0,0,0,0,3,10,14,3,0,0,0,0,0,0,33,5,20,57,66,64,91,140,101,20,3,3,5,4,0,11,586,0,0,0,4,0,13,12,7,4,0,0,3,0,0,4,47,0,0,0,8,10,8,14,9,0,5,0,3,3,0,0,59,5,23,66,161,135,171,172,116,42,25,23,32,18,0,24,1018,11,84,297,441,540,720,1020,704,132,112,102,124,55,9,116,4461
POA2020,0,0,6,22,83,57,84,71,19,27,44,38,8,0,12,475,0,0,0,3,9,0,3,15,0,5,6,3,0,0,6,42,0,0,0,0,15,11,27,11,4,10,4,3,4,0,4,88,0,0,0,0,5,18,15,11,0,4,0,0,0,0,0,60,0,0,0,0,13,18,4,13,3,0,0,0,0,0,0,55,0,0,0,3,8,13,32,34,9,11,8,17,0,0,5,139,0,0,0,3,12,39,118,105,21,21,22,19,0,0,3,373,0,12,32,28,45,53,76,121,29,46,52,50,26,0,7,571,0,0,0,5,0,8,5,11,10,5,7,3,3,6,4,81,0,0,0,17,39,10,41,49,23,34,37,26,13,0,13,308,7,29,105,211,161,196,254,308,198,261,397,402,90,7,65,2704,21,123,367,507,806,1162,2137,2491,942,1079,1257,1246,413,56,311,12916
POA2021,0,0,5,0,13,6,16,9,4,3,11,5,0,0,0,90,0,6,0,0,20,0,3,0,0,4,0,3,0,0,0,41,0,0,0,3,8,6,4,7,0,3,0,7,0,0,3,45,0,3,5,21,32,32,38,15,5,5,3,11,3,0,0,181,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,13,0,0,0,0,9,10,28,15,4,5,0,5,4,3,0,80,17,33,110,108,158,171,269,144,48,47,43,63,42,4,29,1294,0,3,8,21,21,39,62,44,20,13,9,28,19,7,6,292,0,0,0,7,4,4,0,0,0,0,6,4,4,0,0,40,18,37,48,109,74,105,162,126,41,43,52,65,24,13,20,941,67,136,308,439,570,632,859,562,184,159,199,256,127,45,106,4648
POA2022,0,0,0,7,21,23,35,27,8,11,11,19,5,0,5,167,9,4,6,4,12,8,7,3,6,3,0,5,0,0,0,65,0,0,5,3,10,7,12,4,6,0,0,5,0,0,0,53,0,0,0,31,74,80,62,27,13,3,10,7,13,4,3,339,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,10,6,4,4,0,0,4,0,0,0,34,0,0,0,0,4,3,21,13,0,0,0,5,0,0,0,53,8,19,65,87,82,90,195,242,90,95,157,121,60,11,30,1333,4,0,3,13,10,20,39,21,10,9,11,17,7,7,9,176,0,0,0,13,3,3,0,6,0,10,0,0,0,0,0,55,29,78,73,171,173,141,193,210,105,164,182,205,81,11,31,1843,76,165,285,457,632,660,931,864,316,402,493,525,244,53,123,6216
POA2023,0,0,0,0,6,8,11,5,0,3,4,3,0,0,0,52,3,13,9,4,11,4,7,0,0,4,0,0,0,0,0,53,0,0,6,8,5,7,9,11,4,0,0,3,3,0,0,60,0,0,0,70,173,152,117,33,14,10,8,0,3,4,3,582,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,7,4,0,0,0,0,0,0,0,30,21,23,49,52,53,79,123,137,37,37,36,51,4,4,4,705,6,0,4,10,5,16,49,27,3,11,11,20,6,0,4,176,0,0,0,4,8,6,0,6,0,0,0,0,0,0,0,30,73,88,34,116,116,84,146,90,32,36,57,41,29,3,17,966,133,184,183,361,566,508,688,470,129,151,150,166,67,26,59,3855
POA2024,0,0,3,5,10,5,5,5,4,0,3,4,0,0,0,38,0,0,3,6,5,3,8,4,0,4,0,0,0,0,6,28,0,0,4,4,9,6,14,5,5,0,3,0,4,0,0,53,0,0,4,12,54,50,42,21,4,0,3,3,0,4,5,190,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,8,4,0,0,0,4,0,0,5,23,7,19,77,74,91,106,256,185,51,54,53,70,13,10,17,1078,0,0,3,7,10,20,42,27,17,16,15,13,10,6,0,184,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,16,7,35,73,97,79,92,137,152,40,41,38,41,10,4,41,897,28,127,279,321,423,418,704,562,157,162,154,182,72,26,141,3727
POA2025,0,0,4,0,0,7,13,3,6,0,6,9,5,0,0,55,3,6,3,0,3,0,0,4,0,0,0,0,0,0,3,26,0,0,3,4,8,15,4,5,4,0,0,0,4,0,0,52,0,0,0,21,44,54,25,17,6,3,0,6,5,0,16,204,0,0,0,5,5,4,5,0,0,0,0,0,0,0,0,18,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,21,0,0,0,0,0,5,8,0,0,4,0,0,0,0,0,21,22,23,42,58,51,63,101,63,16,20,27,17,3,0,25,539,0,0,8,4,11,17,34,22,3,7,8,3,10,4,0,125,0,0,0,3,5,0,7,5,0,0,0,0,0,0,0,23,21,23,37,45,39,48,67,77,18,10,26,23,13,5,37,483,68,87,144,230,302,314,390,301,75,74,110,98,41,19,133,2384
POA2026,0,0,0,11,25,24,24,33,9,6,13,9,6,0,3,168,9,11,15,4,28,9,22,24,4,0,3,3,0,0,4,139,0,16,11,14,11,6,12,13,0,4,0,0,8,0,0,102,0,3,14,81,250,353,244,95,22,17,25,29,7,0,12,1167,0,0,4,3,10,4,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,10,0,0,3,4,7,21,30,12,7,6,4,5,0,0,7,89,28,37,112,149,190,250,545,711,240,253,311,331,164,31,69,3420,0,0,11,22,41,57,132,148,50,44,54,105,37,9,9,720,0,0,0,8,12,4,0,0,5,0,0,0,0,0,0,42,43,116,153,394,333,353,514,643,282,320,420,591,219,27,75,4475,101,294,517,910,1242,1457,2178,2290,777,833,1046,1357,554,100,261,13916
POA2027,0,0,0,4,4,8,8,8,0,0,4,6,0,0,6,53,13,10,4,0,6,0,5,0,0,0,4,0,0,0,0,36,0,0,0,5,10,5,21,13,3,0,0,0,0,0,4,70,0,0,13,38,60,47,35,12,5,4,8,5,3,0,0,233,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,6,8,0,3,3,0,0,0,0,0,0,23,0,0,0,0,5,4,10,0,0,6,3,0,0,0,5,32,27,22,42,55,39,66,83,88,13,18,16,32,18,7,18,545,4,3,5,6,11,20,32,19,10,0,4,4,5,0,0,133,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,20,45,76,57,44,46,58,58,72,13,34,15,20,7,0,9,549,129,166,213,251,347,341,436,342,80,82,96,96,63,14,75,2746
POA2028,0,0,0,0,7,0,5,11,0,0,0,0,0,0,0,21,3,4,0,4,4,0,5,0,4,0,0,0,0,0,0,22,0,0,5,3,5,0,6,4,0,0,0,0,0,0,0,15,0,0,0,15,40,35,45,13,3,6,7,0,3,0,0,177,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,9,11,36,24,25,34,54,49,22,15,14,19,15,0,10,322,0,0,3,7,3,6,16,16,6,0,6,9,0,0,3,73,0,0,0,0,4,0,0,0,0,0,3,0,6,3,0,18,27,55,23,42,28,37,55,61,10,17,7,13,14,0,6,400,74,98,102,155,198,182,263,230,62,64,64,72,54,17,34,1664
POA2029,0,0,0,6,12,8,26,8,10,6,4,7,0,0,5,84,8,12,7,0,12,4,8,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,3,3,0,5,8,5,0,0,40,0,0,5,52,191,309,230,63,8,14,7,17,11,3,6,926,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,15,0,0,0,0,3,3,6,5,0,0,0,6,0,0,0,29,23,10,35,46,44,68,144,112,24,23,20,25,14,3,15,618,0,0,0,6,8,11,27,19,8,4,5,5,10,0,6,113,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,49,62,57,151,120,109,169,104,25,39,37,32,5,5,24,1003,109,163,198,349,558,662,801,476,100,125,130,133,76,28,91,3988
POA2030,0,0,0,5,8,3,19,13,9,0,0,12,3,0,0,80,15,10,4,4,16,0,3,7,0,0,0,4,0,0,5,63,0,3,3,10,8,0,6,8,0,0,0,3,0,0,0,50,0,3,9,89,297,488,332,69,14,6,10,12,19,0,14,1366,0,0,0,7,8,6,0,0,0,0,0,0,0,0,0,14,0,0,0,4,11,5,0,0,0,3,4,0,0,0,0,30,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,16,30,38,60,67,58,102,192,122,11,5,18,18,19,3,13,752,0,0,8,8,13,22,63,28,3,7,11,10,4,0,17,193,0,0,0,11,9,3,3,0,0,0,0,0,0,0,0,19,56,108,81,181,179,187,223,128,28,12,18,32,18,0,30,1280,146,267,338,532,824,1045,1129,558,98,60,101,118,96,17,107,5438
POA2031,0,0,4,27,50,28,62,55,18,13,16,16,6,0,10,325,3,5,3,11,28,16,22,8,3,5,4,5,4,0,17,140,0,0,6,14,11,18,34,19,11,6,0,4,5,0,5,131,0,4,7,33,111,154,154,34,3,5,11,4,4,8,44,576,0,0,0,11,15,11,15,7,0,0,0,0,0,0,0,60,0,0,0,0,9,11,12,6,0,3,4,6,0,0,0,51,0,0,0,5,14,14,29,33,13,4,4,8,0,4,4,140,12,54,183,168,229,303,605,570,171,164,185,242,76,13,63,3037,0,6,14,26,33,41,82,64,23,30,30,26,36,10,7,424,0,0,4,21,14,8,19,17,8,10,5,11,5,0,0,127,45,103,124,275,248,380,438,422,114,145,159,183,84,11,100,2831,107,360,658,883,1301,1534,2384,2051,570,615,748,913,427,99,365,13007
POA2032,0,0,3,9,30,29,46,48,8,7,25,26,16,3,3,259,3,0,3,6,28,8,0,4,3,0,0,3,0,0,0,64,0,0,6,8,9,12,19,13,4,4,8,3,0,4,0,85,0,0,0,7,19,29,39,7,12,7,0,4,0,0,0,122,0,0,0,3,6,6,0,5,0,0,5,3,4,0,0,49,0,0,0,5,17,15,21,4,5,0,0,3,4,0,0,79,0,0,0,3,11,21,44,21,13,3,0,14,4,0,0,145,4,12,55,37,49,61,108,73,17,15,18,19,11,0,12,483,0,0,3,3,6,6,26,16,0,3,5,14,7,0,4,96,0,3,0,36,17,8,12,19,7,15,5,17,7,0,0,145,14,48,86,143,138,124,155,131,46,64,121,126,59,15,23,1288,41,256,450,458,761,780,1079,781,278,357,534,752,289,59,144,7009
