POA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
POA2136,..,3,4,0,6,0,6,5,0,0,31,..,4,39,6,11,21,9,0,0,0,97,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,4,39,11,10,21,9,0,3,0,101,..,0,0,0,0,0,0,0,0,0,0,..,7,44,11,17,25,16,9,3,4,133,9,10,12,0,3,0,0,0,0,0,40,27,41,29,13,3,10,9,10,0,0,136,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,41,28,9,7,18,11,10,0,0,146,0,0,0,0,0,0,0,0,0,0,0,40,45,43,14,14,14,9,8,0,4,190,31,14,23,10,3,7,3,0,0,0,93,71,60,90,29,28,20,44,9,0,6,360,0,11,9,3,7,0,5,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,76,73
POA2137,..,19,46,12,12,10,21,0,0,3,124,..,13,65,27,14,22,24,14,10,4,198,..,0,0,0,0,3,5,3,4,0,22,..,0,0,0,0,0,0,0,0,0,5,..,13,68,29,18,23,33,20,12,7,228,..,0,0,0,0,0,0,0,0,0,0,..,29,115,37,29,33,54,21,18,14,354,29,57,15,3,6,0,9,0,0,0,122,42,69,72,37,53,55,61,28,5,11,434,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,42,69,72,37,56,56,62,28,5,11,444,0,0,0,0,0,0,0,0,0,0,0,77,121,85,41,57,55,72,31,5,10,574,120,36,69,24,16,25,35,4,3,9,333,203,201,278,66,75,74,90,26,10,16,1047,0,12,18,8,7,4,7,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,203,216
POA2138,..,10,29,4,6,22,14,11,10,3,101,..,12,64,31,35,22,40,20,5,6,235,..,0,0,0,4,12,18,9,11,0,54,..,0,0,0,0,0,0,0,0,0,5,..,12,63,36,38,33,58,35,13,6,292,..,0,0,0,0,0,0,0,0,0,3,..,20,95,42,44,50,75,39,27,11,399,43,26,19,6,10,16,8,0,5,0,132,51,75,175,75,119,95,103,46,4,8,745,0,0,12,0,9,14,27,0,0,0,61,0,0,0,0,0,0,0,0,0,0,3,55,75,183,76,122,108,126,45,7,5,806,0,0,0,0,0,0,0,0,0,0,0,95,100,201,86,126,127,133,46,11,11,937,123,57,113,35,35,22,25,13,8,10,439,373,714,942,267,245,252,271,87,32,28,3206,7,26,56,21,35,41,45,13,0,3,249,0,0,0,0,0,0,0,0,0,0,5,382,742
POA2140,..,7,27,16,16,12,23,4,0,9,120,..,26,178,81,56,107,124,29,19,8,623,..,0,0,0,9,6,23,25,16,8,88,..,0,0,0,0,0,4,0,0,0,3,..,29,179,81,62,111,154,48,37,17,713,..,0,0,0,0,0,0,0,0,0,7,..,33,207,93,78,124,173,57,41,21,840,29,45,18,10,8,18,14,11,0,7,165,69,166,153,75,197,313,308,88,9,20,1399,4,3,11,4,6,23,17,3,0,4,74,0,0,0,0,0,0,0,0,0,0,0,72,168,162,82,202,332,325,92,4,27,1471,0,0,0,0,0,0,0,0,0,3,6,108,213,182,94,209,352,340,104,9,41,1642,122,64,95,35,39,53,48,12,6,20,505,305,577,1062,421,483,563,576,144,37,54,4223,18,59,109,46,62,72,65,11,0,13,451,0,0,0,0,0,3,0,0,0,0,5,322,637
POA2141,..,10,31,3,5,9,9,0,0,7,84,..,19,95,32,31,30,44,4,3,9,277,..,0,8,0,9,12,18,13,6,15,79,..,0,0,0,0,0,0,0,0,0,0,..,19,105,36,39,41,65,17,11,24,359,..,0,0,0,0,0,0,0,0,0,0,..,32,137,44,46,51,74,17,15,28,438,24,42,18,9,8,14,17,7,0,5,139,132,243,208,89,195,351,296,92,0,34,1641,7,6,13,11,26,74,38,7,3,15,194,0,0,0,0,0,0,0,0,0,0,3,144,250,225,97,217,423,337,103,5,43,1835,0,0,0,0,0,0,3,0,0,5,7,170,295,235,106,230,437,351,105,5,50,1981,139,56,75,34,23,21,25,5,0,18,405,572,708,927,321,343,396,403,80,18,66,3830,54,194,260,101,151,168,137,22,4,51,1140,0,0,0,4,0,0,0,0,0,0,13,627,902
POA2142,..,9,34,6,11,15,14,6,0,10,114,..,28,131,52,61,67,68,25,4,9,445,..,0,0,3,6,14,14,17,5,8,57,..,0,0,0,0,4,3,4,0,0,14,..,28,131,57,62,82,92,39,12,15,511,..,0,0,0,0,0,0,0,0,0,3,..,41,165,64,69,101,103,49,11,26,623,29,30,19,7,10,31,21,6,0,3,156,101,175,182,83,212,513,357,144,3,26,1805,5,0,5,5,12,19,20,4,4,0,77,0,0,0,0,0,3,0,0,0,0,7,104,171,189,85,224,533,380,150,7,32,1887,0,0,0,0,0,5,0,0,0,3,12,131,202,207,96,234,570,409,158,7,35,2052,95,35,65,26,23,38,35,12,0,10,341,295,430,971,297,470,544,512,140,23,48,3721,17,91,131,40,33,58,55,19,0,13,462,0,0,0,0,0,0,0,0,0,0,0,312,519
POA2143,..,3,12,4,3,0,0,0,0,5,28,..,6,38,8,15,13,19,3,0,11,119,..,0,0,0,0,3,5,0,4,3,18,..,0,0,0,0,0,0,0,0,0,0,..,6,38,8,14,12,25,11,4,15,137,..,0,0,0,0,0,0,0,0,0,0,..,16,50,14,16,14,24,11,4,17,163,9,16,9,0,6,0,0,4,0,0,52,42,68,39,20,19,19,38,7,0,6,268,0,0,0,6,8,14,8,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,42,73,41,19,29,39,41,14,0,6,304,0,0,0,0,0,0,0,0,0,0,0,49,88,51,19,28,37,43,19,0,9,355,35,13,9,6,6,5,4,0,0,3,86,112,117,173,45,55,55,58,19,0,13,642,9,32,53,4,26,26,15,0,0,3,164,0,0,0,0,0,0,0,0,0,0,0,123,149
POA2144,..,22,27,7,15,9,13,7,3,8,96,..,56,241,69,85,108,110,25,11,37,746,..,0,11,5,5,14,36,18,12,6,114,..,0,0,0,0,5,0,6,0,0,6,..,57,253,82,93,129,146,50,21,46,872,..,0,0,0,0,0,0,0,0,9,8,..,73,283,86,108,143,155,55,23,53,978,27,31,13,3,13,34,22,7,0,4,153,181,299,248,120,386,895,743,219,13,80,3178,16,9,25,16,48,156,71,3,5,17,366,0,0,0,0,3,5,3,0,0,6,9,197,302,275,130,437,1053,817,225,21,101,3557,0,0,0,0,0,4,6,0,0,10,25,221,334,285,136,452,1089,837,231,21,118,3726,64,28,61,11,22,26,36,7,4,18,278,400,665,1136,422,621,899,856,164,24,89,5283,53,250,293,114,172,247,142,28,7,66,1374,3,3,3,0,3,4,0,0,0,3,15,463,914
POA2145,..,59,194,82,73,89,85,32,27,23,656,..,166,762,333,337,387,355,146,83,58,2632,..,0,3,4,9,31,67,36,49,8,222,..,0,0,0,0,8,16,11,0,3,31,..,171,770,336,351,431,435,192,134,72,2886,..,0,0,7,0,0,0,3,0,7,17,..,226,964,419,418,517,519,231,161,102,3561,138,137,46,14,16,26,34,13,0,10,441,317,623,404,156,186,347,438,162,17,47,2695,0,0,4,3,7,15,8,3,3,0,48,3,0,0,0,0,0,0,0,0,0,4,318,624,413,157,190,359,443,165,20,50,2746,0,0,0,0,0,3,0,0,0,8,7,459,761,459,166,211,387,479,183,21,72,3194,330,117,149,62,52,69,92,21,17,22,941,764,970,1964,724,969,1082,1074,314,92,97,8052,13,35,105,27,24,43,52,18,3,5,330,0,0,0,0,5,0,0,0,0,0,10,776,1009
POA2146,..,14,35,19,12,13,13,9,0,3,123,..,33,139,45,36,47,40,9,0,4,351,..,0,0,0,0,3,14,0,0,0,24,..,0,0,0,0,0,0,3,0,0,6,..,33,139,44,36,49,60,15,0,13,381,..,0,0,0,0,0,0,0,0,3,3,..,47,173,60,44,61,71,27,0,16,506,34,55,15,5,6,3,10,3,0,0,129,62,157,97,26,41,65,110,37,4,5,600,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,62,157,97,26,37,65,111,37,5,9,608,0,0,0,0,0,0,0,0,0,0,0,97,214,110,28,45,67,119,40,5,13,737,65,17,37,11,18,15,24,10,0,12,211,164,232,462,132,164,236,197,48,6,21,1652,0,13,28,3,3,8,10,3,0,0,67,0,0,0,0,0,0,0,0,0,0,4,164,245
POA2147,..,23,95,18,17,18,18,11,0,9,209,..,43,117,58,56,43,44,18,5,13,396,..,0,3,0,6,8,3,3,4,0,27,..,0,0,0,0,0,0,0,0,0,6,..,43,120,58,61,56,45,21,4,15,425,..,0,0,0,0,0,0,0,0,0,0,..,64,222,77,77,71,65,30,5,27,631,55,90,47,3,9,10,11,5,0,5,237,114,219,91,55,55,83,124,36,0,13,784,0,0,0,0,0,7,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,115,216,85,58,59,83,126,42,0,13,804,0,0,0,0,0,0,0,0,0,0,0,168,309,141,57,65,99,139,40,4,17,1039,179,58,72,15,26,29,13,5,0,11,412,232,288,455,138,128,186,221,39,9,24,1726,5,13,35,7,13,9,8,5,0,0,104,0,0,0,0,0,0,0,0,0,6,9,238,302
POA2148,..,33,128,39,37,32,36,11,5,14,336,..,96,306,150,130,137,131,24,17,27,1016,..,0,11,3,6,11,27,8,6,13,89,..,0,0,0,0,3,6,3,0,5,13,..,96,319,152,135,156,156,34,27,45,1117,..,0,0,0,0,0,0,4,0,0,5,..,128,448,193,173,184,193,46,31,60,1456,149,173,83,20,23,21,32,12,4,10,533,182,538,407,168,240,436,523,158,12,45,2711,5,6,5,4,11,16,22,3,0,3,80,0,0,0,0,0,0,0,0,0,0,8,187,548,411,174,252,451,548,160,15,48,2793,0,0,0,0,0,0,0,0,0,5,9,335,723,494,195,270,479,578,175,20,68,3335,323,98,132,42,30,37,33,8,0,24,722,660,900,1519,463,592,762,776,156,33,86,5941,9,38,75,45,48,63,65,11,11,6,373,0,0,0,0,0,0,0,0,0,0,10,676,935
POA2150,..,13,69,51,64,59,72,28,19,12,388,..,48,330,177,256,247,308,114,45,34,1564,..,0,0,5,15,24,55,27,31,10,179,..,0,0,0,0,5,13,13,11,0,45,..,48,327,189,278,285,369,155,91,46,1788,..,0,0,0,0,0,0,5,4,0,15,..,60,403,235,344,345,445,191,114,63,2196,28,42,41,21,15,45,44,31,7,5,266,78,150,203,132,274,579,600,226,6,36,2277,5,0,14,4,13,19,12,7,5,0,72,0,0,0,0,0,4,0,0,0,0,3,78,147,215,134,287,602,615,228,11,36,2358,0,0,0,0,0,0,0,0,0,0,5,105,192,258,152,301,642,660,264,17,42,2623,209,80,170,69,82,100,110,43,11,16,891,360,566,1564,736,975,1270,1361,393,109,84,7415,12,35,67,31,40,60,51,12,6,6,330,0,0,0,0,0,0,0,4,0,0,6,365,598
POA2151,..,9,61,21,14,10,22,4,0,0,140,..,14,124,51,40,58,42,20,4,11,359,..,0,0,3,0,6,4,7,0,0,26,..,0,0,0,0,0,3,0,0,0,4,..,14,124,51,44,60,50,26,15,11,396,..,0,0,0,0,0,0,0,0,3,0,..,27,188,69,53,73,70,31,14,14,538,37,56,21,11,0,10,7,0,3,3,142,73,115,121,17,29,42,31,13,0,7,457,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,73,118,124,21,29,46,35,20,0,7,466,0,0,0,0,0,0,0,0,0,0,0,102,169,144,30,29,58,41,20,9,13,611,107,38,58,14,13,9,26,3,5,10,283,169,200,259,76,97,113,80,27,4,19,1041,3,4,19,5,3,5,9,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,174,208
POA2152,..,3,28,8,17,5,6,8,0,0,60,..,13,45,14,6,8,17,0,0,0,106,..,0,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,12,45,14,6,8,16,0,0,0,112,..,0,0,0,0,0,0,0,0,0,0,..,11,70,21,23,14,22,9,0,7,177,18,14,9,3,0,4,0,0,0,0,49,27,51,26,6,7,4,12,9,0,0,136,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,51,26,6,4,4,13,9,0,0,138,0,0,0,0,0,0,0,0,0,0,0,46,63,34,4,10,8,16,4,0,0,189,64,23,29,5,7,5,5,0,5,0,134,97,74,127,38,34,53,30,11,0,3,465,3,0,3,0,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,96,79
POA2153,..,54,177,48,40,54,48,36,19,21,493,..,76,352,106,129,114,104,41,27,24,964,..,0,4,0,4,4,12,8,16,3,58,..,0,0,0,0,0,4,0,0,0,3,..,78,354,103,131,117,117,54,42,27,1026,..,0,0,0,0,0,0,0,0,6,5,..,136,537,148,169,170,165,90,60,48,1526,131,161,42,12,17,32,40,39,4,5,496,189,307,159,27,45,40,68,25,8,12,874,0,0,4,0,4,5,6,0,0,3,18,0,0,0,0,0,0,0,0,0,0,3,189,310,162,27,49,46,68,25,6,21,898,0,0,0,0,0,0,0,0,0,0,4,319,473,208,40,64,73,111,70,15,29,1400,254,74,101,28,31,27,31,14,3,15,579,466,469,493,98,133,118,117,49,21,30,1990,6,22,38,8,9,9,5,6,3,4,109,0,0,0,0,0,0,0,0,0,0,3,467,490
POA2154,..,39,116,41,22,30,54,16,10,8,333,..,65,271,106,95,110,101,47,31,22,849,..,0,3,4,5,5,7,4,5,0,40,..,0,0,0,0,0,0,3,0,0,0,..,65,269,111,98,117,104,57,37,23,886,..,0,0,0,0,0,0,0,0,3,5,..,103,392,154,129,141,156,65,47,34,1226,129,141,73,13,4,12,11,7,0,7,397,118,266,164,40,50,43,50,12,7,8,756,0,3,7,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,118,269,165,40,50,48,54,11,7,8,772,0,0,0,0,0,0,0,0,0,0,0,244,416,235,55,53,58,61,20,7,17,1165,164,50,62,19,10,7,10,5,8,0,346,287,295,216,63,57,55,62,18,8,11,1080,0,16,24,7,3,6,8,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,290,315
POA2155,..,83,283,108,130,114,81,33,20,23,873,..,119,450,183,188,160,123,71,18,43,1352,..,0,5,0,4,5,8,17,18,4,62,..,0,0,0,0,0,3,0,0,0,8,..,119,456,186,190,160,139,91,38,51,1428,..,0,0,0,0,0,0,0,0,0,4,..,204,740,295,328,279,215,122,54,72,2299,210,403,174,26,33,23,30,10,4,15,948,296,554,311,68,59,59,62,26,8,17,1456,4,6,5,9,0,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,299,561,314,76,58,64,62,23,8,18,1482,0,0,0,0,0,0,0,0,0,0,6,512,966,490,108,92,93,93,36,13,34,2427,462,143,137,42,56,37,25,7,0,15,914,753,762,713,159,185,149,149,45,17,28,2953,0,39,54,17,11,9,14,7,4,4,155,0,3,3,0,0,0,0,0,0,0,6,758,801
POA2156,..,5,30,6,9,0,5,0,5,0,61,..,3,9,6,4,10,9,0,0,0,37,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,9,6,4,10,9,0,0,0,37,..,0,0,0,0,0,0,0,0,0,0,..,8,38,11,12,13,8,3,5,4,98,46,42,12,0,0,0,3,0,0,0,108,4,17,14,0,5,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,14,0,5,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,50,55,30,0,7,0,3,3,0,0,150,39,8,9,3,0,0,4,0,3,0,65,27,33,10,5,0,3,3,7,0,5,90,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,29
POA2157,..,3,6,0,3,0,0,4,0,0,17,..,0,0,0,0,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,6,0,3,4,4,4,0,0,21,7,8,5,0,0,6,0,0,0,0,26,5,5,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,11,7,0,0,6,0,0,0,0,33,12,7,3,0,0,0,0,0,0,0,20,5,5,7,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5
POA2158,..,5,19,5,8,8,0,0,0,3,48,..,20,39,11,5,3,7,0,0,0,88,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,20,39,10,9,4,5,0,0,0,96,..,0,0,0,0,0,0,0,0,0,0,..,23,59,14,17,11,4,4,4,5,137,22,33,28,3,0,0,0,0,0,3,91,19,44,21,4,5,0,3,0,0,0,102,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,44,27,4,5,0,3,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,46,78,51,8,8,4,3,0,0,3,198,25,4,12,3,0,0,0,0,0,0,46,39,28,21,6,3,3,7,5,0,6,116,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,39,39
POA2159,..,0,4,7,0,0,3,3,3,0,20,..,0,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,11,7,0,0,7,3,3,0,33,9,14,3,0,0,0,0,0,0,0,29,0,0,3,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,14,3,0,0,0,0,0,0,0,41,21,7,3,0,0,0,0,0,0,0,34,0,4,8,5,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2160,..,8,38,11,12,11,10,0,0,7,100,..,25,166,69,87,77,66,46,3,24,564,..,0,6,8,12,13,26,21,9,8,93,..,0,0,0,0,0,0,4,5,0,5,..,25,169,75,94,85,93,68,22,30,667,..,0,0,0,0,0,0,0,0,6,8,..,31,211,88,105,101,106,74,21,34,773,44,55,28,5,11,15,20,8,0,3,195,157,238,242,96,158,251,220,75,17,25,1471,5,11,12,7,21,20,27,12,8,5,120,0,0,0,0,0,0,0,0,0,0,5,164,249,252,109,177,271,245,80,26,29,1592,0,0,0,0,0,0,0,0,0,0,0,206,303,280,116,186,284,268,88,29,34,1790,131,44,73,21,14,26,12,8,5,10,353,475,631,929,227,240,314,292,82,17,47,3258,11,132,178,52,55,56,53,27,10,18,598,0,0,3,0,0,0,0,0,0,0,8,495,763
POA2161,..,8,25,8,10,8,11,4,3,5,79,..,29,141,67,56,38,62,20,4,19,432,..,0,0,4,3,12,19,11,13,3,67,..,0,0,0,0,3,0,0,0,0,8,..,31,138,68,63,52,85,34,22,19,507,..,0,0,0,0,0,0,0,0,0,0,..,38,166,80,70,55,96,37,20,30,587,45,50,12,4,0,5,5,3,6,6,138,159,241,247,60,70,115,141,42,5,14,1100,0,6,12,3,20,15,16,4,8,6,89,0,0,0,0,0,0,0,0,0,0,5,162,243,255,65,89,131,157,43,13,25,1190,0,0,0,0,0,0,0,0,0,6,7,205,290,267,73,96,140,169,50,14,35,1341,111,40,49,6,15,12,15,3,4,9,263,399,518,637,155,156,190,166,38,12,45,2312,14,105,146,35,48,47,39,17,6,13,465,0,0,0,0,0,0,0,0,0,4,3,411,621
POA2162,..,3,13,3,4,0,5,0,0,0,27,..,25,106,27,33,26,27,9,0,14,264,..,0,3,0,0,13,7,3,0,6,36,..,0,0,0,0,0,0,0,0,3,0,..,27,110,27,37,39,34,9,8,21,304,..,0,0,0,0,0,0,0,0,0,0,..,29,124,30,43,40,39,9,8,24,335,11,22,13,0,0,0,9,0,0,0,53,75,123,151,40,52,52,43,20,4,13,564,4,0,14,3,3,12,11,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,75,122,165,44,55,68,53,25,5,17,624,0,0,0,0,0,0,0,0,0,4,4,91,142,174,44,59,68,62,25,5,16,680,54,18,20,6,6,6,10,0,0,5,118,174,193,255,46,51,45,44,19,0,20,836,8,55,61,21,28,25,21,4,10,3,232,0,0,0,0,0,0,0,0,0,0,0,179,248
POA2163,..,0,12,3,4,3,7,0,0,0,28,..,14,32,16,3,14,17,3,0,7,102,..,0,0,4,0,0,10,6,6,3,24,..,0,0,0,0,0,0,0,0,0,0,..,14,35,18,8,17,27,7,6,9,133,..,0,0,0,0,0,0,0,0,0,0,..,14,44,23,8,21,34,7,6,10,158,14,12,5,0,3,7,5,0,0,0,44,22,65,70,36,23,33,28,13,0,7,302,0,0,0,0,0,4,4,6,0,4,20,0,0,0,0,0,0,0,0,0,0,0,22,65,70,35,24,40,30,16,0,10,321,0,0,0,0,0,0,0,0,0,36,36,44,81,80,38,24,47,36,16,0,41,409,35,5,15,3,0,4,5,0,0,0,71,106,126,139,38,25,28,32,4,3,9,516,3,21,47,5,12,12,9,12,0,0,135,0,0,0,0,0,0,0,0,0,0,0,112,145
