POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2779,..,456,456,600,34,628,319,5,327,292,3,294,131,0,131,56,0,56,1396,494,1896
POA2780,..,2327,2327,2013,207,2219,650,33,686,528,6,531,174,3,180,87,0,87,3449,2583,6040
POA2782,..,728,728,968,72,1037,338,3,338,297,0,298,122,0,122,48,0,48,1772,807,2576
POA2783,..,334,334,334,26,356,177,4,182,132,0,138,56,0,56,26,0,26,721,357,1083
POA2784,..,127,127,174,8,186,69,0,74,74,0,74,24,0,24,19,0,19,358,139,499
POA2785,..,763,763,817,55,867,277,11,289,164,6,168,59,0,63,23,0,23,1340,831,2168
POA2786,..,206,206,190,20,206,58,6,60,43,0,43,18,0,18,8,0,8,311,224,541
POA2787,..,527,527,666,33,703,186,5,194,177,0,177,85,0,85,46,0,46,1159,573,1731
POA2790,..,2211,2211,2076,135,2211,715,18,733,682,6,684,271,0,271,146,0,144,3887,2366,6254
POA2791,..,50,50,48,0,48,13,0,13,14,0,14,4,0,4,7,0,7,80,50,131
POA2792,..,41,41,67,4,75,17,0,17,12,0,12,12,0,12,0,0,0,110,46,156
POA2793,..,129,129,171,7,185,44,3,52,25,0,25,22,0,22,9,0,9,279,143,420
POA2794,..,1406,1406,1438,87,1526,523,4,533,430,0,430,214,0,214,110,0,111,2716,1510,4226
POA2795,..,4497,4497,5332,407,5742,2296,93,2388,2214,25,2238,1032,11,1050,507,0,505,11381,5038,16417
POA2797,..,33,33,68,6,69,25,0,25,25,0,25,10,0,10,3,0,3,121,38,159
POA2798,..,128,128,270,12,276,125,0,125,102,0,102,70,0,70,28,0,28,598,143,734
POA2799,..,447,447,531,23,560,214,4,218,199,0,199,111,0,110,58,0,58,1111,477,1591
POA2800,..,4909,4909,5558,369,5932,2447,99,2544,2462,41,2505,1285,13,1298,560,4,569,12325,5433,17761
POA2803,..,30,30,53,0,52,13,0,13,14,0,14,3,0,3,0,0,0,87,32,118
POA2804,..,323,323,393,32,424,133,0,133,100,0,100,62,0,62,32,0,32,717,352,1074
POA2805,..,51,51,57,8,60,18,0,21,21,0,19,6,0,6,8,0,8,109,56,164
POA2806,..,89,89,132,3,138,35,0,35,35,0,35,12,0,12,8,0,8,223,96,315
POA2807,..,66,66,71,7,77,26,0,26,14,0,14,3,0,3,4,0,4,117,80,193
POA2808,..,33,33,39,7,41,10,0,10,3,0,9,5,0,5,0,0,0,54,37,91
POA2809,..,25,25,35,0,35,9,0,9,11,0,11,5,0,5,0,0,0,57,25,84
POA2810,..,456,456,491,26,516,143,0,145,117,0,117,53,0,53,33,0,33,831,481,1320
POA2817,..,43,43,52,0,55,11,0,11,16,0,16,10,0,10,0,0,0,90,41,136
POA2818,..,75,75,113,3,111,44,0,44,32,0,32,22,0,22,16,0,16,222,79,300
POA2820,..,805,805,778,66,848,305,9,310,237,0,240,141,3,142,90,3,95,1556,890,2441
POA2821,..,471,471,533,33,567,220,9,228,213,0,213,121,0,121,64,0,64,1159,509,1664
POA2822,..,41,41,46,3,45,20,0,20,20,0,20,7,0,7,11,0,11,102,46,147
POA2823,..,167,167,140,8,146,59,0,59,64,0,59,27,0,27,17,0,17,306,176,473
POA2824,..,266,266,267,20,285,78,0,78,80,0,80,49,0,49,18,0,18,499,284,782
POA2825,..,260,260,270,17,287,104,0,108,108,0,108,49,0,49,33,0,33,566,280,849
POA2826,..,20,20,18,0,18,11,0,11,5,0,5,4,0,4,3,0,3,43,21,65
POA2827,..,413,413,504,27,528,177,5,180,132,0,130,86,0,86,31,0,31,932,438,1372
POA2828,..,108,108,95,3,99,33,0,33,22,0,22,19,0,19,10,0,10,188,110,291
POA2829,..,323,323,315,36,353,143,6,147,93,0,93,69,0,69,39,0,39,665,363,1024
POA2830,..,4250,4250,4866,400,5271,2416,99,2517,2193,30,2224,1111,11,1123,569,9,578,11154,4804,15961
POA2831,..,133,133,194,5,200,98,0,98,87,0,87,40,0,40,36,0,36,446,140,591
POA2832,..,193,193,168,16,187,63,0,63,62,0,62,25,0,25,30,0,30,352,211,564
POA2833,..,57,57,63,9,71,19,0,19,16,0,16,13,3,13,9,0,9,123,69,192
POA2834,..,328,328,223,24,254,73,3,77,37,0,37,23,0,23,20,0,20,385,355,743
POA2835,..,438,438,413,22,438,156,3,161,160,0,161,72,0,72,44,0,44,847,469,1314
POA2836,..,114,114,62,4,66,27,0,27,26,0,26,19,0,19,24,0,24,156,118,271
POA2838,..,28,28,25,6,28,6,0,6,6,0,6,14,0,14,0,0,0,48,29,80
POA2839,..,138,138,110,8,122,38,0,36,34,0,37,13,0,11,23,0,23,217,154,371
POA2840,..,248,248,221,9,226,118,6,124,85,0,91,62,0,62,39,0,39,529,261,787
POA2842,..,102,102,81,14,89,26,0,26,30,0,30,25,0,25,13,0,13,170,110,275
POA2843,..,132,132,149,9,159,42,0,42,47,0,44,28,0,28,18,0,18,281,143,424
POA2844,..,177,177,197,6,209,52,0,55,42,0,42,30,0,30,17,0,17,340,188,523
POA2845,..,198,198,222,15,243,120,3,124,99,0,106,47,0,47,33,0,33,528,218,744
POA2846,..,45,45,44,0,41,8,0,8,3,0,3,6,0,6,0,0,0,62,50,108
POA2847,..,296,296,329,13,350,128,0,128,93,0,93,54,0,54,26,0,26,631,317,949
POA2848,..,328,328,231,18,253,60,0,60,38,0,38,26,0,26,11,0,11,363,350,714
POA2849,..,204,204,235,16,250,81,0,77,66,0,66,24,0,24,14,0,14,420,222,640
POA2850,..,1854,1854,2339,183,2518,970,30,1001,941,7,949,500,0,505,214,0,214,4962,2072,7033
POA2852,..,389,389,467,22,492,172,5,171,176,0,176,97,0,97,54,0,54,966,413,1377
POA2864,..,73,73,124,11,134,36,0,32,33,0,33,26,0,26,9,0,9,225,81,306
POA2865,..,92,92,118,4,126,46,0,46,44,0,44,25,0,25,13,0,13,249,100,349
POA2866,..,319,319,364,11,376,168,0,167,132,0,132,87,0,87,49,0,49,800,330,1124
POA2867,..,51,51,75,5,77,34,0,34,23,0,23,16,0,16,11,0,11,166,55,222
POA2868,..,52,52,81,3,87,20,0,20,27,0,27,20,0,20,5,0,5,149,55,209
POA2869,..,194,194,193,19,210,72,0,72,54,0,54,31,0,31,13,0,13,365,204,571
POA2870,..,1374,1374,1433,89,1526,599,19,612,541,4,549,318,3,324,150,0,150,3045,1487,4533
POA2871,..,1082,1082,1190,78,1267,388,7,398,365,0,365,218,0,218,113,0,113,2279,1161,3434
POA2873,..,77,77,80,8,92,21,0,21,24,0,24,13,0,13,4,0,4,142,82,223
POA2874,..,50,50,40,0,42,16,0,16,17,0,17,4,0,4,0,0,0,80,52,133
POA2875,..,97,97,118,3,126,40,0,40,25,0,25,18,0,18,9,0,9,207,105,313
POA2876,..,35,35,53,3,60,16,0,16,19,0,19,14,0,14,7,0,7,119,38,155
POA2877,..,394,394,407,19,422,168,3,175,132,0,135,100,0,100,51,0,51,851,416,1275
POA2878,..,32,32,36,0,36,14,0,14,16,0,16,0,0,0,0,0,0,63,32,98
POA2879,..,99,99,77,9,82,22,0,22,15,0,17,4,0,5,12,0,12,129,107,234
POA2880,..,2742,2742,2418,142,2570,943,20,963,752,0,748,295,4,299,148,0,148,4563,2910,7467
POA2898,..,52,52,60,6,63,20,0,25,19,0,19,3,0,3,3,0,3,109,55,161
POA3000,..,10393,10393,5640,2887,8524,1352,674,2026,444,212,656,76,44,118,27,11,39,7534,14211,21750
POA3002,..,1035,1035,913,106,1019,156,35,190,80,22,101,38,4,38,10,0,7,1195,1202,2396
POA3003,..,1504,1504,1257,336,1591,356,119,476,187,36,223,29,14,40,8,7,16,1836,2015,3853
POA3004,..,2566,2566,2061,319,2382,447,64,511,218,10,227,35,0,33,10,0,9,2773,2958,5728
POA3006,..,5113,5113,3888,1145,5033,966,312,1280,361,55,414,54,3,59,14,3,19,5284,6643,11920
POA3008,..,2973,2973,2721,538,3255,808,91,899,290,43,337,49,13,65,15,0,11,3880,3665,7540
POA3011,..,3300,3300,2849,533,3382,1209,265,1469,888,78,962,225,30,251,75,10,81,5246,4206,9450
POA3012,..,3051,3051,2943,461,3405,1674,177,1855,1499,70,1568,441,31,471,186,15,204,6744,3807,10550
POA3013,..,1543,1543,1828,222,2051,916,76,992,1114,14,1123,289,5,296,56,5,62,4199,1859,6060
POA3015,..,1591,1591,2015,153,2167,1161,43,1212,1405,19,1423,388,4,396,101,0,103,5081,1818,6897
POA3016,..,1631,1631,1865,84,1949,930,15,942,1127,3,1131,386,0,388,79,0,79,4387,1733,6118
POA3018,..,1709,1709,1815,113,1931,840,12,847,781,7,786,233,0,235,81,0,79,3755,1839,5591
POA3019,..,876,876,857,148,1008,576,52,622,430,36,464,248,15,259,166,13,176,2271,1145,3412
POA3020,..,3703,3703,3973,468,4438,2497,189,2689,2338,112,2451,1023,60,1081,802,39,848,10637,4568,15211
POA3021,..,3911,3911,4780,411,5200,3168,203,3375,2760,113,2870,1357,43,1398,1166,14,1181,13235,4701,17935
POA3022,..,366,366,308,34,344,174,10,184,137,8,140,55,3,61,50,0,48,722,420,1143
POA3023,..,3009,3009,4381,297,4678,3733,90,3829,4691,38,4736,2088,13,2095,1342,8,1352,16242,3457,19696
POA3024,..,1454,1454,2432,240,2676,2431,47,2479,2335,22,2358,884,8,892,641,3,646,8729,1764,10489
POA3025,..,1255,1255,1379,98,1472,768,18,784,693,6,710,285,3,287,183,0,182,3313,1385,4697
POA3026,..,243,243,395,30,421,440,9,451,681,10,686,313,8,325,234,5,239,2061,302,2368
POA3027,..,321,321,598,66,664,650,41,691,685,32,719,236,11,251,171,10,179,2339,484,2823
POA3028,..,2663,2663,3103,268,3372,1890,65,1952,1666,30,1696,563,13,574,269,5,275,7483,3035,10524
POA3029,..,5122,5122,7966,695,8666,8010,295,8306,8884,221,9107,3777,110,3889,2840,49,2890,31480,6493,37971
POA3030,..,6786,6786,9447,777,10226,7796,203,8002,8653,92,8740,3157,34,3195,1744,18,1764,30796,7914,38707
POA3031,..,2967,2967,2279,378,2664,924,182,1103,741,60,803,211,8,221,82,0,83,4241,3603,7842
POA3032,..,3667,3667,3547,502,4048,1778,168,1943,1629,56,1687,525,20,542,187,9,199,7663,4416,12080
POA3033,..,1107,1107,1744,84,1829,974,17,998,1051,0,1058,357,0,357,107,0,104,4235,1215,5447
POA3034,..,1044,1044,1427,66,1499,769,15,780,755,3,756,293,6,295,115,0,115,3357,1138,4491
POA3036,..,442,442,697,17,716,351,0,353,435,0,436,148,0,148,60,0,60,1695,464,2156
POA3037,..,2335,2335,3644,180,3821,3022,36,3059,3986,15,4003,1735,8,1744,837,0,838,13221,2575,15793
POA3038,..,1357,1357,2736,100,2835,1747,16,1761,1897,7,1900,739,5,742,333,0,332,7446,1490,8933
POA3039,..,2364,2364,2030,225,2250,853,93,947,877,48,925,293,10,300,76,5,77,4128,2733,6862
POA3040,..,3164,3164,2841,277,3116,1497,80,1582,1747,23,1770,665,7,670,152,4,166,6904,3561,10466
POA3041,..,1202,1202,1345,84,1430,715,15,736,980,11,993,365,0,367,88,0,88,3499,1320,4811
POA3042,..,1848,1848,2013,123,2135,1112,27,1144,1092,10,1102,337,4,347,96,5,96,4654,2017,6668
POA3043,..,1819,1819,2120,121,2237,1162,14,1179,1051,5,1057,387,6,390,175,4,179,4899,1961,6857
POA3044,..,2822,2822,3133,339,3473,1776,94,1871,1983,36,2021,572,8,585,157,4,161,7622,3306,10928
POA3045,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,..,3646,3646,3892,357,4255,2161,122,2284,1998,78,2080,766,47,809,442,26,467,9267,4275,13545
POA3047,..,1520,1520,1512,164,1675,1022,83,1103,958,53,1013,614,15,624,590,11,598,4692,1840,6533
POA3048,..,878,878,1223,105,1335,996,22,1018,906,16,924,561,13,577,549,4,551,4250,1034,5283
POA3049,..,808,808,1084,53,1134,605,7,610,653,0,649,214,3,215,109,0,109,2661,872,3535
POA3051,..,2600,2600,1813,499,2310,626,189,817,463,79,548,128,22,147,70,3,77,3094,3395,6486
POA3052,..,776,776,609,178,787,218,74,292,136,47,184,43,31,74,19,13,32,1025,1120,2148
POA3053,..,3139,3139,1734,835,2567,441,268,705,230,119,345,60,27,87,57,18,77,2521,4403,6915
POA3054,..,980,980,1112,209,1320,415,212,628,320,90,409,85,25,108,18,3,22,1937,1524,3461
POA3055,..,2524,2524,1778,347,2120,752,156,911,697,103,799,176,20,197,55,4,60,3461,3151,6612
POA3056,..,3784,3784,3276,750,4021,1235,495,1730,939,241,1181,213,51,263,63,13,71,5717,5337,11056
POA3057,..,2460,2460,1920,452,2373,616,237,854,438,92,532,99,10,107,24,5,31,3093,3263,6351
POA3058,..,3346,3346,3803,522,4323,2063,374,2439,2127,151,2280,595,49,648,249,12,262,8840,4464,13302
POA3059,..,585,585,1674,45,1713,1312,3,1316,1579,3,1585,761,0,761,387,0,387,5710,635,6346
POA3060,..,1150,1150,1194,97,1294,690,38,728,695,45,739,441,22,459,324,7,330,3338,1363,4704
POA3061,..,424,424,386,22,404,209,3,212,219,6,223,150,6,152,172,0,172,1134,460,1594
POA3062,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,..,21,21,53,0,54,20,0,15,43,0,43,18,0,18,12,0,12,144,24,169
POA3064,..,4015,4015,6468,464,6934,6519,128,6647,7821,72,7891,3951,30,3981,3040,17,3055,27800,4735,32529
POA3065,..,1747,1747,1451,261,1710,413,182,602,280,76,352,83,30,111,37,8,45,2258,2306,4565
POA3066,..,1914,1914,1468,306,1770,337,139,477,188,41,228,57,3,57,41,0,41,2093,2396,4489
POA3067,..,1796,1796,1393,320,1717,404,133,542,229,34,263,58,9,69,22,4,22,2108,2294,4403
POA3068,..,2618,2618,2429,430,2863,937,315,1250,937,132,1069,257,31,294,51,3,55,4616,3532,8148
POA3070,..,3103,3103,2858,441,3297,1385,324,1704,1490,127,1619,386,28,414,96,7,101,6207,4034,10237
POA3071,..,2691,2691,2230,322,2556,1071,172,1239,1063,77,1138,268,21,292,79,10,80,4712,3280,7996
POA3072,..,4053,4053,3892,659,4547,1965,289,2254,1817,124,1945,554,37,593,232,21,253,8461,5178,13645
POA3073,..,6233,6233,5929,688,6614,3047,202,3244,2654,108,2765,874,36,911,462,23,484,12966,7292,20261
POA3074,..,1786,1786,2227,132,2357,1280,51,1336,1007,28,1034,476,9,486,340,9,351,5333,2015,7347
POA3075,..,1706,1706,2249,167,2413,1344,46,1388,1302,27,1327,623,7,634,420,8,429,5942,1966,7905
POA3076,..,1975,1975,2710,191,2902,2005,60,2063,2239,24,2259,940,8,948,544,5,549,8439,2262,10704
POA3078,..,1698,1698,1351,144,1496,646,95,741,726,34,760,230,10,243,45,4,48,3004,1985,4987
POA3079,..,1829,1829,2019,124,2144,1016,53,1069,1120,22,1144,364,5,373,78,0,78,4598,2036,6641
POA3081,..,1753,1753,1588,255,1839,850,85,928,637,39,676,184,11,192,170,5,174,3417,2147,5570
POA3082,..,1890,1890,2979,185,3166,2003,51,2051,1886,18,1909,713,8,725,314,0,313,7903,2160,10057
POA3083,..,2684,2684,3294,357,3655,1874,184,2055,1803,118,1918,656,62,716,291,32,323,7922,3434,11354
POA3084,..,2508,2508,3087,188,3277,1511,56,1568,1907,16,1930,657,4,661,166,3,173,7335,2777,10112
POA3085,..,1262,1262,1519,82,1598,890,30,918,1006,7,1010,297,0,293,80,0,80,3785,1386,5172
POA3087,..,806,806,1105,64,1165,570,26,592,653,11,670,159,3,168,73,5,74,2566,915,3478
POA3088,..,2192,2192,3209,127,3339,1675,19,1691,2044,5,2050,607,7,617,156,4,157,7683,2358,10049
POA3089,..,608,608,1230,31,1259,794,5,798,993,0,988,384,0,388,116,0,116,3511,643,4158
POA3090,..,72,72,188,6,193,136,3,138,210,0,210,108,0,108,26,0,26,664,75,740
POA3091,..,48,48,154,0,152,84,0,84,115,0,115,59,0,59,27,0,27,436,51,485
POA3093,..,381,381,498,15,512,191,0,193,250,0,249,104,0,104,26,0,32,1064,398,1468
POA3094,..,827,827,1189,46,1232,537,4,544,662,4,667,221,3,223,52,0,52,2667,883,3543
POA3095,..,1482,1482,3052,62,3113,1725,10,1735,2245,7,2254,833,0,833,214,0,219,8071,1564,9631
POA3096,..,76,76,179,4,189,124,0,124,127,0,127,65,0,65,24,0,24,520,82,609
POA3097,..,54,54,161,11,168,55,0,55,99,0,99,51,0,51,22,0,31,386,68,456
POA3099,..,281,281,555,21,572,292,4,291,330,0,334,164,0,164,54,0,54,1393,305,1702
POA3101,..,2361,2361,2704,262,2966,1380,110,1496,1396,69,1454,579,28,606,173,11,185,6233,2840,9069
POA3102,..,468,468,666,67,735,374,13,383,517,10,530,185,8,192,44,0,42,1785,567,2357
POA3103,..,1500,1500,1702,84,1782,1011,34,1043,1046,16,1066,358,4,358,123,3,127,4242,1636,5877
POA3104,..,1196,1196,1845,78,1918,1284,29,1313,1764,13,1775,634,3,637,239,0,236,5766,1326,7090
POA3105,..,935,935,1371,60,1433,713,24,740,756,5,766,250,10,261,78,0,80,3166,1044,4209
POA3106,..,966,966,1835,59,1892,1065,12,1071,1127,3,1125,462,0,465,199,0,199,4682,1033,5717
POA3107,..,987,987,1602,56,1656,975,17,988,985,10,993,336,4,335,109,4,110,4000,1075,5068
POA3108,..,2598,2598,3307,205,3510,1678,54,1732,1392,42,1436,455,14,468,184,14,197,7018,2931,9944
POA3109,..,2136,2136,3247,125,3377,2031,32,2066,2279,17,2298,750,8,755,303,5,309,8612,2327,10939
POA3111,..,865,865,1298,46,1344,728,13,744,899,4,904,345,0,347,117,0,117,3393,925,4321
POA3113,..,359,359,800,28,831,530,11,539,643,4,645,292,0,293,100,0,100,2372,400,2771
POA3114,..,111,111,352,3,351,175,0,175,306,3,306,156,0,156,58,0,58,1041,120,1164
POA3115,..,137,137,418,6,431,191,5,195,297,0,297,130,0,130,51,0,51,1091,145,1229
POA3116,..,712,712,1283,54,1337,739,13,751,811,7,818,332,0,332,123,0,123,3286,782,4071
POA3121,..,5598,5598,4508,976,5489,1466,553,2026,985,169,1156,266,24,289,78,8,83,7307,7330,14639
POA3122,..,3717,3717,2812,539,3347,958,161,1115,1031,49,1082,348,10,359,85,4,86,5228,4480,9706
POA3123,..,2079,2079,1876,272,2147,715,85,805,815,28,840,310,5,313,60,3,62,3774,2476,6251
POA3124,..,1852,1852,2444,175,2615,1160,56,1218,1486,30,1515,520,16,539,161,10,170,5776,2140,7908
POA3125,..,1515,1515,1455,223,1672,862,135,993,760,99,859,279,37,313,86,17,103,3443,2020,5462
POA3126,..,584,584,916,21,938,419,11,430,524,11,534,235,4,236,59,4,66,2148,634,2780
POA3127,..,1641,1641,2132,115,2245,1100,43,1142,1245,21,1272,480,10,487,115,0,118,5077,1835,6914
POA3128,..,2762,2762,2617,483,3099,1279,159,1439,1140,94,1237,377,36,414,128,22,148,5538,3558,9096
POA3129,..,1498,1498,1850,160,2015,1167,88,1254,1240,38,1279,386,15,403,147,7,156,4794,1808,6598
POA3130,..,3130,3130,3401,262,3666,1922,86,2010,2332,54,2389,797,12,813,263,15,278,8718,3561,12285
POA3131,..,2328,2328,2402,196,2597,1422,59,1481,1523,31,1554,505,10,519,178,9,189,6028,2637,8660
POA3132,..,1635,1635,1910,152,2065,1082,50,1133,1119,20,1141,376,9,386,107,4,113,4604,1862,6468
POA3133,..,1430,1430,2361,94,2452,1344,32,1376,1787,11,1802,600,16,610,216,3,220,6306,1580,7891
POA3134,..,3038,3038,3834,276,4111,2097,62,2160,2246,21,2274,882,12,895,285,0,288,9348,3412,12759
POA3135,..,1916,1916,2211,166,2374,1266,30,1296,1368,9,1379,501,9,509,190,0,189,5534,2123,7657
POA3136,..,4519,4519,5466,321,5793,2840,63,2906,2912,23,2934,1023,5,1024,411,0,409,12655,4928,17576
POA3137,..,1390,1390,1743,96,1836,878,17,896,887,5,888,338,0,341,162,0,162,4005,1513,5513
POA3138,..,1549,1549,2507,127,2628,1412,25,1435,1488,12,1498,612,9,617,312,4,314,6325,1720,8040
POA3139,..,910,910,1594,75,1669,801,12,815,927,0,927,396,0,397,208,0,208,3930,995,4921
POA3140,..,1639,1639,2106,110,2215,1011,15,1020,1091,3,1096,403,0,403,171,0,174,4779,1771,6550
POA3141,..,6452,6452,3972,866,4843,893,185,1078,501,41,538,124,4,127,46,0,45,5532,7554,13082
POA3142,..,1932,1932,1887,169,2057,566,95,664,519,17,538,233,9,236,57,0,57,3265,2219,5481
POA3143,..,1741,1741,1384,197,1583,426,49,476,382,14,402,125,0,128,24,0,24,2346,2010,4361
POA3144,..,1343,1343,1334,116,1452,532,30,559,649,13,660,243,0,243,53,0,53,2808,1504,4312
POA3145,..,2408,2408,2496,345,2842,1234,121,1356,1500,61,1565,571,27,596,118,10,124,5919,2969,8883
POA3146,..,2627,2627,2808,202,3013,1434,71,1502,1903,33,1943,661,13,671,139,3,138,6941,2956,9894
POA3147,..,1279,1279,1439,97,1536,952,48,1006,1088,20,1115,361,13,369,100,4,101,3940,1459,5405
POA3148,..,868,868,1091,138,1227,597,79,677,540,45,584,155,21,178,80,5,85,2474,1151,3623
POA3149,..,2395,2395,3588,199,3791,2270,133,2395,2677,91,2769,804,34,834,279,20,294,9613,2869,12481
POA3150,..,4065,4065,6412,290,6708,3860,158,4014,4538,105,4641,1522,42,1569,685,32,719,17019,4696,21719
POA3151,..,907,907,1258,95,1354,699,57,759,667,32,697,197,12,214,83,9,94,2906,1108,4021
POA3152,..,2293,2293,3644,179,3818,2334,43,2382,2403,16,2420,863,9,871,385,0,383,9624,2542,12166
POA3153,..,2303,2303,2477,202,2684,1423,32,1455,1206,19,1220,407,13,418,177,0,177,5689,2563,8257
POA3154,..,305,305,486,23,513,256,3,259,317,0,313,111,0,116,43,0,43,1208,333,1545
POA3155,..,2645,2645,2906,259,3173,1519,35,1552,1332,9,1341,455,4,465,183,0,183,6391,2957,9347
POA3156,..,2971,2971,4138,264,4403,2447,38,2488,2635,9,2646,957,6,962,377,0,380,10551,3295,13853
POA3158,..,413,413,761,39,797,454,14,463,521,3,529,149,0,149,59,0,59,1940,464,2413
POA3159,..,119,119,265,19,283,157,3,159,205,0,205,62,0,62,26,0,26,709,138,852
POA3160,..,611,611,1014,55,1072,564,14,576,615,3,619,253,0,252,82,0,82,2529,686,3218
POA3161,..,2122,2122,2107,283,2393,814,90,906,731,39,769,403,8,409,169,0,176,4226,2548,6773
POA3162,..,1673,1673,2104,166,2275,974,57,1027,1217,26,1242,411,13,428,96,6,104,4801,1941,6741
POA3163,..,4789,4789,4141,560,4701,1943,156,2101,1790,77,1871,495,19,523,113,11,131,8491,5619,14112
POA3165,..,2226,2226,2958,164,3115,1994,41,2037,2500,22,2525,711,7,719,178,8,183,8342,2460,10802
POA3166,..,2275,2275,2742,314,3058,1623,166,1781,1516,76,1594,472,25,497,150,17,166,6495,2880,9378
POA3167,..,737,737,1039,81,1122,712,15,733,684,20,709,193,6,191,74,3,82,2707,870,3579
POA3168,..,1893,1893,1783,589,2366,923,370,1295,775,234,1009,270,103,370,142,75,218,3883,3263,7150
POA3169,..,1581,1581,2034,235,2264,1398,114,1516,1155,79,1229,468,32,501,256,13,268,5307,2054,7364
POA3170,..,1207,1207,2022,131,2159,1304,53,1352,1389,30,1421,496,12,509,200,4,204,5412,1441,6856
POA3171,..,1577,1577,1659,233,1888,1255,114,1366,1102,68,1166,558,45,598,538,32,566,5112,2055,7165
POA3172,..,1436,1436,2043,130,2174,1375,27,1401,1442,19,1463,707,4,713,433,7,440,5997,1632,7627
POA3173,..,1182,1182,2208,122,2331,1805,50,1859,2107,26,2131,923,11,937,659,9,669,7707,1398,9102
POA3174,..,3484,3484,3525,389,3908,2386,151,2534,1925,87,2016,970,27,998,726,19,741,9525,4162,13683
POA3175,..,4584,4584,4467,525,4993,2911,255,3165,2490,140,2629,1263,70,1334,1114,33,1148,12250,5604,17855
POA3177,..,1093,1093,956,149,1111,614,94,710,536,47,573,290,20,307,242,4,247,2638,1400,4045
POA3178,..,1714,1714,3344,152,3498,2242,24,2265,2662,9,2674,917,0,914,331,0,331,9490,1903,11398
POA3179,..,360,360,552,36,587,440,10,450,436,9,444,161,0,161,68,0,66,1654,414,2074
POA3180,..,596,596,907,57,960,512,8,521,511,3,513,197,0,197,55,0,55,2176,663,2838
POA3181,..,4453,4453,2866,716,3584,771,284,1059,516,63,574,131,10,141,22,0,22,4303,5523,9829
POA3182,..,6148,6148,3251,741,3992,831,139,971,487,37,526,128,4,131,19,6,24,4712,7070,11779
POA3183,..,3201,3201,2194,512,2703,775,170,954,583,54,637,194,11,211,230,8,242,3977,3953,7932
POA3184,..,3198,3198,2042,380,2426,756,81,828,577,22,595,176,4,179,30,3,34,3576,3683,7264
POA3185,..,1964,1964,1661,238,1898,654,42,698,717,17,738,255,9,260,99,0,99,3387,2274,5662
POA3186,..,2494,2494,2986,127,3115,1283,19,1301,1395,7,1404,538,5,541,129,0,130,6327,2654,8981
POA3187,..,1446,1446,1700,83,1779,939,16,956,1281,7,1290,426,9,432,103,0,109,4448,1560,6009
POA3188,..,1865,1865,2017,118,2131,1101,25,1124,1339,8,1348,453,7,464,86,5,82,4998,2017,7016
POA3189,..,623,623,697,67,762,407,16,419,453,8,466,110,4,117,27,0,27,1696,719,2415
POA3190,..,1423,1423,1438,103,1534,772,15,788,806,9,809,231,0,230,34,0,38,3275,1551,4828
POA3191,..,1276,1276,1374,61,1442,549,11,560,678,0,681,259,0,259,45,0,45,2906,1353,4266
POA3192,..,2751,2751,2760,184,2945,1577,49,1629,1603,9,1613,462,3,463,116,4,115,6516,3001,9517
POA3193,..,1579,1579,2551,61,2612,1075,5,1077,1512,0,1512,555,0,555,110,0,110,5795,1650,7444
POA3194,..,1865,1865,1786,104,1892,827,15,839,751,0,756,227,0,225,60,0,62,3654,1984,5638
POA3195,..,3318,3318,3890,181,4067,2201,33,2230,2856,19,2875,977,9,983,243,0,243,10173,3555,13726
POA3196,..,3382,3382,3308,245,3553,1665,42,1710,1665,4,1666,480,0,482,129,0,123,7245,3671,10917
POA3197,..,1388,1388,1573,90,1664,749,10,759,757,7,767,229,0,230,72,0,72,3379,1494,4877
POA3198,..,2420,2420,2097,207,2306,1110,32,1139,936,5,942,286,3,287,92,0,92,4521,2668,7191
POA3199,..,6720,6720,6736,590,7324,3325,90,3419,2999,16,3017,1126,11,1136,408,3,410,14590,7433,22026
POA3200,..,738,738,550,91,643,359,23,378,227,5,234,99,0,99,55,0,55,1290,863,2148
POA3201,..,2218,2218,2354,212,2567,1522,38,1557,1234,8,1240,493,4,495,226,0,227,5823,2480,8307
POA3202,..,195,195,253,20,268,173,4,175,222,4,227,82,0,82,22,0,22,750,216,965
POA3204,..,2971,2971,3449,287,3739,2072,74,2141,2439,42,2476,819,19,838,155,6,161,8927,3401,12329
POA3205,..,2391,2391,1774,236,2013,540,63,607,394,15,415,100,3,104,22,0,22,2832,2712,5547
POA3206,..,1328,1328,1308,91,1401,583,26,605,597,5,600,177,0,178,35,0,35,2699,1450,4147
