SA2_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
101031016,..,101,112,11,5,19,4,0,0,256,..,21,49,21,27,60,70,45,21,305,10,23,20,12,11,14,6,3,3,97,546,441,497,416,511,433,272,121,43,3291,..,0,154,474,658,488,372,145,30,2313,..,60,284,152,136,123,51,14,0,816,..,3,19,44,77,49,14,6,8,223,1152,..,..,..,..,..,..,..,..,1152,..,302,..,..,..,..,..,..,..,302,..,175,67,12,12,8,0,0,0,278,..,9,14,0,5,13,14,10,9,75,..,45,84,16,17,9,4,0,0,176,..,207,287,32,18,38,18,4,0,603,..,42,100,59,91,166,145,80,28,707,15,51,36,20,26,23,18,7,0,197,1172,897,1041,806,1041,917,632,260,80,6841
101041017,..,13,20,10,12,30,17,5,4,108,..,10,28,20,51,117,167,136,71,601,14,8,10,4,9,20,9,10,4,79,622,327,365,371,458,636,673,380,128,3958,..,9,179,344,433,628,828,420,89,2931,..,62,171,115,121,127,85,18,3,706,..,15,83,97,110,60,27,23,16,435,1217,..,..,..,..,..,..,..,..,1217,..,224,..,..,..,..,..,..,..,224,..,234,102,44,47,23,8,0,0,455,..,42,14,12,14,32,33,28,15,196,..,32,13,4,10,5,0,0,0,71,..,25,40,27,27,57,38,12,3,232,..,21,61,51,134,230,314,218,99,1129,23,19,13,15,31,36,32,15,9,183,1236,683,683,721,922,1205,1367,729,222,7767
101041018,..,9,10,4,8,15,14,8,0,71,..,8,28,22,60,143,192,160,64,671,7,4,3,3,9,10,17,11,3,78,553,321,305,377,505,739,809,460,127,4193,..,14,169,320,448,699,1003,516,91,3262,..,68,184,135,143,178,106,43,7,875,..,16,49,82,116,67,39,30,18,416,1117,..,..,..,..,..,..,..,..,1117,..,243,..,..,..,..,..,..,..,243,..,213,99,49,49,37,10,0,0,451,..,31,8,8,15,28,29,19,14,160,..,23,17,4,12,3,0,5,0,69,..,15,30,15,22,35,30,11,5,153,..,17,49,58,136,231,304,236,88,1124,11,22,17,15,18,24,35,19,10,165,1125,660,623,697,963,1300,1553,881,230,8034
101041019,..,10,15,8,18,21,11,12,0,94,..,16,26,18,55,131,165,115,70,601,14,17,14,8,8,15,8,8,0,93,681,396,398,464,522,688,563,327,125,4170,..,10,239,429,478,697,611,339,77,2885,..,88,219,183,153,144,84,25,3,903,..,13,55,109,106,77,29,25,18,443,1423,..,..,..,..,..,..,..,..,1423,..,266,..,..,..,..,..,..,..,266,..,258,102,41,39,23,9,0,0,478,..,30,13,11,14,33,26,19,12,156,..,21,12,12,8,4,0,0,0,59,..,26,50,12,37,40,26,21,0,213,..,26,62,65,144,250,273,197,106,1115,23,26,25,15,11,29,13,11,0,166,1445,765,779,882,992,1297,1073,638,219,8100
101041020,..,3,4,7,10,42,17,4,4,91,..,3,23,15,34,118,150,73,22,439,11,8,7,4,10,28,21,4,0,91,673,341,358,422,609,925,670,233,62,4304,..,19,196,424,621,980,882,292,52,3461,..,61,215,201,234,277,150,17,0,1155,..,8,48,54,85,68,37,29,11,346,1384,..,..,..,..,..,..,..,..,1384,..,282,..,..,..,..,..,..,..,282,..,313,126,53,38,26,0,0,0,549,..,23,14,7,13,34,36,23,9,157,..,16,16,12,12,11,10,0,6,82,..,10,15,8,17,70,44,12,3,175,..,13,44,50,97,276,330,121,32,968,23,22,22,14,22,45,30,8,0,191,1407,765,702,817,1131,1792,1511,496,115,8748
101041021,..,8,9,3,6,9,6,0,0,35,..,6,14,11,13,47,57,74,42,262,4,8,3,7,9,4,3,0,0,43,268,147,143,182,220,289,291,178,66,1775,..,0,57,190,225,324,408,193,45,1446,..,19,100,56,60,53,36,4,0,323,..,0,13,29,49,39,10,0,3,144,517,..,..,..,..,..,..,..,..,517,..,149,..,..,..,..,..,..,..,149,..,86,49,16,14,0,0,0,0,165,..,10,9,0,8,8,14,11,5,67,..,11,10,3,7,7,5,0,0,37,..,17,18,5,9,12,12,0,0,75,..,7,23,28,33,88,104,93,67,448,7,10,5,9,13,18,12,5,7,85,524,304,280,341,417,555,604,307,126,3447
101041022,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,9,..,0,0,0,5,0,4,0,0,13,..,0,0,0,3,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,28
101041023,..,5,5,0,0,10,12,5,0,41,..,7,4,3,18,57,73,71,28,262,7,5,3,4,0,4,15,5,0,45,233,115,127,140,183,264,278,159,48,1546,..,0,65,107,166,245,314,142,26,1071,..,36,74,58,73,54,28,6,3,333,..,4,20,39,37,20,17,12,9,166,460,..,..,..,..,..,..,..,..,460,..,82,..,..,..,..,..,..,..,82,..,88,23,14,22,12,6,0,0,159,..,13,8,3,8,14,14,11,6,67,..,14,5,3,8,3,0,0,0,34,..,9,6,4,6,20,16,11,0,81,..,11,7,19,47,104,126,96,43,467,11,11,6,9,4,8,20,5,0,79,474,261,226,250,370,487,548,288,86,2983
101041024,..,0,0,0,4,16,5,0,0,31,..,0,10,11,25,35,45,20,4,144,6,5,4,6,4,10,10,0,0,42,201,130,127,139,217,296,286,101,15,1516,..,0,60,134,213,317,368,158,22,1273,..,29,78,54,84,105,51,8,0,406,..,0,16,26,29,26,12,11,4,124,395,..,..,..,..,..,..,..,..,395,..,104,..,..,..,..,..,..,..,104,..,105,55,29,14,6,0,0,0,199,..,8,7,0,4,6,22,5,3,62,..,9,3,4,3,5,10,0,0,36,..,4,5,3,5,31,9,3,0,72,..,0,16,16,53,87,109,45,8,339,5,10,10,7,10,21,16,4,0,92,402,279,250,274,422,611,590,237,37,3100
101041025,..,21,17,9,11,29,30,8,0,122,..,20,37,37,69,191,248,236,107,945,3,29,15,8,11,30,16,5,4,128,719,394,444,510,646,934,993,583,177,5411,..,9,231,465,686,970,1211,658,105,4345,..,92,272,214,191,179,156,50,8,1157,..,8,48,83,111,61,31,21,31,389,1433,..,..,..,..,..,..,..,..,1433,..,336,..,..,..,..,..,..,..,336,..,221,119,39,32,37,11,0,0,454,..,31,22,10,17,16,16,14,12,138,..,28,19,3,8,7,5,3,0,81,..,45,53,14,23,55,49,19,0,257,..,35,86,87,154,331,403,327,151,1582,6,43,38,17,22,46,46,9,4,230,1445,841,883,937,1240,1702,1926,1113,311,10393
101041026,..,3,8,6,18,26,15,4,0,81,..,6,15,33,56,137,162,116,66,599,9,10,5,5,7,18,11,10,4,75,449,272,298,326,502,787,746,394,136,3906,..,6,172,287,453,761,1001,464,90,3231,..,56,171,139,154,233,109,31,5,891,..,10,35,71,82,56,28,29,22,335,1002,..,..,..,..,..,..,..,..,1002,..,211,..,..,..,..,..,..,..,211,..,223,98,49,34,31,12,0,0,443,..,22,8,9,14,18,33,26,16,156,..,21,24,8,9,5,0,0,0,76,..,9,23,20,28,58,41,5,0,182,..,13,35,65,119,297,275,194,89,1097,11,23,23,15,14,30,27,16,7,167,1014,582,594,653,912,1504,1532,762,230,7781
101041027,..,0,18,8,19,33,21,6,4,103,..,12,25,27,52,151,254,161,94,767,4,13,3,3,13,23,23,8,3,100,559,247,324,376,496,843,1025,447,179,4490,..,12,158,318,412,825,1171,534,111,3550,..,52,198,154,187,228,211,56,4,1084,..,7,39,75,81,42,49,27,31,353,1136,..,..,..,..,..,..,..,..,1136,..,223,..,..,..,..,..,..,..,223,..,181,82,57,35,38,11,0,0,406,..,18,14,10,11,17,26,20,16,131,..,13,16,3,5,7,6,0,0,58,..,19,38,23,32,58,41,14,9,231,..,13,54,62,116,312,454,257,131,1399,11,23,23,12,16,40,46,14,3,195,1143,565,621,705,906,1575,2018,930,295,8763
101051539,..,30,64,30,38,36,32,17,8,249,..,48,131,91,168,331,449,365,165,1756,35,29,26,16,16,31,24,10,8,200,2048,1156,1524,1333,1384,1435,1336,814,295,11338,..,40,1003,1387,1325,1526,1338,722,171,7510,..,336,754,388,328,199,119,36,3,2165,..,48,214,299,299,171,87,72,45,1238,4149,..,..,..,..,..,..,..,..,4149,..,728,..,..,..,..,..,..,..,728,..,836,341,137,103,60,10,0,0,1485,..,103,74,40,59,68,85,48,15,489,..,67,68,33,13,18,5,3,0,200,..,107,153,64,70,82,68,31,14,589,..,100,269,206,388,626,726,542,233,3098,61,67,72,49,37,50,53,28,15,421,4209,2430,2956,2588,2626,2800,2484,1485,491,22068
101051540,..,13,3,3,15,24,16,6,0,78,..,10,21,29,47,121,141,115,61,552,18,30,16,8,11,30,21,4,0,138,992,593,541,680,871,1053,846,391,116,6090,..,15,372,826,1080,1395,1153,480,86,5409,..,96,295,209,255,227,121,22,7,1228,..,15,58,78,97,62,43,32,22,410,2066,..,..,..,..,..,..,..,..,2066,..,494,..,..,..,..,..,..,..,494,..,454,194,63,54,27,5,0,0,798,..,26,11,13,16,41,50,45,18,232,..,40,30,6,12,18,8,0,0,117,..,20,11,8,26,43,47,16,0,175,..,24,66,66,148,307,327,249,97,1280,31,55,45,24,40,57,48,8,4,312,2092,1239,1083,1295,1727,2180,1801,854,239,12510
101061541,..,0,8,9,10,7,3,0,0,38,..,8,19,23,43,79,104,95,60,434,5,21,12,4,13,5,9,3,4,74,609,310,373,421,448,387,378,207,96,3225,..,7,241,463,468,459,433,192,50,2313,..,67,212,138,118,77,42,14,4,664,..,6,43,66,84,39,37,10,13,298,1247,..,..,..,..,..,..,..,..,1247,..,239,..,..,..,..,..,..,..,239,..,243,100,45,27,13,10,0,0,430,..,29,13,10,11,19,12,7,7,103,..,15,9,0,5,0,7,0,0,31,..,11,24,11,14,13,7,0,0,91,..,19,46,51,84,129,153,134,70,696,13,28,16,15,14,10,12,8,9,131,1261,660,702,796,825,770,702,369,148,6226
101061542,..,11,7,11,5,12,15,3,0,59,..,3,17,20,52,83,93,62,20,343,11,28,11,16,10,14,19,4,0,109,1174,655,519,826,1030,797,611,263,69,5945,..,10,425,989,1434,1151,846,369,45,5263,..,83,237,247,279,171,90,19,4,1133,..,6,30,68,105,59,22,14,19,320,2358,..,..,..,..,..,..,..,..,2358,..,679,..,..,..,..,..,..,..,679,..,408,176,55,46,23,3,0,0,711,..,28,14,12,11,18,39,48,19,190,..,33,39,15,11,12,13,0,0,123,..,14,19,19,16,16,28,12,5,123,..,10,41,49,103,168,183,94,32,674,17,44,30,29,22,30,32,13,0,219,2373,1320,998,1480,2032,1651,1251,572,124,11801
101061543,..,15,22,8,13,22,9,6,0,97,..,27,46,53,51,126,174,165,94,726,17,18,18,10,7,12,17,13,3,106,1053,584,564,617,588,663,632,400,144,5249,..,33,321,607,619,750,731,404,58,3524,..,139,306,179,129,98,44,20,0,913,..,27,111,140,139,64,23,23,20,547,2097,..,..,..,..,..,..,..,..,2097,..,384,..,..,..,..,..,..,..,384,..,367,121,49,29,27,7,0,0,590,..,48,25,16,16,32,53,24,15,231,..,37,23,15,10,6,6,0,0,98,..,41,43,20,28,42,26,14,0,212,..,52,107,105,146,237,297,236,127,1304,30,34,31,20,16,25,23,14,6,206,2129,1157,1079,1141,1127,1274,1209,738,241,10100
101061544,..,14,14,3,7,14,18,3,0,67,..,21,21,17,30,91,121,95,41,443,11,4,5,5,9,5,10,6,5,67,538,307,351,322,454,539,515,265,71,3359,..,5,226,395,503,649,640,318,55,2797,..,74,190,79,136,93,45,15,0,620,..,9,43,43,60,38,33,23,13,262,1176,..,..,..,..,..,..,..,..,1176,..,210,..,..,..,..,..,..,..,210,..,208,77,35,41,19,0,0,0,379,..,15,6,5,16,27,23,15,7,109,..,12,15,3,6,9,6,0,0,51,..,13,24,4,10,31,37,10,0,130,..,31,53,39,106,229,244,173,54,931,12,21,13,15,16,14,22,11,5,140,1187,604,656,619,893,1101,1052,571,131,6815
102011028,..,6,8,3,12,10,7,4,0,50,..,3,8,8,22,50,72,34,20,219,14,19,11,4,4,8,5,0,0,61,699,436,263,480,596,512,379,152,38,3554,..,4,154,594,751,684,523,205,23,2940,..,40,114,144,129,95,53,15,0,589,..,0,16,70,129,57,22,7,11,320,1428,..,..,..,..,..,..,..,..,1428,..,498,..,..,..,..,..,..,..,498,..,277,97,37,16,9,0,0,0,443,..,20,13,3,6,16,19,15,0,95,..,17,24,13,5,13,3,0,0,81,..,14,14,7,17,16,15,10,0,99,..,11,23,25,61,105,118,65,26,415,22,34,18,13,17,18,12,3,5,137,1454,910,481,892,1137,1020,766,325,68,7047
