SA2_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,10,7,0,22,12,0,0,8,0,0,20,5,0,0,11,0,0,18,25,0,0,23,4,0,54,53,0,0,21,11,0,85,27,0,0,16,0,0,42,18,0,0,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,137,0,5,117,35,0,293
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,3,0,0,0,0,5,0,0,0,0,0,0,3,4,26,0,5,0,0,37,8,16,0,6,5,0,47,24,8,0,6,0,0,37,46,14,6,9,0,0,73,44,8,0,25,3,0,79,58,5,0,11,0,4,81,16,0,0,8,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,3,23,207,93,11,82,16,8,410
101041024,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,9,5,0,6,0,0,4,8,0,0,16,5,4,6,12,0,0,28,3,0,4,12,0,0,22,8,0,0,10,0,0,25,21,0,0,15,3,0,46,0,0,0,3,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,5,0,11,42,13,8,86,17,5,166
101041025,0,0,0,5,0,0,5,0,0,0,0,4,0,3,0,9,3,7,5,0,33,12,9,13,20,0,0,51,29,0,4,25,6,0,70,54,10,0,39,3,0,105,185,0,0,53,6,0,252,205,7,3,75,11,0,300,122,0,0,30,0,0,156,33,0,0,6,0,0,33,6,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,12,0,0,15,0,0,29,655,36,31,281,41,5,1050
101041026,0,3,0,0,7,0,8,0,0,0,0,0,0,0,3,22,4,9,0,0,39,15,15,4,29,5,0,64,13,5,0,18,0,0,39,31,7,7,19,6,0,61,87,4,3,53,5,0,155,110,4,0,61,4,0,190,33,0,0,16,0,0,45,8,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,0,4,34,309,67,23,238,27,9,673
101041027,0,0,0,0,0,0,4,0,3,0,0,0,0,8,7,33,7,12,7,0,59,18,13,14,26,6,0,71,27,11,5,34,4,0,74,73,4,14,41,4,0,141,104,7,0,48,9,0,168,139,3,0,62,5,0,212,44,0,0,9,0,0,53,9,0,0,4,0,0,6,0,0,0,3,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,7,0,8,7,5,32,417,85,45,256,31,10,847
101051539,5,14,0,4,0,0,19,0,38,3,3,0,0,46,21,186,17,23,5,0,255,67,101,58,32,10,0,268,69,25,4,46,5,0,147,207,30,12,59,6,0,319,570,63,5,126,21,5,783,793,16,10,132,14,4,967,182,3,0,21,9,0,210,22,0,0,10,0,0,32,7,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,4,36,29,6,31,7,7,115,1977,508,117,481,71,18,3176
101051540,0,0,0,3,4,0,6,0,0,0,9,0,0,9,4,4,8,25,5,0,42,9,6,4,33,5,0,56,9,0,0,36,3,0,52,38,5,4,34,4,0,89,72,0,0,38,14,0,121,81,0,0,38,0,0,124,40,0,0,9,3,0,53,13,0,0,0,0,0,10,12,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,18,0,59,284,12,11,252,66,5,637
101061541,0,0,0,4,0,0,7,0,0,4,0,0,0,5,0,5,28,3,0,0,34,3,16,11,4,0,0,40,4,4,4,8,0,0,23,13,11,3,13,0,0,44,70,15,13,44,4,0,144,133,3,6,44,5,0,185,55,0,0,15,0,0,66,6,0,0,5,0,0,11,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,3,25,289,62,65,154,16,7,593
101061542,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,16,11,0,0,18,4,0,31,0,0,0,12,0,0,21,9,0,0,14,3,0,26,22,0,0,34,3,0,59,29,0,0,40,0,0,69,30,0,0,28,3,0,55,23,0,0,15,0,0,40,17,0,0,9,0,0,29,5,0,0,4,0,0,11,3,0,0,3,0,0,6,4,0,0,4,0,0,10,0,0,0,27,13,0,43,153,0,0,216,39,3,412
101061543,0,6,3,9,0,0,17,5,3,0,3,0,0,11,14,10,10,18,0,0,47,83,22,16,33,0,0,157,74,15,4,43,5,0,139,239,22,20,55,9,0,347,245,0,3,34,5,0,299,101,0,0,13,0,0,115,10,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,22,6,3,55,800,85,54,226,40,9,1209
101061544,0,0,0,8,13,0,18,0,0,4,4,3,0,9,6,0,7,26,3,0,40,22,6,11,36,7,0,83,23,5,0,35,11,0,69,55,3,0,32,5,0,96,56,0,0,28,10,0,98,13,0,0,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,18,23,0,48,177,15,20,200,78,0,500
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,3,0,0,3,9,0,0,9,0,0,20,28,0,0,10,0,0,37,69,0,0,21,0,0,90,81,0,0,26,0,0,108,75,0,0,15,0,0,90,34,0,0,4,0,0,36,30,0,0,4,0,0,34,21,0,0,5,0,0,26,14,0,0,0,0,0,14,8,0,0,4,3,0,11,367,0,0,105,5,0,478
102011029,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,3,3,0,16,4,0,5,7,7,0,23,7,0,0,13,11,0,28,19,0,0,20,4,0,40,80,0,0,31,0,0,114,74,0,0,25,0,0,100,56,0,0,15,0,0,71,27,0,0,4,0,0,32,20,0,0,3,0,0,21,13,0,0,0,0,0,19,10,0,0,0,0,0,10,0,0,0,10,0,7,16,319,0,6,128,38,4,497
102011030,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,4,0,17,5,0,0,8,0,0,16,24,0,0,12,3,6,46,23,0,0,25,0,0,51,29,0,0,26,0,0,65,23,0,0,16,0,0,40,17,0,0,0,0,0,18,7,0,0,3,0,0,13,4,0,0,4,0,0,14,5,0,0,0,0,0,8,6,0,0,5,0,0,7,5,0,0,14,8,0,32,166,0,3,136,34,4,338
102011031,0,6,0,0,0,0,7,0,10,0,0,0,0,16,0,37,4,7,3,0,47,0,16,4,7,42,0,79,3,12,0,9,6,3,29,6,3,12,3,0,0,36,34,6,12,20,20,0,93,138,14,5,54,13,0,218,143,3,0,28,4,0,177,102,0,0,16,0,0,122,51,0,0,5,0,0,53,29,0,0,4,0,0,34,5,0,0,0,0,0,6,11,0,0,0,0,0,11,11,8,0,4,8,6,35,533,113,43,157,103,8,961
102011032,6,19,0,4,0,0,27,0,39,5,3,0,0,44,0,232,18,14,0,0,268,20,83,99,22,5,4,233,31,48,30,22,0,6,137,70,36,21,27,8,0,163,458,22,11,94,0,0,593,1412,36,20,128,13,0,1609,768,7,4,76,0,0,858,221,0,0,18,0,0,239,57,0,0,12,0,0,69,12,0,0,0,0,0,19,12,0,0,0,0,0,13,14,0,0,3,0,0,15,53,28,11,12,4,4,105,3132,547,222,438,40,23,4396
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,17,3,7,0,0,0,0,11,0,0,3,0,0,0,8,4,9,0,6,0,0,16,5,9,0,10,0,0,18,115,6,0,25,0,0,144,118,3,0,8,0,0,128,77,0,0,3,0,0,85,12,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,12,331,63,0,60,4,0,469
102011034,0,3,0,0,0,0,8,0,10,0,0,0,0,10,0,45,4,0,3,0,60,0,24,0,0,3,0,44,0,9,0,3,0,0,14,0,5,0,0,0,0,12,10,13,0,5,0,0,33,90,6,0,29,0,0,125,97,0,0,16,0,0,118,36,0,0,6,0,0,48,21,0,0,0,0,0,21,10,0,0,0,0,0,10,0,0,0,4,0,0,6,3,0,0,0,0,0,3,13,6,4,7,4,0,31,279,129,14,86,19,6,530
102011035,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,13,0,0,0,0,21,0,9,0,4,0,0,16,0,8,6,3,0,0,15,0,9,5,11,0,0,22,20,9,3,15,0,0,43,130,10,5,31,0,0,175,113,0,0,24,0,0,130,37,0,0,3,0,0,39,20,0,0,0,0,0,20,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,18,317,76,19,87,0,0,502
102011036,0,6,0,0,0,0,9,0,3,0,0,0,0,3,0,43,0,3,0,0,47,0,12,0,8,0,0,18,0,6,0,4,0,3,10,0,8,0,10,0,0,14,10,5,0,17,0,0,32,106,7,0,34,0,0,152,99,0,0,20,0,0,125,41,0,0,3,0,0,41,20,0,0,0,0,0,18,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,290,96,4,99,8,4,491
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,3,8,0,0,39,4,9,23,3,0,0,39,4,0,14,6,5,0,24,14,0,5,6,0,0,25,45,4,4,18,0,0,70,126,0,0,27,0,0,156,96,0,0,14,0,0,114,53,0,0,11,0,0,64,34,0,0,5,0,0,37,11,0,0,0,0,0,13,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,4,5,0,0,17,395,46,46,105,8,0,602
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,0,19,0,0,0,0,0,0,3,6,0,0,3,0,0,13,0,0,0,4,0,0,4,21,0,0,18,0,0,41,79,0,0,22,0,0,99,81,0,0,18,0,0,100,48,0,0,6,0,0,56,25,0,0,3,0,0,32,7,0,0,3,0,0,8,6,0,0,0,0,0,6,15,0,0,0,0,0,15,4,0,0,4,0,6,10,280,15,0,93,9,6,400
102011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,20,4,0,0,7,7,0,19,3,0,0,13,4,0,21,10,3,0,14,3,0,26,57,0,0,20,3,0,84,133,0,0,44,5,0,181,250,3,0,44,0,0,301,191,0,0,26,0,0,223,144,0,0,17,0,0,158,74,0,0,12,0,0,85,38,0,0,7,0,0,40,43,0,0,0,0,0,44,8,0,4,7,4,0,31,954,21,5,212,41,0,1237
102011040,0,0,0,0,0,0,3,0,6,0,3,0,0,10,5,25,5,9,5,0,51,20,10,13,12,0,0,63,37,4,6,29,0,0,76,153,4,3,50,0,4,212,385,3,6,106,5,0,517,1108,4,3,163,13,4,1293,609,0,0,69,3,6,688,237,0,0,23,0,0,268,78,0,0,11,0,0,88,31,0,0,3,0,0,40,10,0,0,0,0,0,14,4,0,0,0,0,0,10,53,5,4,25,8,11,101,2731,72,45,513,40,27,3425
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,5,0,0,0,9,0,0,10,4,0,0,11,0,0,12,21,0,0,18,0,0,44,95,0,0,30,0,0,130,103,0,0,26,0,0,135,67,0,0,17,0,0,86,50,0,0,6,0,0,60,34,0,0,7,0,0,40,12,0,0,3,0,0,15,17,0,0,3,0,0,23,3,0,0,10,4,0,18,419,0,6,144,6,6,582
102011042,0,10,0,0,0,0,17,0,20,0,3,0,0,23,6,190,8,0,0,0,207,10,63,23,16,0,0,120,16,18,15,10,0,0,55,31,27,13,26,6,4,108,163,6,4,45,3,0,229,642,15,0,93,12,0,765,344,0,0,41,0,5,391,96,0,0,13,0,0,113,36,0,0,0,0,0,34,3,0,0,3,0,0,6,3,0,0,0,0,0,3,7,0,0,0,0,0,6,27,28,0,12,3,5,74,1381,396,62,276,26,11,2152
