SA2_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
127021520,0,0,0,5,0,12,667,392,22,48,18,8,0,14,0,0,11,522,0,0,0,0,0,0,0,0,0,0,0,1022,40,58,25,5,0,14,4,0,26,1193,0,0,0,0,0,0,0,0,0,6,6,1083,40,60,25,5,0,14,4,0,34,1261,97,0,0,0,0,0,0,0,0,0,100,581,10,4,0,0,0,0,0,0,13,612,428,24,23,10,3,10,11,0,0,9,511,0,0,0,0,0,0,0,0,0,0,0,1012,29,30,8,3,10,11,0,0,29,1122,0,0,0,0,0,0,0,0,0,5,5,1109,29,30,8,3,10,11,0,0,31,1229,37,0,0,0,0,0,0,0,0,0,39,238,0,0,0,0,0,0,0,0,7,245,305,10,12,6,4,0,3,0,0,6,333,3,0,0,0,0,0,0,0,0,0,3,542,10,12,6,4,0,3,0,0,8,585,0,0,0,0,0,0
127021521,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
127031522,4,0,0,0,0,11,867,170,30,41,12,3,3,10,3,0,12,285,0,0,0,0,0,0,0,0,0,0,0,943,79,67,19,5,4,10,4,0,21,1155,0,0,0,0,0,0,0,0,0,3,4,1141,79,72,19,5,4,5,4,0,30,1361,167,0,3,0,0,0,0,0,0,4,171,471,19,7,4,0,0,0,0,0,3,508,181,25,31,3,5,3,5,0,0,5,255,0,0,0,0,0,0,0,0,0,0,0,658,43,37,4,5,3,5,0,0,5,764,4,0,0,0,0,0,0,0,0,11,12,823,43,39,4,5,3,5,0,0,21,944,65,0,0,0,0,0,0,0,0,0,67,190,7,0,0,0,0,0,0,0,7,205,135,18,7,0,0,0,6,4,0,0,168,0,0,0,0,0,0,0,0,0,0,0,332,23,11,0,0,0,6,4,0,7,382,0,0,0,0,0,0
127031523,8,5,3,0,0,10,741,157,14,22,10,3,0,14,0,0,10,234,0,0,0,0,0,0,0,0,0,0,0,840,40,37,13,10,5,11,0,0,19,974,0,0,0,0,0,0,0,0,0,7,8,1127,48,45,13,10,4,19,5,0,29,1289,246,0,0,0,0,0,0,0,0,11,249,458,9,13,0,0,0,0,5,0,7,491,156,9,24,0,0,0,4,4,0,5,197,0,0,0,0,0,0,0,0,0,0,0,616,20,33,0,6,0,6,9,0,10,690,0,0,0,0,0,0,0,0,0,7,7,858,22,33,0,6,0,6,9,0,24,951,116,0,0,0,0,0,0,0,0,9,123,247,4,0,0,0,0,0,0,0,5,253,133,13,12,6,0,0,3,0,0,5,169,0,0,0,0,0,0,0,0,0,0,0,377,15,14,9,0,0,6,0,0,4,423,0,0,0,0,0,0
127031524,0,4,0,5,0,6,860,51,14,12,3,0,0,12,5,0,4,96,0,0,0,0,0,0,0,0,0,0,0,844,56,19,3,0,4,13,4,0,6,955,0,0,0,0,0,0,0,0,0,5,5,1131,66,25,0,0,6,14,7,0,10,1259,186,0,0,0,0,0,0,0,0,3,191,387,19,11,0,0,0,3,0,0,5,417,73,6,10,5,0,5,10,5,0,3,118,0,0,0,0,0,0,0,0,0,0,0,462,23,21,5,0,5,9,7,0,7,535,0,0,0,0,0,0,0,0,0,28,28,646,23,20,3,0,5,10,7,0,36,751,100,3,4,0,0,0,0,0,0,5,106,117,4,0,0,0,0,0,0,0,5,133,48,11,12,0,0,0,6,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,169,14,12,0,0,0,3,0,0,6,217,0,0,0,0,0,0
127031599,0,0,3,0,0,11,399,187,32,53,12,4,8,19,0,0,10,319,3,0,0,0,0,0,0,0,0,0,3,523,65,63,19,9,7,21,0,0,17,721,0,0,0,0,0,0,0,0,0,0,0,624,68,63,19,9,7,22,0,0,23,837,87,0,0,0,0,0,0,0,0,0,89,225,9,11,0,0,0,3,4,0,5,257,162,26,31,10,9,0,0,4,0,9,261,0,0,0,0,0,0,0,0,0,0,0,395,38,46,10,4,9,4,9,0,12,523,3,0,0,0,0,0,0,0,0,0,5,485,38,46,10,12,9,4,9,0,15,610,56,0,0,0,0,0,0,0,0,3,58,104,5,4,0,0,0,0,0,0,0,115,111,10,12,4,0,0,0,0,0,0,141,3,0,0,0,0,0,0,0,0,0,3,219,16,16,4,0,0,0,0,0,3,259,0,0,0,0,0,0
127031601,0,3,0,0,0,4,211,94,26,20,0,5,9,7,3,0,9,166,3,0,0,0,0,0,0,0,0,0,3,266,36,27,6,5,11,7,3,0,12,378,0,0,0,0,0,0,0,0,0,5,5,324,44,32,6,5,11,8,3,0,18,455,54,0,0,0,0,0,0,0,0,0,55,91,0,4,5,0,0,3,0,0,0,104,105,13,15,8,0,0,3,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,196,16,18,10,0,0,4,0,0,0,244,0,0,0,0,0,0,0,0,0,3,4,253,16,20,10,0,0,4,0,0,3,310,18,0,0,0,0,0,0,5,0,0,23,39,3,0,0,0,0,0,0,0,0,41,70,0,13,0,0,3,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,108,5,13,5,0,3,0,0,0,0,131,0,0,0,0,0,0
127031730,0,3,3,3,0,4,425,68,18,14,7,4,3,9,8,0,4,131,0,0,0,0,0,0,0,0,0,0,0,421,61,27,11,4,7,9,12,0,7,562,0,0,0,0,0,0,0,0,0,0,0,460,63,31,11,4,11,16,12,0,8,613,22,0,3,0,0,0,0,4,0,0,28,111,10,15,4,0,0,9,4,0,8,164,44,21,22,7,4,8,13,3,0,0,130,0,0,0,0,0,0,0,0,0,0,4,162,36,42,13,4,8,18,12,0,8,294,0,0,0,0,0,0,0,0,0,5,5,183,36,44,13,4,8,18,15,0,10,325,16,0,0,0,0,0,0,0,0,0,16,24,0,5,0,0,0,0,0,0,0,29,20,9,13,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,46,7,13,0,0,0,0,0,0,5,78,0,0,0,0,0,0
127031731,8,0,5,10,0,13,549,198,41,75,33,13,18,24,9,0,5,413,3,0,0,0,0,0,0,0,0,0,3,616,97,118,34,21,16,35,15,0,17,968,0,0,0,0,0,0,0,0,0,3,6,717,108,123,32,20,20,35,19,0,23,1090,71,0,0,0,4,0,0,0,0,3,83,269,25,9,5,0,3,0,3,0,3,316,238,28,52,17,22,15,23,13,0,3,409,4,0,0,0,0,0,0,0,0,0,4,507,55,63,25,24,19,25,14,0,6,730,0,0,0,0,0,0,0,0,0,3,3,585,53,61,25,22,19,25,14,0,9,813,22,0,0,0,0,0,0,0,0,0,22,119,5,3,0,0,0,0,0,0,4,136,147,16,28,7,4,9,4,3,0,7,224,0,0,0,0,0,0,0,0,0,0,0,270,23,33,7,6,9,3,5,0,8,359,0,0,0,0,0,0
127031732,3,6,0,0,0,12,581,263,80,48,23,25,12,31,7,0,9,494,0,0,0,0,0,0,0,0,0,0,4,734,127,86,27,27,19,33,10,0,17,1073,0,0,0,0,0,0,0,0,0,7,4,836,126,86,27,27,19,33,10,0,22,1180,114,3,0,0,0,0,0,0,0,6,125,318,12,12,0,0,0,0,0,0,11,361,260,52,48,18,7,18,11,0,0,3,415,3,0,0,0,0,0,0,0,0,0,3,582,63,55,21,11,12,13,0,0,19,777,0,0,0,0,0,0,0,0,0,0,0,694,66,55,24,11,12,13,0,0,26,907,72,0,0,0,0,0,0,0,0,4,74,147,0,0,0,6,0,0,0,0,4,164,162,33,19,9,4,4,4,0,0,11,236,3,0,0,0,0,0,0,0,0,0,3,315,32,22,9,6,0,7,0,0,12,410,0,0,0,0,0,0
127031733,0,0,4,0,0,10,951,148,26,14,5,7,0,0,0,0,9,213,4,0,0,0,0,0,0,0,0,0,4,1033,58,34,9,7,0,3,4,0,18,1159,0,0,0,0,0,0,0,0,0,0,0,1235,65,34,9,7,0,3,4,0,27,1375,101,0,0,0,0,0,0,0,0,0,98,366,11,4,0,0,0,0,0,3,6,394,152,13,7,3,0,5,0,0,0,5,180,0,0,0,0,0,0,0,0,0,0,0,513,24,8,3,4,5,6,0,3,10,570,0,0,0,0,0,0,0,0,0,3,4,615,24,8,3,3,5,6,0,3,12,673,41,0,0,0,0,0,0,0,0,0,41,125,3,0,0,0,0,0,0,0,0,136,85,6,12,0,0,0,0,0,0,3,108,0,0,0,0,0,0,0,0,0,0,0,210,16,12,0,0,0,0,0,0,3,241,0,0,0,0,0,0
128011529,0,0,0,0,0,0,149,24,0,6,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,162,6,9,0,3,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,473,37,15,0,3,0,3,0,0,4,541,236,3,11,0,0,0,0,0,0,3,257,111,4,0,0,0,0,0,5,0,3,125,21,3,7,0,0,0,4,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,136,7,10,0,0,0,4,4,0,3,171,0,0,0,0,0,0,0,0,0,0,0,373,9,14,0,0,0,6,4,0,11,425,203,0,5,0,0,0,0,0,0,4,212,60,0,0,0,0,0,0,0,0,0,60,15,5,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,76,5,0,0,0,0,0,0,0,4,81,0,0,0,0,0,0
128011530,0,6,0,0,0,0,330,59,12,6,0,0,3,3,4,0,6,97,3,0,0,0,0,0,0,0,0,0,3,351,32,23,5,4,4,3,4,0,7,437,0,0,0,0,0,0,0,0,0,5,5,685,49,31,11,8,8,6,4,0,6,800,302,11,0,0,0,0,0,5,0,7,323,231,0,4,0,0,0,0,0,0,0,240,66,15,17,0,6,3,7,0,0,4,113,0,0,0,0,0,0,0,0,0,0,0,300,18,19,0,6,4,7,0,0,7,355,0,0,0,0,0,0,0,0,0,0,0,596,22,19,0,8,4,11,5,0,14,682,236,0,0,0,0,0,0,0,0,10,251,129,0,0,0,0,0,3,0,0,12,143,70,13,6,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,3,3,199,14,8,0,0,0,3,0,0,12,234,0,0,0,0,0,0
128011531,0,0,3,0,0,8,429,80,6,16,0,0,3,3,4,0,4,114,0,0,0,0,0,0,0,0,0,0,0,478,11,25,0,0,3,9,4,0,12,545,0,0,0,0,0,0,0,0,0,0,0,746,21,30,0,0,3,7,4,0,19,837,250,0,0,0,0,0,0,0,0,0,252,376,0,0,0,0,0,0,0,0,6,389,88,7,17,0,0,4,8,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,467,9,17,0,0,4,8,0,0,9,513,0,0,0,0,0,0,0,0,0,4,4,714,9,16,0,0,9,8,0,0,19,779,218,0,0,0,0,0,0,0,0,6,223,242,6,0,0,0,0,0,0,0,0,246,78,0,0,0,0,0,0,0,0,5,93,4,0,0,0,0,0,0,0,0,0,0,325,7,0,0,0,0,3,0,0,4,345,0,0,0,0,0,0
128011602,0,0,0,0,0,0,136,14,4,4,0,3,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,140,7,10,0,3,0,3,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,320,14,17,3,7,3,5,0,0,9,380,175,0,0,0,0,0,0,0,0,3,183,89,0,0,0,0,0,0,0,0,0,90,23,11,0,7,0,0,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,118,8,0,8,0,0,5,0,0,5,139,0,0,0,0,0,0,0,0,0,0,4,293,9,4,8,5,0,5,0,0,9,329,125,0,0,0,0,0,0,0,0,0,129,40,3,0,0,0,0,0,0,0,0,38,23,4,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,58,6,0,5,0,0,0,0,0,0,64,0,0,0,0,0,0
128011603,0,0,0,0,0,0,75,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,87,4,0,0,0,0,3,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,294,17,0,0,0,0,3,4,0,0,319,195,0,0,0,0,0,0,0,0,3,196,91,0,0,0,0,0,0,0,0,0,87,11,6,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,101,3,0,0,0,0,6,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,296,4,5,0,0,0,6,0,0,4,309,131,0,0,0,0,0,0,0,0,0,139,55,0,0,0,0,0,0,0,0,0,58,21,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
128011604,0,0,0,0,0,0,169,18,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,168,12,12,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,676,34,21,6,0,0,6,5,0,12,758,412,7,3,0,0,4,4,0,0,13,447,117,0,0,0,0,3,0,0,0,0,122,18,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,3,4,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,552,7,6,0,6,4,4,0,0,14,590,250,0,0,0,0,0,0,0,0,3,264,61,0,0,0,0,0,0,0,0,0,66,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
128011605,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,84,4,0,0,0,0,0,0,0,0,91,56,0,0,0,0,0,0,0,0,0,56,18,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,5,78,27,0,0,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
128011606,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,50,5,4,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,212,9,4,0,0,0,0,0,0,0,226,133,0,5,0,0,0,5,0,0,5,142,73,0,0,0,0,0,0,0,0,0,73,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,209,0,4,0,0,0,5,0,0,4,229,86,0,0,0,0,0,0,0,0,0,87,50,0,0,0,0,0,0,0,0,0,46,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,5,57,0,0,0,0,0,0
128021533,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,114,4,0,0,0,0,3,0,0,0,125,94,0,0,0,0,0,0,0,0,0,97,14,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,111,3,3,0,0,0,0,0,0,4,120,82,4,0,0,0,0,0,0,0,3,85,12,0,0,0,0,0,0,0,0,0,14,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0
128021534,0,0,0,0,0,6,327,40,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,356,5,0,0,0,0,0,0,0,6,374,0,0,0,0,0,0,0,0,0,0,0,600,3,5,0,0,0,0,0,0,11,628,219,0,0,0,0,0,0,0,0,4,219,316,0,0,0,0,0,0,0,0,0,318,52,9,0,3,0,3,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,367,9,0,3,0,3,0,0,0,4,391,0,0,0,0,0,0,0,0,0,0,0,582,9,0,5,0,3,0,0,0,7,616,88,0,0,0,0,0,0,0,0,0,91,99,0,0,0,0,0,0,0,0,0,99,50,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0
128021535,0,0,0,0,0,0,318,37,3,6,0,0,0,9,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,347,9,7,0,0,0,9,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,807,27,13,0,0,0,9,0,0,7,870,349,4,0,0,0,0,0,0,0,9,361,256,3,0,0,0,0,3,0,0,4,272,36,0,8,0,0,0,5,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,298,10,8,0,0,0,8,0,0,4,329,0,0,0,0,0,0,0,0,0,0,0,640,13,8,0,0,4,8,0,0,12,688,198,5,0,0,0,0,0,0,0,3,203,97,0,3,0,3,0,4,0,0,0,106,38,5,3,0,3,0,5,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,135,9,9,0,3,4,6,0,0,0,167,0,0,0,0,0,0
128021536,0,0,0,0,0,3,236,34,8,4,6,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,260,14,8,6,0,0,0,0,0,3,291,0,0,0,0,0,0,0,0,0,0,0,707,33,8,6,0,3,3,0,3,10,770,355,4,3,0,0,3,0,0,0,6,375,178,6,0,0,0,0,0,0,0,0,186,27,6,18,0,0,0,5,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,215,8,19,6,0,0,5,4,0,0,257,0,0,0,0,0,0,0,0,0,0,0,566,17,23,6,0,3,6,4,0,6,628,225,0,0,0,0,0,0,5,0,7,239,93,0,0,0,0,0,0,0,0,0,94,28,4,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,118,4,0,0,0,0,0,0,0,7,137,0,0,0,0,0,0
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,0,3,3,0,0,3,266,46,7,9,5,0,5,10,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,263,32,15,9,8,13,11,0,5,8,359,0,0,0,0,0,0,0,0,0,0,0,628,52,21,8,8,9,11,0,5,15,760,275,4,5,0,0,0,0,0,0,6,288,160,6,3,0,4,0,0,0,0,4,175,48,15,14,0,0,4,4,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,210,17,16,0,6,4,4,0,0,10,274,0,0,0,0,0,0,0,0,0,3,3,482,24,19,0,6,4,7,0,0,22,573,230,3,3,0,0,0,0,0,0,6,246,69,0,0,0,0,0,0,0,0,3,74,47,9,7,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,112,3,7,0,0,0,0,0,0,3,130,4,0,0,0,0,0
128021607,0,0,0,0,0,0,82,13,7,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,86,3,5,0,4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,364,19,7,0,4,0,0,0,0,4,396,207,0,4,0,0,0,0,0,0,0,213,65,0,0,0,0,0,0,0,0,0,72,12,3,7,0,0,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,84,8,7,0,0,5,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,292,11,7,0,0,5,0,0,0,5,314,204,3,0,0,0,0,0,0,0,3,214,34,0,0,0,0,0,0,0,0,4,43,8,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0
