SA2_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
101041017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,17,21,24,3,78,16,41,32,65,25,40,54,37,7,314,182,491,359,808,484,688,740,431,199,4384,0,0,0,0,0,0,0,0,0,0,359,841,669,1243,785,989,1037,527,232,6678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,5,0,18,0,0,0,4,0,0,5,0,0,9,0,0,0,8,10,5,0,0,0,24,0,0,0,0,3,0,7,9,0,23,0,0,0,0,0,0,0,0,0,3,0,3,4,16,40,104,139,80,27,418,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,11
101041018,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,14,16,16,0,78,14,28,19,69,47,58,57,48,41,371,180,413,345,753,558,805,872,510,203,4646,0,0,0,0,0,0,0,0,0,0,331,763,644,1127,835,1084,1192,591,192,6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,6,0,0,10,0,0,17,0,0,0,4,0,0,0,4,0,7,0,0,0,8,7,6,0,0,0,26,0,0,0,0,0,4,18,21,8,58,0,0,0,0,0,0,0,0,0,4,0,3,4,24,29,84,152,114,36,448,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,10
101041019,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,4,4,12,5,10,5,0,0,44,13,31,33,66,35,59,35,33,50,346,200,528,440,936,568,752,607,356,169,4560,0,0,0,0,0,0,0,0,0,0,400,1028,752,1490,891,1146,929,524,185,7348,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,19,29,54,66,54,13,249,0,0,0,3,0,0,3,0,0,7,0,0,0,3,0,3,0,4,0,10
101041020,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,5,0,0,46,6,21,22,65,70,99,53,21,8,371,186,525,380,855,675,1031,722,248,61,4686,0,0,0,0,0,0,0,0,0,0,407,1002,765,1409,1008,1529,1163,362,93,7727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,17,43,110,143,51,6,384,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,19,9,23,6,30,20,18,12,11,8,133,80,216,147,354,242,320,318,201,97,1968,0,0,0,0,0,0,0,0,0,0,141,363,287,555,364,498,498,249,125,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,6,18,32,54,37,14,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,7,5,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,7,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,6,0,14,14,16,13,31,9,25,31,15,10,161,92,169,130,302,193,293,318,184,76,1757,0,0,0,0,0,0,0,0,0,0,142,335,261,436,338,426,473,209,83,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,29,39,31,8,118,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,10
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,15,8,19,23,42,32,33,31,15,0,205,80,149,146,302,252,336,319,114,14,1722,0,0,0,0,0,0,0,0,0,0,120,289,277,494,383,519,491,167,20,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,34,44,28,6,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041025,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,19,9,13,26,20,10,97,6,23,36,39,42,61,59,44,32,342,200,553,438,1029,699,1038,1101,649,264,5977,0,0,0,0,0,0,0,0,0,0,395,1042,817,1625,1085,1464,1562,887,281,9158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,22,0,0,0,0,3,0,3,0,0,13,0,0,0,4,8,0,0,0,0,15,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,4,5,35,51,123,216,124,52,609,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,21
101041026,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,8,7,3,43,6,38,29,60,47,70,70,39,20,383,126,370,306,679,549,867,821,425,164,4307,0,0,0,0,0,0,0,0,0,0,295,713,570,1144,809,1272,1242,565,183,6785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,17,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,4,14,18,100,129,89,25,378,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,12
101041027,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,21,13,8,73,23,35,22,87,46,60,90,33,16,422,210,411,266,790,553,929,1136,503,284,5082,0,0,0,0,0,0,0,0,0,0,345,781,548,1212,811,1316,1612,702,320,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,10,5,0,32,0,0,0,0,3,3,0,9,0,10,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,3,3,8,0,15,0,0,0,0,0,0,3,0,0,5,3,4,3,20,27,117,202,120,44,535,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,7
101051539,0,0,0,9,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,7,0,9,15,53,12,16,22,17,4,137,29,100,66,177,70,75,89,65,37,699,680,1500,1248,3075,1467,1527,1460,933,470,12355,0,0,0,9,0,0,0,0,0,9,1369,2739,2388,4923,2434,2530,2171,1337,577,20465,0,3,0,20,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,3,0,19,0,0,0,0,0,22,0,0,0,11,4,0,0,0,0,10,0,0,0,3,0,0,0,4,0,15,0,0,0,3,5,0,3,0,0,11,0,0,9,62,11,24,12,4,0,124,0,0,0,0,0,4,4,0,0,14,0,0,0,3,0,0,0,3,0,14,0,9,8,57,44,98,128,96,33,466,0,0,3,24,15,8,3,0,0,55,0,0,4,0,6,0,6,0,0,20
