SA2_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
111031226,6573,..,..,..,..,6573,..,21,0,21,0,21,..,110,16,127,0,127,..,13,0,11,0,11,..,23,12,33,0,38,..,97,18,115,0,118,..,0,0,0,0,0,..,122,29,157,6,155,..,11,0,14,0,16,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,15,0,15,..,24,0,30,0,30,..,20,4,23,0,19,..,42,0,42,0,44,..,16,4,15,0,15,..,40,0,45,0,45,..,17,0,17,0,17,..,37,0,40,6,45,..,14,0,13,0,13,..,213,10,225,8,232,..,15,0,15,0,15,..,3,0,7,0,5,..,3,0,3,0,3,..,40,12,44,0,44,..,52,9,61,0,61,..,185,22,203,3,203,..,17,0,17,0,17,..,22,0,21,0,21,..,8,3,11,0,12,..,5,0,0,0,0,..,11,0,11,0,11,..,23,4,21,0,22,..,25
111031227,6532,..,..,..,..,6532,..,0,0,0,0,0,..,15,3,13,0,13,..,6,0,3,0,3,..,17,3,24,0,24,..,44,19,65,0,65,..,0,6,3,0,3,..,68,28,95,0,95,..,8,5,16,0,16,..,11,0,11,0,11,..,17,0,17,0,16,..,17,4,20,0,26,..,12,3,14,0,14,..,0,0,0,0,0,..,21,0,21,0,22,..,13,0,13,0,13,..,6,0,5,0,5,..,8,0,8,0,8,..,27,0,29,0,29,..,0,0,0,0,0,..,88,3,94,0,94,..,20,4,26,0,26,..,12,0,12,0,12,..,3,0,3,0,3,..,7,0,10,0,10,..,38,8,44,0,44,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,13,0,12,0,12,..,0,0,0,0,0,..,3,3,11,0,11,..,10,3,13,0,13,..,10
111031228,6524,..,..,..,..,6524,..,6,0,6,0,6,..,6,0,9,0,9,..,0,0,0,0,0,..,15,3,17,0,17,..,12,0,17,0,17,..,0,0,0,0,0,..,31,3,35,0,35,..,0,0,0,0,0,..,16,0,22,0,22,..,16,0,16,0,16,..,42,4,42,0,42,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,30,0,30,..,37,3,43,0,45,..,5,0,11,0,11,..,4,0,8,0,8,..,5,0,6,0,6,..,16,0,15,0,15,..,7,0,7,0,7,..,4,0,4,0,4,..,13,0,13,0,13,..,25,0,22,0,22,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111031229,5380,..,..,..,..,5380,..,6,0,6,0,6,..,37,7,45,0,45,..,6,0,6,0,6,..,16,0,21,0,21,..,31,3,36,0,36,..,4,0,5,0,5,..,45,12,56,0,56,..,0,3,5,0,5,..,18,0,18,0,18,..,29,0,30,0,31,..,9,0,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,19,0,21,0,21,..,8,0,8,0,8,..,6,0,6,0,6,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,57,0,64,0,64,..,32,0,35,0,35,..,15,8,22,0,22,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,8,0,8,..,0,0,0,0,0,..,13,0,13,0,12,..,9,0,9,0,9,..,17,0,22,0,23,..,6,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,8
111031230,9,..,..,..,..,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111031231,4342,..,..,..,..,4342,..,7,0,8,0,8,..,103,26,130,0,130,..,9,0,9,0,9,..,49,10,61,0,61,..,123,98,223,0,222,..,8,3,11,0,11,..,178,113,287,0,289,..,0,0,0,0,0,..,8,0,11,0,11,..,8,0,8,0,8,..,4,0,4,0,4,..,35,0,39,0,39,..,15,0,15,0,15,..,33,0,33,0,33,..,42,0,42,0,42,..,52,4,50,0,51,..,13,0,13,0,13,..,138,0,142,0,136,..,12,0,12,0,12,..,331,9,337,3,335,..,12,0,13,0,13,..,6,0,10,0,10,..,4,0,4,0,4,..,18,5,23,0,23,..,11,0,16,0,16,..,10,0,10,0,10,..,23,0,27,0,27,..,4,0,5,0,5,..,10,0,10,0,10,..,5,0,5,0,5,..,10,0,11,0,11,..,11,0,11,0,11,..,11
111031232,3955,..,..,..,..,3955,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,10,..,0,0,0,0,0,..,9,0,9,0,12,..,6,0,6,0,6,..,10,0,10,0,10,..,8,0,8,0,7,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
111031233,8377,..,..,..,..,8377,..,13,0,13,0,13,..,70,17,89,0,90,..,8,0,8,0,8,..,29,4,36,0,36,..,77,52,132,0,132,..,0,0,3,0,3,..,113,52,166,0,166,..,12,3,14,0,14,..,7,0,7,0,7,..,17,0,14,0,14,..,27,3,29,0,29,..,37,7,37,0,37,..,3,0,3,0,3,..,24,0,24,0,24,..,30,6,35,0,35,..,38,5,40,0,40,..,9,0,9,0,9,..,54,0,58,0,56,..,3,0,3,0,0,..,196,10,210,3,211,..,32,4,33,0,33,..,12,0,12,0,12,..,0,0,0,0,0,..,32,18,44,0,44,..,105,13,116,0,116,..,20,0,19,0,19,..,14,0,17,0,21,..,18,0,24,0,24,..,4,0,4,0,4,..,9,3,7,0,7,..,8,0,8,0,8,..,28,8,32,0,33,..,14
111031234,5232,..,..,..,..,5232,..,4,0,4,0,4,..,23,0,21,0,21,..,9,0,9,0,9,..,14,7,20,0,20,..,35,18,54,0,54,..,0,0,0,0,0,..,50,24,73,0,73,..,16,3,19,0,19,..,10,0,7,0,7,..,14,3,11,0,11,..,18,0,21,0,24,..,17,0,17,0,17,..,5,0,5,0,5,..,9,0,9,0,9,..,43,0,43,0,43,..,17,0,17,0,17,..,0,0,0,0,0,..,35,0,38,0,38,..,0,0,0,0,0,..,123,0,129,0,129,..,27,0,32,3,33,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,30,0,30,0,30,..,7,0,3,0,3,..,6,0,6,0,6,..,11,3,14,0,14,..,8,0,8,0,8,..,7,0,9,0,9,..,9,0,15,0,15,..,7,6,12,0,14,..,9
111031235,4006,..,..,..,..,4006,..,3,0,3,0,3,..,8,0,8,0,8,..,5,0,5,0,5,..,4,0,10,0,10,..,13,0,12,0,14,..,0,0,0,0,0,..,17,5,19,0,21,..,4,0,4,0,4,..,16,0,15,0,19,..,17,0,17,0,17,..,11,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,8,0,8,0,8,..,5,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,51,0,50,0,50,..,12,0,12,0,12,..,5,3,8,0,8,..,0,0,0,0,0,..,0,5,4,0,4,..,8,4,12,0,15,..,5,0,0,0,0,..,0,4,6,0,6,..,3,0,3,0,3,..,12,0,12,0,12,..,4,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0
112011236,7793,..,..,..,..,7793,..,0,0,0,0,0,..,7,0,7,0,7,..,14,0,14,0,14,..,10,3,12,0,12,..,7,3,15,0,15,..,5,0,5,0,5,..,22,9,22,0,22,..,4,0,4,0,4,..,16,0,14,5,19,..,15,0,15,0,22,..,3,0,3,0,8,..,3,0,3,0,3,..,6,0,10,0,10,..,16,0,16,0,16,..,11,0,10,0,10,..,42,6,47,0,47,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,84,6,93,0,93,..,26,0,25,0,25,..,20,0,20,0,20,..,0,0,0,0,0,..,0,3,6,0,6,..,3,0,3,0,3,..,10,0,10,0,11,..,0,0,6,0,6,..,6,0,6,0,6,..,23,0,24,0,24,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3
112011237,8187,..,..,..,..,8187,..,16,4,12,0,12,..,4,0,4,0,4,..,8,0,8,0,12,..,3,0,6,0,6,..,12,0,12,0,12,..,0,0,3,0,3,..,18,5,21,0,21,..,0,0,0,0,0,..,17,0,17,0,17,..,19,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,11,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,27,0,24,0,24,..,29,0,33,0,33,..,7,0,7,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5
112011238,2786,..,..,..,..,2786,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,19,4,30,7,27,..,19,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,13,..,18,0,15,0,15,..,13,7,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112011239,3551,..,..,..,..,3551,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,9,0,11,0,11,..,4,0,4,0,4,..,30,0,28,0,28,..,54,0,58,0,58,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,18,0,18,..,37,0,38,0,38,..,14,6,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,5,34,0,34,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112011240,4128,..,..,..,..,4128,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,5,0,5,..,0,0,6,0,6,..,13,0,12,0,12,..,0,0,0,0,0,..,67,3,73,0,73,..,54,0,54,0,52,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,82,3,88,0,87,..,27,11,36,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,70,0,74,0,74,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112011241,2477,..,..,..,..,2477,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112011242,4068,..,..,..,..,4068,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,29,4,29,0,29,..,19,0,19,0,21,..,9,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,14,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,17,0,20,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112011243,3413,..,..,..,..,3413,..,0,0,0,0,0,..,0,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,38,0,38,0,38,..,69,0,69,0,70,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,23,0,23,0,23,..,15,4,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,21,0,21,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6
112021244,5310,..,..,..,..,5310,..,4,0,4,0,4,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,8,0,9,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8
112021245,3200,..,..,..,..,3200,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,3,..,4,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112021246,5669,..,..,..,..,5669,..,6,0,6,0,6,..,13,0,17,0,15,..,21,5,22,0,22,..,9,0,5,0,5,..,17,4,21,0,19,..,0,0,0,0,0,..,24,3,28,0,28,..,0,0,0,0,0,..,12,0,13,0,13,..,16,0,16,0,16,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,32,3,33,0,33,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,65,4,64,0,64,..,34,0,33,0,36,..,10,0,9,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,4,0,4,..,7,0,5,0,5,..,0,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10
112021247,3297,..,..,..,..,3297,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,6,..,0,0,0,0,0,..,3,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,6,5,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
112021248,6516,..,..,..,..,6516,..,4,0,4,0,4,..,9,0,3,0,3,..,17,0,18,0,18,..,9,0,9,0,9,..,16,3,16,0,16,..,0,0,0,0,0,..,25,3,25,0,25,..,4,0,4,0,4,..,25,0,25,0,25,..,27,0,28,0,28,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,19,0,19,0,19,..,28,0,30,0,30,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,71,0,73,0,73,..,32,3,37,0,37,..,15,0,14,0,14,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,0,0,0,..,5
112021249,6983,..,..,..,..,6983,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,23,0,23,0,23,..,54,0,55,0,59,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,14,0,17,..,22,0,22,0,22,..,9,7,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
112031250,6545,..,..,..,..,6545,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,4,11,..,3,3,6,0,6,..,7,3,6,0,6,..,0,0,0,0,0,..,12,7,11,0,11,..,0,0,0,0,0,..,18,0,18,0,18,..,14,0,14,0,14,..,7,0,7,0,7,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,6,23,0,23,..,15,0,15,0,15,..,13,4,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,30,0,30,0,30,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7
