SA2_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
101031016,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,8,12,27,29,33,23,11,145,5,17,13,24,30,33,23,11,159,510,591,412,550,503,354,127,28,3075,51,72,29,38,39,36,9,0,277,565,683,459,616,565,425,161,44,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,5,5,0,30,0,0,8,12,5,5,5,0,31,475,573,442,541,461,288,120,44,2945,43,76,34,34,38,26,5,4,255,522,646,477,587,507,316,129,52,3232,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,0,0,16,3,12,18,34,30,41,23,11,177,9,18,23,37,36,41,23,11,191,983,1162,856,1095,967,640,243,73,6018,92,145,68,71,77,60,19,6,535,1081,1326,939,1198,1069,738,289,88,6741
101041017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,12,26,41,99,62,45,290,0,10,12,21,42,99,62,45,293,359,311,349,449,549,610,299,79,2997,39,27,19,37,44,35,27,5,236,397,350,386,511,631,743,391,126,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,10,7,8,45,0,0,6,9,12,10,7,8,51,324,370,368,453,649,684,389,178,3409,32,31,35,29,33,43,37,12,248,359,406,406,484,688,740,431,199,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,18,26,50,114,65,48,339,5,11,18,28,51,114,65,48,340,682,683,716,899,1195,1292,688,255,6409,73,61,57,64,70,75,68,14,492,758,751,790,1000,1323,1484,823,319,7241
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,8,4,18,31,112,84,35,294,0,8,4,20,36,112,84,35,303,344,320,315,446,549,658,348,86,3069,31,25,33,52,37,52,38,23,290,379,359,355,522,626,826,465,138,3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,8,0,41,0,0,0,7,14,12,8,0,44,317,309,376,508,752,811,456,162,3699,25,33,30,35,38,47,51,42,305,345,343,413,558,805,872,510,203,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,8,3,26,37,129,93,35,337,0,8,3,26,48,129,93,35,348,662,629,697,956,1303,1475,800,243,6762,60,61,62,87,77,100,87,60,602,725,700,763,1073,1432,1703,976,345,7714
101041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,19,44,61,39,24,192,0,13,3,19,44,61,39,24,194,373,378,427,455,587,476,283,72,3042,28,34,32,27,40,32,35,24,245,399,420,465,501,664,565,349,120,3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,13,4,0,0,30,0,5,3,9,13,4,0,0,31,406,408,468,528,702,573,325,117,3526,34,27,34,33,39,28,28,52,275,440,430,508,568,752,607,356,169,3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,22,48,64,39,24,223,0,16,8,22,48,64,39,24,221,777,777,899,988,1292,1047,604,189,6568,64,56,69,56,74,59,63,74,520,839,847,968,1066,1413,1178,704,287,7313
101041020,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,9,0,11,14,32,56,98,27,19,257,0,14,19,34,64,98,27,19,268,414,328,382,500,831,758,228,30,3471,57,43,27,50,81,67,21,7,357,470,384,430,584,970,917,274,60,4100,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,21,8,3,0,53,0,4,8,9,22,8,3,0,60,347,368,420,608,926,676,223,47,3612,33,26,33,60,84,36,19,6,291,380,394,457,675,1031,722,248,61,3965,0,0,0,0,3,0,0,0,6,0,6,0,0,5,0,0,0,13,5,11,24,40,76,107,34,22,312,5,15,30,41,81,107,34,22,325,760,693,805,1110,1756,1431,444,83,7085,88,68,59,109,166,102,46,19,651,854,778,896,1259,1999,1641,525,121,8063
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,24,46,36,26,152,0,0,8,13,25,46,36,26,158,156,132,158,181,251,271,102,38,1298,12,9,18,15,10,21,6,4,88,169,148,179,213,292,334,148,65,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,5,21,0,0,0,5,6,7,0,5,21,143,140,185,221,305,288,190,82,1559,10,14,17,10,11,18,13,5,92,147,155,197,242,320,318,201,97,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,25,48,40,33,175,0,3,4,18,31,48,40,33,183,303,272,339,405,558,562,289,123,2861,15,23,30,30,29,43,18,6,180,321,296,380,452,610,651,350,163,3222
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,3,0,16,0,0,0,0,0,0,0,0,9,0,0,4,0,9,10,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,3,0,32,0,0,0,0,5,0,0,0,5,0,0,0,9,10,18,3,0,39
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,17,34,15,9,92,0,5,0,7,17,34,15,9,92,139,91,111,186,219,258,121,38,1169,18,13,15,16,17,22,14,19,137,165,109,128,207,251,317,152,60,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,22,0,0,0,0,5,9,0,0,22,113,131,140,186,269,282,161,57,1340,14,16,11,12,21,24,17,15,133,130,153,151,193,293,318,184,76,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,23,43,17,8,109,0,3,5,10,23,43,17,8,109,257,224,252,371,482,539,284,89,2502,34,33,23,32,36,47,32,29,270,289,260,283,409,548,631,327,136,2883
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,11,16,44,22,4,99,0,6,0,10,19,44,22,4,107,146,120,136,198,308,275,116,15,1314,24,9,11,24,30,30,15,0,151,174,136,155,228,361,348,149,19,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,3,0,3,0,0,9,122,125,148,220,301,289,102,17,1324,25,12,20,29,29,28,15,0,165,146,137,163,252,336,319,114,14,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,7,10,16,44,22,4,105,0,11,7,10,23,44,22,4,110,272,243,280,411,612,565,215,35,2639,48,21,35,55,58,57,35,0,311,321,269,324,478,694,665,272,42,3064
101041025,0,0,0,0,0,0,0,0,6,0,3,5,3,0,0,0,0,8,3,15,16,28,48,121,117,38,380,0,17,22,29,47,121,117,38,392,451,446,419,588,757,875,449,119,4101,26,29,22,46,34,51,42,31,277,477,487,458,665,837,1047,606,188,4771,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,19,10,14,5,6,58,0,8,3,19,10,14,5,6,59,396,458,513,652,978,1036,589,229,4863,39,26,21,38,50,54,50,27,298,438,489,541,699,1038,1101,649,264,5219,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,7,3,11,18,43,52,134,123,43,440,6,19,21,47,57,134,123,43,452,848,902,940,1244,1736,1914,1038,347,8964,64,53,37,80,84,106,92,56,574,916,977,996,1366,1877,2149,1252,453,9992
101041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,16,45,89,50,28,253,0,10,9,18,49,89,50,28,266,305,283,314,401,679,712,327,67,3091,47,23,31,41,67,70,26,17,329,355,323,357,458,799,876,404,108,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,12,10,0,4,27,0,6,7,0,14,10,0,4,35,270,299,323,504,794,756,389,131,3474,36,17,32,42,58,59,29,34,307,306,321,364,549,867,821,425,164,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,13,17,18,54,96,56,32,286,0,13,18,18,64,96,56,32,301,578,583,640,903,1474,1471,713,196,6558,79,41,65,85,126,131,59,46,635,661,642,716,1011,1663,1699,827,276,7490
