SA2_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
109021179,0,0,..,7,0,7,0,7,..,24,0,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,10,9,11,4,11,..,17,9,21,4,23,..,5,0,5,0,5,..,0,0,0,0,0,..,0,4,8,0,8,..,0,0,0,0,0,..,7,0,4,0,4,..,26,6,28,0,28,..,97,30,130,4,132,..,9,0,9,232,239,1339,107,36,141,234,1712,2800,..,..,..,..,2800,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,5,8,0,8,..,19,35,53,0,53
109031180,0,0,..,5,0,5,0,5,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,6,0,6,..,10,0,13,0,13,..,4,0,4,0,4,..,22,3,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,7,0,7,..,0,0,0,0,0,..,5,0,3,0,3,..,8,0,9,0,12,..,68,16,75,0,79,..,5,0,11,150,157,2641,72,11,90,151,2883,5130,..,..,..,..,5130,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,20,6,24,0,24
109031181,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,24,0,24,..,58,9,67,0,67,..,8,0,8,277,286,3209,69,9,78,277,3564,6523,..,..,..,..,6523,..,0,0,0,0,0,..,3,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,6,3,10,0,10
109031182,0,0,..,24,0,23,0,23,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,16,0,16,5,17,..,112,12,121,5,121,..,7,0,7,321,326,3191,112,12,121,327,3637,6160,..,..,..,..,6160,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,12,3,15,0,15,..,7,0,7,0,7
109031183,0,0,..,3,4,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,6,15,0,15,..,4,0,4,0,4,..,13,0,13,0,13,..,0,5,7,0,7,..,33,4,44,0,44,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,92,15,105,0,105,..,0,0,0,256,263,2944,95,15,100,256,3306,6083,..,..,..,..,6083,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,0,0,0,..,3,0,3,0,3
109031184,0,0,..,19,4,25,0,25,..,9,0,9,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,14,0,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,12,..,21,4,24,0,24,..,97,13,108,0,115,..,6,0,6,202,210,3250,104,13,117,203,3572,6296,..,..,..,..,6296,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,8,0,8,..,10,3,9,0,9
109031185,0,0,..,18,0,21,0,21,..,16,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,10,..,0,0,0,0,0,..,23,0,23,0,26,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,5,0,3,0,3,..,27,0,26,0,31,..,140,12,156,4,164,..,13,0,13,466,478,4295,153,14,170,470,4932,8519,..,..,..,..,8519,..,6,0,6,0,6,..,17,0,23,0,26,..,16,0,16,0,16,..,13,4,20,0,20,..,3,7,8,0,8
110011186,0,5,..,311,18,335,5,337,..,14,0,14,0,14,..,26,0,27,0,27,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,23,0,28,0,28,..,26,0,26,0,26,..,3,0,3,0,3,..,13,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,34,0,34,..,9,0,9,0,9,..,36,0,36,0,36,..,10,0,10,0,10,..,94,0,97,0,97,..,40,0,46,0,46,..,14,0,14,0,14,..,13,4,17,0,17,..,4,0,4,0,4,..,43,10,46,0,46,..,314,145,465,4,471,..,1239,218,1453,12,1463,..,60,22,84,1197,1281,9869,1298,238,1536,1207,12607,18828,..,..,..,..,18828,..,17,0,17,0,17,..,113,16,127,0,127,..,39,0,44,0,43,..,50,16,66,0,66,..,138,22,161,0,164
110011187,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,18,6,25,0,25,..,63,14,75,0,76,..,5,0,8,253,265,1858,65,16,84,260,2204,3815,..,..,..,..,3815,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,10,27,0,28
110011188,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,5,0,7,0,7,..,13,0,14,0,14,..,79,3,84,0,84,..,6,0,6,165,171,2804,86,3,91,165,3052,5417,..,..,..,..,5417,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,15,0,15
110011189,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,31,0,31,0,31,..,7,0,6,155,160,1367,36,0,37,155,1557,2759,..,..,..,..,2759,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,6,0,4,0,4
110021190,0,0,..,26,0,26,0,26,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,7,30,0,34,..,114,11,122,0,127,..,20,0,20,424,445,3949,131,12,146,423,4518,7718,..,..,..,..,7718,..,8,0,8,0,8,..,3,0,3,0,3,..,5,0,7,0,7,..,3,0,3,0,3,..,11,7,13,0,13
110021191,0,0,..,15,0,15,0,15,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,21,9,25,0,25,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,32,0,32,0,32,..,6,0,7,0,4,..,54,0,54,0,55,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,15,3,20,0,20,..,76,6,84,0,88,..,262,31,294,3,299,..,11,5,15,500,515,5441,272,34,308,503,6251,10449,..,..,..,..,10449,..,4,0,4,0,4,..,9,0,10,0,10,..,11,0,11,0,11,..,8,4,9,0,9,..,23,17,40,0,45
110021192,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,11,..,33,0,35,0,40,..,5,0,5,253,253,2232,38,0,42,253,2528,4569,..,..,..,..,4569,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,4,4,0,4,..,0,0,0,0,0
110021193,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,15,0,15,..,27,3,32,0,32,..,10,0,9,244,252,2573,40,0,38,244,2862,5135,..,..,..,..,5135,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3
110021194,0,0,..,10,0,11,0,11,..,12,0,9,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,17,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,26,5,31,..,87,10,95,8,103,..,17,0,17,317,336,3038,104,10,114,320,3482,5968,..,..,..,..,5968,..,15,0,15,0,15,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,4,0,4,..,4,0,4,0,4
110031195,0,6,..,31,0,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,11,4,12,0,12,..,12,0,12,0,12,..,6,0,6,0,6,..,9,0,9,0,9,..,4,0,4,0,4,..,27,0,27,0,27,..,0,0,0,0,0,..,8,0,8,0,8,..,10,5,10,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,40,0,40,0,40,..,178,11,189,0,184,..,14,3,18,703,715,3092,189,14,199,699,3996,6087,..,..,..,..,6087,..,8,0,8,0,8,..,6,0,6,0,6,..,32,0,32,0,32,..,24,6,27,0,31,..,3,3,12,0,12
110031196,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,19,0,20,..,53,5,57,3,65,..,4,0,4,629,629,1905,57,5,61,627,2594,3909,..,..,..,..,3909,..,20,0,22,0,22,..,0,0,0,0,0,..,14,7,20,0,20,..,0,0,0,0,0,..,11,0,10,0,10
110031197,0,0,..,20,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,27,0,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,14,4,16,3,20,..,97,6,106,3,112,..,3,0,3,249,256,3120,101,6,113,252,3489,6143,..,..,..,..,6143,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,5,3,0,5,..,13,9,25,0,25
110031198,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,14,..,28,9,35,0,36,..,0,0,0,305,309,1883,27,9,36,309,2226,3892,..,..,..,..,3892,..,7,0,7,0,7,..,5,0,5,0,8,..,4,0,4,0,4,..,3,0,3,0,3,..,7,0,9,0,9
110041199,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,10,..,8,0,7,0,7,..,18,0,18,0,22,..,4,0,4,0,4,..,43,0,42,0,41,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,10,0,10,..,0,0,0,0,4,..,0,0,3,0,3,..,42,3,49,0,54,..,152,21,177,3,185,..,18,3,18,398,415,4355,168,24,198,400,4949,8549,..,..,..,..,8549,..,26,0,33,0,33,..,0,0,0,0,0,..,18,3,19,0,19,..,6,9,10,0,10,..,25,5,25,0,25
110041200,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,33,0,30,0,30,..,3,0,4,202,209,1896,33,3,35,202,2130,3858,..,..,..,..,3858,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,3,14,0,14
110041201,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,38,3,42,0,42,..,98,10,107,0,107,..,11,0,11,401,411,3241,111,10,119,401,3761,6498,..,..,..,..,6498,..,0,0,0,0,0,..,11,0,11,0,11,..,75,0,79,0,79,..,10,8,13,0,13,..,3,0,3,0,3
110041202,0,0,..,83,8,90,3,93,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,14,0,14,..,5,0,5,0,5,..,47,4,47,0,47,..,9,0,9,0,9,..,72,4,76,0,76,..,14,0,14,0,14,..,5,0,5,0,5,..,13,6,11,0,18,..,0,0,0,0,0,..,52,25,75,0,75,..,102,9,116,0,113,..,467,105,574,6,585,..,38,4,44,634,682,9480,510,109,618,646,10749,18672,..,..,..,..,18672,..,14,0,14,0,14,..,24,0,27,0,27,..,93,0,87,0,93,..,44,10,54,0,54,..,92,120,212,0,215
110041203,0,3,..,209,16,225,3,225,..,4,0,5,0,5,..,6,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,45,5,51,0,51,..,3,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,0,32,0,35,..,4,0,4,0,4,..,42,0,43,0,43,..,9,0,9,4,8,..,83,0,85,4,90,..,7,0,7,0,7,..,6,0,6,0,6,..,14,4,16,0,16,..,0,0,0,0,0,..,42,46,82,0,90,..,97,14,114,8,121,..,636,126,761,16,775,..,35,6,41,548,593,7379,672,129,797,563,8747,13860,..,..,..,..,13860,..,10,0,12,0,12,..,47,4,55,0,53,..,37,0,40,4,39,..,13,3,18,0,20,..,72,75,145,6,151
