SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
127031731,436,297,604,411,217,177,147,66,12,2367,3346,2103,4235,2978,1839,1428,1018,472,119,17538
127031732,346,195,217,200,168,169,87,64,39,1485,2773,1781,2001,1780,1592,1601,1185,703,314,13730
127031733,244,162,96,142,120,90,52,43,76,1025,3531,2613,1749,2171,2339,1761,857,451,225,15697
128011529,178,139,111,130,155,117,89,61,32,1012,3548,2246,1787,2389,2726,2319,1626,1090,428,18159
128011530,229,160,187,200,174,125,110,98,52,1335,3631,2241,2746,2933,2680,2256,1861,1462,892,20702
128011531,209,98,89,154,152,118,103,107,151,1181,2722,1796,1436,1885,2278,1984,1745,1648,947,16441
128011602,185,104,152,136,143,93,65,38,16,932,2364,1326,2106,1937,1699,1352,1097,659,324,12864
128011603,187,93,80,88,111,83,58,34,29,763,2660,1550,1134,1605,1794,1695,1410,768,406,13022
128011604,258,185,238,235,259,255,172,122,122,1846,3519,2504,3701,3014,3194,3546,2865,1399,637,24379
128011605,45,24,15,34,29,22,15,7,7,198,679,516,237,352,513,473,364,171,64,3369
128011606,80,72,63,53,63,83,54,22,6,496,1540,1206,1057,1095,1277,1196,937,458,186,8952
128021533,66,36,34,49,48,25,38,38,10,344,1261,762,641,851,926,738,660,491,334,6664
128021534,97,79,49,66,75,69,42,11,5,493,1826,1379,1065,1161,1338,1790,1353,488,152,10552
128021535,192,131,84,116,140,153,88,50,18,972,4020,2875,2072,2552,2964,3047,2204,868,332,20934
128021536,230,116,119,170,176,127,111,68,43,1160,4685,2554,1945,3178,3387,2512,2162,1201,444,22068
128021537,7,5,0,4,0,0,0,0,0,16,12,12,6,8,4,0,0,0,0,42
128021538,218,148,214,191,178,167,115,91,54,1376,3928,2411,3895,3573,2949,2441,1848,1387,804,23236
128021607,187,123,65,108,127,96,91,83,79,959,3847,2105,1565,2627,2404,1686,1619,1166,332,17351
128021608,80,47,33,58,49,33,33,24,14,371,1542,885,700,982,1049,830,767,474,122,7351
128021609,42,38,11,16,44,22,12,5,0,190,632,556,272,352,614,608,364,112,21,3531
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,555,462,763,794,661,469,210,54,14,3982,1260,1357,2187,1859,1678,1648,1055,277,49,11370
201011001,288,160,142,127,152,95,59,50,22,1095,4025,2380,2089,2457,2124,1583,1312,694,172,16836
201011002,112,117,91,95,135,112,99,70,50,881,1782,1551,1326,1340,1660,1650,1495,937,394,12135
201011005,95,110,38,74,72,55,58,18,6,526,1503,946,571,870,1044,991,897,352,85,7259
201011006,235,111,126,106,75,71,56,33,14,827,2276,1409,1975,1287,1122,1022,876,470,232,10669
201011007,82,36,24,18,44,32,30,7,0,273,886,557,340,515,685,633,433,148,27,4224
201011008,265,170,194,153,159,125,97,73,50,1286,2833,1848,2230,1748,1780,1739,1602,1041,514,15335
201011481,144,100,96,94,101,92,77,45,29,778,1528,1042,1426,1183,1081,1239,1114,686,390,9689
201011482,199,126,126,114,128,149,107,52,30,1031,2756,1570,1828,1916,1905,1929,1623,846,367,14740
201011483,215,148,193,89,108,97,87,81,56,1074,2147,1607,1947,1560,1435,1285,1242,689,320,12232
201011484,266,170,168,119,150,113,116,64,33,1199,2163,1596,2022,1520,1415,1581,1504,914,373,13088
201021009,119,56,61,70,83,84,82,29,15,599,1243,623,648,895,957,969,736,370,118,6559
201021010,133,71,48,78,116,112,104,61,24,747,1324,669,657,856,1125,1326,1262,633,236,8088
201021011,137,77,85,99,133,172,173,81,41,998,1278,660,762,1036,1501,1863,1819,771,256,9946
201021012,127,68,54,81,94,77,57,30,6,594,1202,689,545,803,1010,994,754,299,73,6369
201031013,75,35,22,35,51,50,85,37,8,398,508,292,260,299,513,568,685,307,101,3533
201031014,84,61,78,125,137,105,100,49,14,753,672,427,404,531,685,739,739,338,101,4636
201031015,94,64,44,40,80,57,55,23,0,457,945,511,485,573,758,692,637,259,40,4900
201031016,145,73,62,59,81,68,73,77,35,673,1208,778,809,658,946,1109,1296,958,395,8157
201031017,106,61,41,66,98,118,84,59,15,648,794,472,395,471,751,1036,994,494,118,5525
202011018,271,185,235,162,182,166,108,111,118,1538,2263,1934,2339,1657,1828,1865,1644,904,484,14918
202011019,255,128,163,120,116,119,108,56,39,1104,2469,1594,1953,1426,1437,1581,1450,746,300,12956
202011020,190,141,134,113,143,138,115,82,44,1100,2140,1703,1704,1487,1660,1787,1758,1129,619,13987
202011021,152,121,85,84,91,89,42,40,16,720,1653,1470,1253,1138,1125,1154,899,497,254,9443
202011022,365,214,266,187,186,194,179,154,136,1881,3541,2191,2946,2502,2269,2497,2477,1791,840,21054
202011023,80,38,31,51,39,38,26,8,4,315,1359,656,503,834,788,639,521,175,29,5504
202011024,176,92,45,110,93,91,58,39,9,713,2545,1256,984,1536,1479,1151,1110,532,125,10718
202011025,286,143,147,141,120,119,76,42,14,1088,3415,1669,2297,1996,1554,1540,1240,577,156,14444
202021026,134,64,53,83,82,95,71,30,3,615,1731,976,834,1062,1162,1281,910,330,59,8345
202021027,125,117,261,230,212,150,143,133,117,1488,1608,844,1057,1365,1533,1631,1779,1064,472,11353
202021028,126,83,89,103,131,143,141,68,15,899,1275,728,702,910,1323,1756,1618,731,178,9221
202021029,118,57,57,60,105,112,85,52,23,669,733,344,420,468,692,892,864,500,149,5062
202021030,156,98,93,97,138,141,118,67,31,939,1816,946,932,1293,1607,1474,1415,769,311,10563
202021031,99,63,39,65,100,72,68,48,14,568,1541,773,521,1003,1291,1089,1033,535,164,7950
202031032,99,60,56,70,88,108,63,55,11,610,877,485,440,560,687,866,659,294,76,4944
202031033,121,79,61,81,124,181,156,83,73,959,1091,607,590,656,912,1294,1232,611,297,7290
203011034,162,66,61,96,84,50,40,17,8,584,1916,886,888,1145,1071,741,660,327,127,7761
203011035,150,68,62,72,99,95,62,29,3,640,1757,862,830,1117,1183,1173,835,277,65,8099
203011036,119,60,56,87,63,67,62,26,4,544,1233,729,660,868,900,983,796,342,113,6624
203021037,193,124,145,121,114,128,69,63,49,1006,2575,1813,2618,1954,1680,1547,1410,896,526,15019
203021039,128,154,182,139,130,153,110,64,30,1090,1748,1722,2372,1646,1647,1848,1512,732,277,13504
203021040,235,182,212,189,156,132,103,62,36,1307,3827,2352,3578,3153,2635,2422,1779,973,484,21203
203021042,254,297,203,146,162,156,172,85,19,1494,4410,3756,2782,3031,3070,2772,2312,1437,467,24037
203021043,325,270,591,531,346,201,145,48,24,2481,4035,2340,3167,3096,2811,2294,1893,874,315,20825
203021044,178,82,107,86,111,86,91,75,16,832,2405,1470,1630,1630,1671,1644,1518,988,320,13276
203021045,271,179,183,168,186,142,139,101,58,1427,2188,1759,2159,1607,1875,1988,1976,1341,561,15454
203021046,145,82,69,84,87,89,68,30,23,677,2003,1291,1146,1349,1467,1351,1058,580,201,10446
203021047,192,157,154,128,147,113,96,86,35,1108,2443,1710,2290,1842,1944,1767,1907,1285,601,15789
203021485,144,105,113,92,58,36,34,35,12,629,2154,1286,2448,1569,770,682,566,475,346,10296
203021486,421,298,268,218,234,194,127,58,29,1847,3369,2842,2721,2077,2306,2276,1632,847,247,18317
203021487,262,269,232,181,186,147,137,62,62,1538,4508,3410,3873,3276,2869,2438,2254,1376,756,24760
203021488,208,143,192,145,144,115,86,52,24,1109,1428,1146,1550,1064,1105,1095,908,514,235,9045
203031048,224,126,101,127,89,110,133,107,42,1059,2927,1649,1763,1952,1956,2312,2473,1336,431,16799
203031049,78,36,51,47,80,90,116,38,20,556,775,467,538,574,745,1147,1218,570,199,6233
203031051,91,55,40,75,97,164,167,142,83,914,1004,588,627,752,1108,1762,2250,1134,314,9539
203031052,53,21,20,42,40,79,111,74,22,462,639,360,281,420,546,896,1290,776,297,5505
203031053,373,200,175,263,280,198,200,91,80,1860,5390,2426,2438,3910,3495,2771,2586,1178,421,24615
203031489,181,94,93,100,104,90,84,44,17,807,2644,1228,1671,1685,1338,1096,1101,447,124,11334
203031490,234,128,102,153,131,169,191,100,49,1257,3821,1814,1685,2567,2531,2582,2662,1215,515,19392
204011054,83,54,44,59,77,113,102,57,18,607,884,529,553,640,864,1203,1272,661,220,6826
204011055,116,70,63,71,100,135,152,70,29,806,942,546,526,646,782,1182,1322,683,296,6925
204011056,260,175,145,164,183,163,104,70,41,1305,2918,1837,1914,1821,2131,1975,1645,979,354,15574
204011057,179,131,139,149,143,180,140,69,18,1148,1768,960,995,1156,1253,1731,1659,767,239,10528
204011058,74,43,31,48,51,80,66,43,31,467,679,383,389,488,549,769,766,383,140,4546
204011059,140,80,101,88,85,99,81,33,29,736,992,788,791,666,805,949,888,474,217,6570
204011060,67,76,48,51,61,63,45,31,10,452,827,675,559,543,639,655,484,214,53,4649
204011061,14,0,8,6,9,6,6,0,0,49,50,25,19,27,45,41,17,10,0,234
204011062,92,50,36,55,86,104,93,34,8,558,562,367,288,398,566,783,715,399,104,4182
204021063,213,127,129,105,138,143,122,126,66,1169,1507,1045,1114,987,1209,1602,1673,1148,524,10809
204021064,82,30,31,50,61,64,73,30,3,424,569,312,281,369,520,766,682,242,42,3783
204021065,61,38,31,30,46,51,34,33,9,333,667,370,386,417,536,614,627,321,115,4053
204021066,328,178,188,169,190,188,169,139,87,1636,3429,2165,2282,2229,2388,2478,2399,1714,795,19879
204021067,164,95,55,101,110,127,107,66,5,830,1780,902,766,1075,1471,1653,1456,664,156,9923
204031068,55,48,58,85,73,70,47,34,11,481,798,408,367,596,711,792,806,382,127,4987
204031069,122,116,99,79,129,141,119,80,36,921,1353,837,890,1041,1217,1390,1293,668,207,8896
204031070,55,28,34,27,46,38,26,28,3,285,525,326,295,323,483,556,416,212,45,3181
204031071,33,52,27,28,39,61,48,25,15,328,703,463,417,476,596,792,697,409,190,4743
204031072,88,54,45,66,79,92,109,62,41,636,962,482,482,620,759,1107,1024,533,217,6186
204031073,309,186,147,172,170,115,98,53,18,1268,3003,1923,1874,1845,1974,1965,1702,807,300,15393
204031075,82,44,36,50,68,71,43,25,13,432,1063,486,421,611,736,845,629,311,109,5211
204031491,183,127,109,94,73,76,66,31,21,780,3052,1720,1931,1785,1425,1165,1028,455,213,12774
204031492,274,170,182,155,147,168,120,86,33,1335,2628,1733,2044,1806,1797,1901,1765,1076,335,15085
205011076,411,178,204,207,195,204,166,106,38,1709,4050,2026,2700,2268,2223,2452,2307,1318,432,19776
205011077,129,67,46,77,81,126,84,48,13,671,1108,690,571,688,875,1134,954,453,116,6589
205011078,136,71,72,72,77,68,88,57,49,690,1554,859,906,973,1014,1146,1170,547,194,8363
205011079,368,196,247,212,236,183,170,127,54,1793,4269,2547,2986,2661,2828,2872,2653,1634,605,23055
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,279,149,172,125,167,168,175,144,121,1500,2698,1638,1807,1580,1787,2010,2117,1477,567,15681
205021082,132,81,81,90,119,125,131,51,22,832,1388,731,819,862,1093,1421,1264,574,136,8288
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,215,122,112,133,149,169,190,123,52,1265,1566,843,828,1017,1223,1792,2344,1212,337,11162
205021085,118,67,79,75,119,165,153,85,19,880,938,480,519,599,798,1309,1239,647,199,6728
205021086,55,24,21,42,41,76,90,65,22,436,713,440,420,446,730,1237,1732,966,283,6967
205031087,169,102,81,100,108,147,160,95,45,1007,1362,747,662,882,1155,1663,1830,871,272,9444
205031088,0,0,0,6,3,0,3,6,0,18,16,13,5,24,22,21,30,13,4,148
205031089,124,82,72,90,97,140,96,53,21,775,1717,968,1027,1023,1342,1548,1338,634,239,9836
205031090,220,77,80,117,103,120,130,81,41,969,2093,1117,973,1240,1436,1670,1678,949,347,11503
205031091,204,96,106,147,158,233,233,118,54,1349,2099,1028,1157,1450,1644,2385,2477,1174,396,13810
205031092,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
205031093,391,198,198,257,272,319,351,237,106,2329,4045,2215,2388,2777,3151,4251,4679,2466,821,26793
205041094,238,182,125,139,119,153,114,54,20,1144,2174,1359,1319,1375,1475,1902,1527,659,126,11916
205041095,372,197,216,192,219,235,195,109,50,1785,2795,1846,2140,1823,2071,2399,2320,1329,563,17286
205041096,427,239,264,252,244,210,162,113,115,2026,2497,1628,1780,1504,1766,1968,1756,1055,475,14429
205041098,92,40,56,43,50,58,66,17,6,428,885,535,568,564,624,740,566,185,40,4707
205041493,268,154,167,127,124,138,102,90,100,1270,2102,1391,1636,1358,1433,1558,1297,832,393,12000
205041494,226,147,156,164,156,178,137,129,78,1371,3199,1860,2348,2221,1936,2055,1855,992,356,16822
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,20
205051100,66,38,22,32,65,87,80,30,3,423,661,503,356,453,694,957,916,324,54,4918
205051101,276,179,156,160,167,181,171,80,20,1390,2727,1561,1643,1640,1661,2145,2090,983,301,14751
205051102,128,98,412,364,151,101,80,27,5,1366,771,474,832,805,610,619,555,220,50,4936
205051103,226,177,170,161,186,132,127,72,67,1318,2805,1687,1869,1785,1900,1899,1800,1098,465,15308
205051104,81,58,57,73,62,85,88,39,19,562,772,472,466,518,692,1022,1025,475,166,5608
206011106,73,72,253,144,105,68,35,24,11,785,1227,1386,4230,2507,1351,908,586,367,168,12730
206011107,96,94,203,166,94,67,50,43,12,825,1829,1706,3608,2425,1691,1295,913,564,283,14314
206011109,88,77,80,74,101,74,39,38,23,594,1886,1254,1339,1567,1562,1251,735,459,326,10379
206011495,76,71,201,109,80,48,40,22,15,662,1407,1575,3566,2283,1470,1088,747,522,222,12880
206011496,55,94,231,125,93,69,46,31,13,757,1218,1522,4052,2372,1417,1053,700,418,228,12980
206011497,111,86,165,116,113,91,36,35,16,769,1642,1427,2665,2175,1610,1257,892,578,284,12530
206011498,119,88,142,87,113,81,60,30,17,737,2408,1543,2383,2226,2056,1414,1012,644,346,14032
206021110,78,59,89,68,70,60,46,9,0,479,1431,1006,1548,1383,1298,1109,702,351,165,8993
206021112,158,123,210,167,161,95,58,51,22,1045,2796,1856,3825,3334,2675,1852,1233,846,497,18914
206021499,155,97,155,159,132,94,75,44,28,939,2312,1532,2883,2339,2256,1655,1062,706,321,15066
206021500,74,62,145,98,107,63,25,23,6,603,1489,988,2308,1719,1585,980,624,407,203,10303
206031113,205,120,239,170,179,142,70,38,10,1173,2685,1603,2651,2506,2147,1704,1117,556,228,15197
206031115,111,99,211,143,98,83,54,24,18,841,1183,1076,2398,1492,1050,819,653,273,123,9067
206031116,118,118,151,115,135,145,76,56,16,930,2250,1830,3138,2423,2130,1936,1361,752,415,16235
206031501,152,165,112,129,157,115,71,41,38,980,2570,2265,1946,2095,2505,2079,1383,733,479,16055
206031502,94,111,149,112,106,95,73,24,8,772,1696,1547,2268,1801,1597,1453,1094,514,220,12190
206041117,91,343,442,173,121,73,49,39,24,1355,886,5112,5593,1813,1042,855,692,449,217,16659
206041118,95,158,621,292,135,132,75,28,6,1542,1207,1813,6036,2890,1397,1204,695,207,42,15491
206041119,19,34,66,72,54,40,62,18,5,370,289,368,1144,786,552,663,651,324,119,4896
206041120,0,0,0,0,0,0,0,0,0,0,3,9,36,21,11,3,0,0,0,83
206041121,88,61,123,119,92,50,47,19,9,608,1559,1116,2550,2138,1334,959,666,296,134,10752
206041124,42,191,121,69,45,40,24,16,10,558,487,2765,1696,760,446,400,342,245,155,7296
206041125,50,50,118,87,62,60,76,72,84,659,555,559,1516,995,666,658,701,521,241,6412
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,48,224,446,212,122,84,44,16,9,1205,439,2152,3536,1656,805,635,413,174,41,9851
206041504,35,563,612,175,80,47,25,7,0,1544,462,6427,6733,1797,703,419,239,68,17,16865
206041505,60,315,632,274,94,78,34,16,0,1503,531,3751,7163,2368,869,574,291,85,18,15650
206041506,234,278,422,245,146,132,82,25,8,1572,1772,2891,4602,2450,1529,1136,798,338,126,15642
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,43,48,165,107,58,68,42,20,0,551,475,709,2370,1219,613,528,336,171,35,6456
206041509,67,154,442,202,77,47,38,13,0,1040,869,2593,7014,2978,1128,783,526,185,27,16103
206041510,24,101,231,131,75,38,37,3,0,640,560,1220,2976,1300,648,416,226,84,15,7445
206051128,120,95,191,183,136,144,103,64,20,1056,2108,1427,2568,2478,2285,1997,1609,1062,281,15815
206051129,156,85,244,252,192,135,71,41,23,1199,1950,1214,3198,2760,2363,1745,1031,417,143,14821
206051130,149,109,172,220,213,183,132,77,18,1273,2295,1194,2150,2849,2732,2149,1650,922,244,16185
206051134,144,143,348,223,163,95,64,41,19,1240,1917,1638,4389,2924,2016,1373,934,449,176,15816
206051511,19,32,115,58,40,24,0,0,0,288,170,222,775,374,218,117,34,15,0,1925
206051512,99,70,151,128,139,109,72,74,53,895,1343,1015,2422,1993,1670,1374,1001,593,287,11698
206051513,58,86,314,239,150,131,75,27,9,1089,826,993,3916,2396,1462,1176,724,289,75,11857
206051514,90,120,420,235,241,198,129,141,157,1731,1024,1133,3710,2505,1936,1676,1073,525,271,13853
206061135,65,75,87,75,93,44,50,57,27,573,1189,989,1916,1377,1176,901,896,667,221,9332
206061136,99,152,377,235,147,135,84,90,89,1408,1524,2020,6152,3347,2057,1611,1170,837,400,19118
206061138,111,128,139,97,133,127,132,105,73,1045,1417,1504,1885,1372,1543,1699,1760,1244,517,12941
206061515,60,148,405,186,105,82,49,21,3,1059,586,1482,4486,2018,947,734,552,289,98,11192
206061516,93,81,239,131,96,84,66,42,23,855,813,1039,3102,1558,1068,943,747,479,197,9946
206071139,51,61,245,147,73,60,45,16,10,708,733,859,3279,1784,888,692,508,249,97,9089
206071140,64,57,121,71,64,46,43,25,15,506,896,1104,2148,1112,858,809,732,391,141,8191
206071141,138,97,233,139,104,59,32,15,0,817,898,847,3348,1752,1030,661,394,189,67,9186
206071142,158,121,271,182,143,121,83,34,12,1125,1067,994,3072,1841,1197,1108,697,324,135,10435
206071143,106,90,213,128,104,81,77,43,33,875,1563,1288,3163,1964,1549,1247,1042,667,294,12777
206071145,72,59,137,83,88,81,48,25,10,603,1503,845,2023,1675,1270,1113,894,386,139,9848
206071517,72,125,398,187,130,155,65,36,13,1181,1754,1831,5735,2891,2030,1610,1056,574,210,17691
206071518,102,113,279,173,124,108,77,34,29,1039,1274,1496,4328,2309,1552,1292,944,460,202,13857
207011146,73,35,49,50,66,45,35,24,10,387,1585,1014,712,1041,1245,1018,694,420,227,7956
207011147,112,114,77,86,112,94,82,56,53,786,2581,2233,1578,1970,2266,2002,1717,1175,640,16162
207011148,154,155,92,73,180,124,83,53,30,944,3761,3334,1813,2264,3364,2893,1889,1189,615,21122
207011149,183,152,110,139,153,129,101,59,58,1084,3390,3007,2233,2405,2966,2696,2200,1428,912,21237
207011150,133,108,78,87,127,105,66,51,22,777,3185,2398,1562,2070,2615,2232,1556,908,312,16838
207011152,109,122,169,122,111,88,71,56,26,874,2292,2063,3156,2255,1977,1582,1246,787,329,15687
207011154,50,40,37,34,45,35,24,21,0,286,1165,890,657,807,951,865,608,369,166,6478
207011155,115,118,87,76,105,105,93,52,45,796,2545,2387,1331,1654,2420,2199,1826,1008,570,15940
207011519,71,101,137,90,77,71,51,32,14,644,1344,1561,1945,1365,1236,977,825,479,151,9883
207011520,65,103,163,94,82,70,54,36,21,688,1361,1874,2886,1729,1315,1100,884,562,251,11962
207011521,81,99,68,51,82,92,51,42,17,583,1735,1837,1375,1211,1610,1488,1195,773,368,11592
207011522,121,103,94,92,120,108,74,54,41,807,1993,1650,1799,1628,1849,1696,1281,728,418,13042
207021156,71,61,68,61,73,85,58,49,30,556,1627,1296,1260,1354,1556,1477,1120,1092,514,11296
207021157,186,134,184,176,193,136,128,105,49,1291,3482,2848,3879,3472,2927,2841,2435,2027,909,24820
207021159,140,99,82,110,106,129,128,96,87,977,2618,1939,1571,2010,2112,2459,2113,1447,696,16965
207021160,110,80,67,83,102,72,62,89,64,729,2361,1503,1346,1789,2030,1620,1403,1451,693,14196
207021424,87,88,61,79,77,64,88,64,28,636,2608,1843,1578,2049,2000,2149,1790,1170,480,15667
207021425,122,82,84,112,101,99,60,75,28,763,3020,1504,1818,2576,1876,1579,1339,1225,518,15455
207031161,151,144,124,113,140,122,87,79,91,1051,3803,2857,2594,3143,3169,2658,1821,1296,761,22102
207031162,109,81,73,71,89,57,52,25,23,580,1903,1314,1142,1446,1576,1244,1043,789,480,10937
207031163,162,314,401,201,176,138,121,87,113,1713,2825,3758,4879,3067,2762,2197,1665,1019,673,22845
207031164,183,131,131,126,121,115,62,39,22,930,3097,2376,2498,2507,2541,2138,1599,930,442,18128
207031165,95,231,231,89,81,71,60,32,26,916,1489,2609,2381,1387,1329,1112,849,718,456,12330
207031166,47,65,70,52,67,44,49,45,12,451,1461,1341,1592,1360,1367,1183,1015,996,372,10687
207031167,83,63,59,58,73,88,55,30,8,517,1596,1350,1193,1303,1425,1300,1135,543,315,10160
208011168,130,92,46,61,141,113,80,68,27,758,2504,1813,752,1329,2400,2078,1698,1026,423,14023
208011169,197,169,91,125,211,210,170,127,62,1362,3540,2659,1795,2383,3440,3248,2829,1920,940,22754
208011170,200,119,63,115,151,97,82,56,54,937,3188,2090,1151,1936,2667,2149,1606,1085,679,16551
208011171,150,84,61,102,136,61,55,32,27,708,2531,1352,1359,1965,2037,1331,998,576,285,12434
208011172,211,139,118,137,176,162,121,76,27,1167,3205,2284,1620,2278,2976,2631,1779,1043,394,18210
208011173,178,97,78,115,177,159,140,64,77,1085,2719,1985,1227,1929,2744,2608,2166,1279,709,17366
208021174,237,176,166,187,200,144,112,82,57,1361,4595,3156,2857,3535,3904,2894,1988,1233,728,24890
208021176,119,109,186,134,108,76,97,103,106,1038,2557,2134,4072,2984,2138,1825,1436,925,457,18528
208021177,234,180,247,200,140,107,161,83,90,1442,3960,2931,3963,2998,2424,2139,2239,1053,667,22374
208021178,142,101,168,127,146,96,106,76,25,987,3127,1999,2236,2429,2439,2030,2078,1079,649,18066
208021179,119,78,104,106,73,73,52,33,22,660,2026,1289,2003,1717,1615,1327,1085,563,273,11898
208021180,52,65,55,58,57,48,29,20,7,391,1183,959,1261,1091,1098,856,532,371,214,7565
208021181,74,38,90,70,74,55,40,19,10,470,1550,1101,1548,1433,1305,1088,752,403,195,9375
208021182,81,117,164,96,105,82,46,27,10,728,2010,1644,2605,2027,1762,1361,1022,528,171,13130
208021426,173,120,86,135,122,92,68,31,27,854,3544,2048,1615,2603,2678,1791,1209,723,379,16590
208021427,129,80,62,85,114,106,79,37,17,709,2721,1500,1533,2165,2119,1629,1220,718,458,14063
208031183,65,63,28,51,68,45,30,31,14,395,1606,1323,687,1085,1553,1234,758,452,159,8857
208031184,0,0,0,0,0,3,0,0,0,3,0,0,10,3,3,12,0,0,3,31
208031185,126,82,90,92,98,92,71,55,19,725,1993,1193,1299,1558,1846,1736,1430,721,252,12028
208031186,183,111,155,169,146,131,111,64,28,1098,2592,1184,2159,2396,2104,1804,1568,919,478,15204
208031187,53,39,32,41,52,53,40,25,13,348,1053,586,534,830,749,641,543,341,111,5388
208031188,269,163,238,203,189,141,117,109,60,1489,4107,2333,3325,3770,3286,2652,2135,1513,961,24082
208031189,171,73,100,118,117,102,58,46,11,796,2712,1455,1479,2057,2053,1713,1105,722,261,13557
208031190,102,67,99,103,112,83,73,55,49,743,2075,1305,1708,1902,2008,1599,1299,889,403,13188
208031191,94,55,78,78,81,56,73,56,30,601,1744,957,1102,1443,1402,1013,781,478,210,9130
208031192,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,23
208031193,209,140,150,156,203,162,100,61,36,1217,3845,2457,2247,2926,3450,2672,1958,1082,558,21195
208041194,153,128,173,139,156,123,92,83,56,1103,2979,2600,2974,2598,2802,2295,1926,1417,659,20250
208041195,212,163,210,149,137,142,106,74,61,1254,3502,3172,3231,2777,3027,2496,1921,1144,651,21921
209011196,84,90,95,83,93,62,53,29,23,612,1622,1278,1364,1217,1328,1045,956,741,269,9820
209011197,191,114,111,136,133,133,123,89,63,1093,3826,2153,2217,3078,2805,2533,2397,1284,524,20817
209011198,143,72,109,139,98,100,100,53,47,861,2886,1555,2172,2524,2089,1730,1381,1016,674,16027
209011199,237,148,249,173,161,105,71,28,20,1192,2447,1701,3105,2254,1709,1723,1133,514,264,14850
209011200,91,90,104,109,106,80,71,34,24,709,1912,1492,1696,1762,1675,1620,1274,651,363,12445
209011201,75,62,38,51,62,77,39,25,9,438,1210,1060,697,819,1133,1199,935,489,201,7743
209011202,175,95,97,107,130,117,98,68,30,917,3171,1597,1661,2375,2350,2003,1921,1116,349,16543
209011203,140,141,118,127,121,99,93,56,17,912,3645,2093,2030,2735,2621,1981,1799,1268,558,18730
209011204,81,55,66,81,55,57,46,37,9,487,1701,914,1302,1409,1200,1020,891,596,204,9237
209021205,82,194,123,66,101,55,38,26,14,699,1314,2089,1881,1161,1414,1140,653,491,275,10418
209021428,203,142,257,211,187,129,108,54,26,1317,2847,2142,4528,3675,2826,2029,1354,875,432,20708
209021429,125,79,144,130,111,70,53,49,60,821,2163,1263,2071,2187,1873,1346,897,593,301,12694
209021523,170,125,257,167,151,107,74,67,32,1150,2185,1458,3271,2427,1729,1450,1023,805,442,14790
209021524,123,92,86,87,102,71,85,74,60,780,1473,1092,1231,1225,1257,1032,1017,992,475,9794
209021525,156,127,169,142,146,99,104,84,144,1171,1874,1422,2409,1881,1580,1310,1074,725,522,12797
209021526,154,87,184,136,136,117,62,43,41,960,2480,1299,2628,2559,1904,1418,924,569,320,14101
209031209,272,186,94,149,222,191,138,90,40,1382,4436,2947,1896,2908,3710,3388,2686,1161,307,23439
209031210,35,25,17,29,22,27,24,11,0,190,708,439,353,450,534,527,372,155,26,3564
209031211,76,58,41,63,100,79,39,19,6,481,763,479,444,544,722,660,429,139,24,4204
209031212,63,53,26,53,49,69,37,21,9,380,795,667,364,518,794,925,704,271,54,5092
209031213,103,82,34,60,71,97,51,37,12,547,1674,1313,814,1172,1498,1348,935,464,240,9458
209031214,78,57,33,46,85,73,54,30,3,459,1311,970,525,794,1157,1088,710,307,67,6929
209031215,138,103,70,105,133,109,69,29,10,766,2746,2064,1622,1809,2179,2023,1237,551,183,14414
209041216,76,96,71,44,65,51,35,15,20,473,1089,1269,1121,939,1052,873,556,299,157,7355
209041217,74,66,81,65,43,43,43,27,9,451,827,692,1035,824,690,701,743,508,172,6192
209041220,200,178,153,148,185,160,93,44,15,1176,2675,2302,2452,2195,2388,2727,1735,707,288,17469
209041221,112,112,112,100,92,109,54,38,9,738,1769,1343,1709,1472,1360,1736,1212,506,129,11236
209041223,227,172,238,204,171,175,142,76,28,1433,3114,2302,3181,2645,2202,2178,2255,1581,536,19994
209041224,528,235,272,300,215,194,111,54,10,1919,5593,2589,3741,3505,2787,2332,1457,524,106,22634
209041225,208,136,137,122,130,112,104,61,36,1046,2102,1300,1538,1371,1399,1142,1017,527,251,10647
209041431,217,126,180,151,132,128,107,245,266,1552,2454,1609,1972,1824,1649,1638,1064,587,347,13144
209041432,113,100,116,97,93,75,55,27,15,691,1308,1004,1315,1147,982,999,861,411,170,8197
209041433,245,94,128,141,74,60,27,8,14,791,3214,1427,1955,2433,1430,930,533,172,47,12141
