SA2_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
101041017,0,0,0,0,0,210,3,0,0,0,0,0,0,0,11,221,50,3,0,0,0,0,0,0,0,3,57,8,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,71,827,46,28,3,9,3,6,0,3,27,951,137,36,34,11,12,12,7,7,0,6,264,26,5,3,3,0,0,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,166,41,34,15,12,12,14,14,0,4,309,0,0,0,0,0,0,0,0,0,0,0,995,81,62,18,17,17,20,8,3,36,1266
101041018,0,0,0,0,0,280,3,4,0,0,0,0,0,0,19,301,68,0,0,0,0,0,0,0,0,7,71,13,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,7,94,900,50,34,6,6,0,8,5,3,57,1074,159,32,37,11,12,19,22,8,0,9,312,16,3,5,0,0,3,6,0,0,0,34,5,0,0,0,0,0,0,0,0,0,5,183,32,45,11,10,18,26,17,0,9,350,3,0,0,0,0,0,0,0,0,0,0,1085,86,75,26,16,21,35,16,5,66,1432
101041019,0,0,0,0,0,103,0,0,0,0,0,0,0,0,10,109,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27,492,30,38,3,10,5,3,4,0,21,604,74,38,41,23,22,14,15,6,3,6,226,9,6,0,3,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,82,37,40,25,21,14,16,6,3,8,247,0,0,0,0,0,0,0,0,0,0,0,567,68,76,30,31,18,15,8,3,29,851
101041020,0,0,0,0,0,112,0,0,0,0,0,0,0,0,7,115,20,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,788,54,28,8,4,8,3,4,0,32,932,70,15,11,5,3,5,0,0,0,0,114,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,69,15,9,5,3,5,0,0,0,0,118,4,0,0,0,0,0,0,0,0,0,3,864,69,42,7,4,14,6,9,0,34,1056
101041021,0,0,0,0,0,75,0,0,0,0,0,0,0,0,5,79,19,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,29,318,30,17,0,7,9,9,0,0,20,401,23,4,9,0,7,5,5,0,0,0,53,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,4,9,0,7,5,5,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,350,27,27,0,9,10,10,3,0,20,459
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
101041023,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,89,20,0,0,0,0,0,0,0,0,7,17,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,25,253,14,10,0,0,0,0,0,0,11,298,46,8,10,4,4,10,4,0,0,0,78,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,46,13,10,4,4,9,4,0,0,5,93,5,0,0,0,0,0,0,0,0,3,6,305,22,15,9,6,9,9,3,0,20,396
101041024,0,0,0,0,0,67,0,0,0,0,0,0,0,0,4,70,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,264,17,5,4,0,0,0,0,0,20,310,42,0,0,0,0,6,0,0,0,6,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,5,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,0,314,21,4,4,5,5,0,0,0,22,369
101041025,0,0,0,0,0,271,5,0,0,0,0,0,0,0,7,285,81,0,0,0,0,0,0,0,0,6,87,22,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,12,113,1130,78,48,13,7,4,4,3,0,40,1330,150,48,43,24,8,8,25,13,0,13,325,12,0,3,0,0,0,0,3,0,4,25,0,0,0,0,0,0,0,0,0,0,0,157,50,50,24,10,8,23,12,0,17,346,0,0,0,0,0,0,0,0,0,0,0,1284,124,95,38,15,16,31,19,0,58,1680
101041026,0,0,0,0,0,185,0,0,0,0,0,0,0,0,9,200,39,0,0,0,0,0,0,0,0,6,41,8,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,6,59,751,46,19,6,3,5,4,0,0,38,871,91,13,17,0,4,3,4,0,4,7,145,12,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,102,13,19,0,4,3,4,0,4,7,161,0,0,0,0,0,0,0,0,0,0,4,854,57,37,9,9,13,7,0,3,38,1030
101041027,0,0,0,5,5,249,3,0,0,0,0,0,0,0,16,270,56,0,0,0,0,0,0,0,0,5,62,15,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,20,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,7,92,1029,38,26,6,4,4,12,0,4,49,1172,116,24,17,5,11,16,17,0,0,3,209,13,6,4,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,4,11,138,30,19,5,14,16,20,0,0,12,248,10,0,0,0,0,0,0,0,0,5,13,1169,69,45,8,15,16,25,0,4,57,1425
101051539,0,0,0,3,3,207,3,5,0,0,0,0,0,0,18,239,51,0,0,0,0,0,0,0,0,8,61,12,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,3,3,61,0,0,0,0,0,0,0,0,21,84,938,117,81,23,13,9,38,6,16,62,1300,274,187,252,67,65,78,105,16,27,21,1095,33,23,25,3,4,6,38,9,18,7,168,4,0,0,0,0,0,0,0,0,0,5,316,213,278,66,69,85,140,30,45,31,1266,0,0,3,0,0,0,0,0,0,88,92,1249,327,368,88,77,96,180,34,53,187,2659
101051540,0,0,0,0,3,165,0,4,0,0,0,0,0,0,11,186,29,0,0,0,0,0,0,0,0,3,35,9,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,39,0,0,0,0,0,0,0,0,4,39,825,66,29,4,10,9,4,3,3,43,985,170,35,20,7,3,9,5,0,0,8,260,16,4,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,190,39,22,7,8,9,5,0,0,11,292,7,0,0,0,0,0,0,0,0,3,13,1020,103,49,11,13,17,9,5,3,59,1286
101061541,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,51,25,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,5,30,340,38,35,0,0,6,10,5,6,13,441,59,32,36,13,7,6,11,0,0,0,165,12,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,72,33,34,13,7,6,10,0,0,4,186,0,0,0,0,0,0,0,0,0,0,6,411,70,70,11,7,12,24,5,7,18,627
101061542,0,0,0,0,0,147,0,0,0,0,0,0,0,0,7,149,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,24,893,112,77,0,5,9,4,3,0,31,1130,180,29,31,4,0,0,12,4,0,3,266,17,3,6,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,193,31,37,10,6,0,11,8,0,9,294,0,0,0,0,0,0,0,0,0,0,0,1087,140,114,13,7,9,15,10,0,37,1424
