SA2_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
120031678,0,45,0,43,..,78,9,85,0,87,..,32,0,33,0,33,..,19,3,19,0,19,..,178,11,189,0,190,..,64,11,75,0,75,..,52,4,59,0,59,..,43,28,71,0,71,..,16,0,16,0,16,..,168,20,194,0,196,..,126,30,152,8,161,..,4217,1405,5618,45,5661,..,39,15,51,466,521,1611,4254,1415,5670,511,7794,1317,..,..,..,..,1317,..,3,0,3,0,3,..,73,13,88,0,88,..,0,0,0,0,0,..,664,273,940,11,946,..,1802,1052,2853,12,2870,..,69,40,110,0,112,..,2536,1363,3903,25,3925,..,26,4,32,0,32,..,7,0,7,0,7,..,8,0,8,0,8,..,72,20,89,0,89,..,22,0,27,0,27,..,7,0,8,0,8,..,59,0,60,0,60,..,567,16,581,0,581,..,12,0,14,0,14,..,9,0,9,0,9,..,17,3,23,0,23,..,28,0,30
120031679,4,15,0,15,..,27,4,27,0,27,..,24,0,24,0,24,..,3,3,6,0,6,..,72,11,82,0,82,..,54,16,71,0,71,..,18,0,22,0,24,..,21,9,27,0,27,..,15,4,13,0,13,..,86,20,104,0,104,..,87,8,93,6,94,..,1968,579,2544,17,2561,..,17,11,25,181,202,2529,1982,582,2569,195,5294,2413,..,..,..,..,2413,..,0,0,0,0,0,..,184,26,215,3,219,..,0,0,0,0,0,..,347,136,482,3,489,..,630,264,892,0,895,..,33,10,47,0,47,..,1010,415,1428,6,1436,..,56,10,62,0,64,..,10,0,10,0,16,..,13,0,13,0,13,..,130,37,167,0,169,..,5,0,5,0,5,..,8,0,8,0,8,..,24,0,29,0,29,..,71,0,72,0,72,..,8,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5
120031680,0,32,4,36,..,50,4,54,0,54,..,25,0,25,0,25,..,10,5,17,0,17,..,118,9,127,4,128,..,69,12,77,0,77,..,212,5,218,0,222,..,20,17,39,0,39,..,6,0,6,0,6,..,188,21,209,0,205,..,341,26,366,3,370,..,5233,766,5999,50,6049,..,91,16,110,446,557,2055,5321,785,6109,497,8657,1744,..,..,..,..,1744,..,0,0,0,0,0,..,172,16,183,0,183,..,0,0,0,0,0,..,441,152,590,0,592,..,592,269,855,6,864,..,32,15,43,0,43,..,1061,434,1496,10,1504,..,25,0,27,0,27,..,10,0,13,0,13,..,6,0,6,0,6,..,88,22,111,0,111,..,49,6,51,0,51,..,15,0,20,0,20,..,172,5,174,0,172,..,1246,18,1265,5,1267,..,23,0,23,0,23,..,11,0,11,0,11,..,27,0,23,0,23,..,28,0,30
120031681,0,15,0,15,..,25,0,25,0,25,..,16,0,16,0,16,..,5,0,5,0,5,..,55,0,55,0,55,..,22,0,24,0,24,..,190,0,194,6,197,..,6,0,6,0,6,..,19,0,18,0,18,..,130,13,145,4,145,..,120,6,126,3,129,..,2144,272,2416,18,2436,..,14,4,21,163,179,1888,2159,278,2437,181,4504,1810,..,..,..,..,1810,..,0,0,0,0,0,..,408,21,422,3,429,..,0,0,0,0,0,..,308,82,394,0,393,..,343,138,477,8,479,..,48,17,65,0,65,..,694,238,933,9,939,..,29,0,32,0,32,..,8,0,8,0,8,..,3,0,3,0,3,..,86,16,98,0,98,..,21,0,22,0,22,..,5,0,5,0,5,..,103,7,107,0,107,..,13,0,13,0,13,..,16,0,19,0,19,..,8,0,8,0,8,..,29,0,29,4,34,..,11,0,11
121011399,0,51,0,51,..,44,0,48,0,48,..,56,4,58,8,64,..,11,6,13,0,15,..,167,7,176,8,175,..,139,6,146,4,150,..,42,3,44,0,44,..,46,10,49,0,49,..,15,0,12,0,12,..,26,0,27,0,27,..,262,38,290,10,299,..,3475,501,3979,52,4029,..,38,9,48,356,403,5850,3513,508,4023,401,10277,5770,..,..,..,..,5770,..,16,0,14,0,15,..,55,4,60,0,60,..,0,0,0,0,0,..,645,124,770,9,781,..,1110,340,1449,10,1464,..,53,19,68,0,68,..,1813,481,2294,16,2312,..,30,0,33,0,33,..,60,0,57,0,57,..,48,0,47,0,47,..,45,3,48,0,48,..,29,8,37,0,39,..,22,0,24,0,24,..,119,6,123,0,123,..,83,11,90,0,90,..,16,0,22,0,22,..,32,0,32,0,32,..,21,0,21,0,21,..,39,0,43
121011401,0,15,0,15,..,18,0,17,0,17,..,24,0,27,0,25,..,4,0,4,0,4,..,59,4,61,6,60,..,68,3,70,0,71,..,17,0,17,0,17,..,28,6,35,0,35,..,3,0,5,0,5,..,20,0,23,0,23,..,94,11,107,7,111,..,1664,205,1866,24,1888,..,23,0,20,205,231,3681,1682,204,1891,223,5793,3440,..,..,..,..,3440,..,18,0,18,0,18,..,44,3,46,0,46,..,0,0,0,0,0,..,356,60,412,6,421,..,482,88,572,0,577,..,19,7,27,0,27,..,856,154,1013,7,1019,..,17,4,20,0,20,..,36,0,37,0,37,..,17,0,17,0,17,..,19,7,25,0,25,..,16,0,19,0,12,..,5,0,5,0,5,..,101,0,97,4,102,..,9,0,9,0,9,..,9,0,9,0,9,..,7,0,12,0,12,..,10,0,10,0,10,..,15,0,19
121011682,0,24,0,24,..,38,0,37,0,36,..,35,0,35,0,38,..,4,0,4,0,4,..,95,0,99,0,103,..,52,0,55,0,55,..,42,0,43,0,43,..,37,14,55,0,57,..,12,0,12,0,12,..,12,4,17,0,17,..,101,5,110,3,118,..,1763,226,1983,22,2011,..,13,3,18,158,176,2480,1780,230,2005,177,4660,2271,..,..,..,..,2271,..,5,0,5,0,5,..,28,5,32,0,32,..,0,0,0,0,0,..,279,63,342,0,339,..,501,127,631,7,633,..,12,5,22,0,22,..,793,197,991,9,990,..,10,0,6,0,6,..,20,0,20,0,20,..,9,0,9,0,9,..,3,0,3,0,3,..,15,0,14,0,14,..,7,0,9,0,9,..,161,3,161,0,161,..,64,6,70,0,71,..,13,0,12,0,12,..,11,0,11,0,11,..,17,0,18,0,18,..,30,0,29
121011683,0,3,0,3,..,4,0,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,13,3,11,0,11,..,22,0,22,0,22,..,4,0,4,0,4,..,3,5,12,0,12,..,3,0,3,0,3,..,0,4,6,0,6,..,138,5,143,0,142,..,1181,135,1319,10,1325,..,15,0,19,156,175,5067,1194,139,1336,164,6573,5042,..,..,..,..,5042,..,15,0,15,0,15,..,25,0,25,0,25,..,0,0,0,0,0,..,312,55,372,0,374,..,294,85,378,0,378,..,17,3,22,0,22,..,624,151,776,0,779,..,14,3,21,0,21,..,61,0,61,0,61,..,36,4,39,0,39,..,63,5,67,0,67,..,0,0,0,0,0,..,4,0,4,0,4,..,22,0,22,0,22,..,4,0,4,0,4,..,7,0,7,0,7,..,8,0,8,0,8,..,6,0,6,0,6,..,5,0,5
121011684,0,52,0,52,..,116,13,129,0,130,..,74,0,75,0,75,..,13,0,14,0,14,..,256,16,272,0,277,..,61,0,60,0,60,..,26,0,26,0,26,..,49,16,69,0,69,..,10,0,10,0,10,..,59,10,66,0,70,..,166,34,201,7,209,..,4394,984,5376,42,5414,..,39,18,59,348,407,3476,4435,1001,5434,389,9299,3163,..,..,..,..,3163,..,7,0,10,0,10,..,34,3,38,4,37,..,0,0,0,0,0,..,1104,321,1427,6,1433,..,1809,761,2566,12,2585,..,50,28,76,0,76,..,2967,1105,4073,23,4093,..,37,9,47,0,45,..,21,0,21,0,21,..,18,0,18,0,18,..,21,4,20,0,20,..,21,0,23,0,23,..,20,0,20,0,20,..,189,12,197,0,192,..,77,6,86,0,86,..,13,0,13,0,13,..,9,0,9,0,9,..,21,0,26,0,26,..,37,4,36
121011685,0,10,0,10,..,19,7,25,0,25,..,16,0,16,0,16,..,7,0,7,0,7,..,41,7,50,0,50,..,52,5,53,0,56,..,10,0,10,0,10,..,15,4,17,0,19,..,11,0,11,0,11,..,18,3,19,0,19,..,96,7,99,4,105,..,1052,96,1148,13,1166,..,6,0,9,156,166,5118,1060,95,1156,172,6448,4964,..,..,..,..,4964,..,10,0,10,0,10,..,11,0,16,0,16,..,0,0,0,0,0,..,162,17,184,0,184,..,239,43,288,4,293,..,20,0,18,0,18,..,418,66,488,7,491,..,17,4,17,0,17,..,36,0,38,3,38,..,17,0,17,0,25,..,49,4,52,0,46,..,11,0,11,0,11,..,5,0,5,0,5,..,47,0,52,0,52,..,13,0,13,0,10,..,4,0,4,0,3,..,3,0,3,0,3,..,14,0,14,0,9,..,10,0,10
121011686,0,21,0,21,..,36,4,36,0,35,..,31,0,31,0,33,..,12,0,12,0,12,..,94,0,99,3,101,..,113,4,116,4,127,..,18,3,20,0,20,..,18,4,21,0,21,..,18,0,18,0,18,..,26,5,32,0,30,..,188,13,198,8,207,..,1875,197,2077,32,2108,..,28,9,37,192,220,5356,1898,212,2111,223,7695,5378,..,..,..,..,5378,..,12,0,12,0,12,..,35,0,35,0,40,..,0,0,0,0,0,..,230,51,286,0,285,..,404,115,524,5,526,..,30,4,30,0,30,..,664,174,839,8,847,..,32,4,37,0,37,..,50,4,48,0,48,..,39,0,38,0,38,..,50,7,59,0,59,..,24,3,25,0,25,..,12,0,12,0,12,..,101,6,108,0,108,..,32,0,32,0,32,..,21,0,21,0,21,..,13,0,13,0,13,..,14,0,14,0,14,..,18,0,18
121011687,0,17,0,17,..,20,0,20,0,24,..,21,0,21,0,21,..,0,0,3,0,3,..,59,0,56,0,61,..,39,4,45,0,45,..,13,0,13,0,13,..,16,6,26,0,26,..,3,0,3,0,3,..,19,4,15,0,15,..,178,11,191,0,188,..,1350,215,1568,14,1586,..,15,0,18,153,163,4389,1367,218,1589,166,6138,4543,..,..,..,..,4543,..,11,0,11,0,11,..,37,7,45,0,45,..,0,0,0,0,0,..,288,63,350,0,350,..,356,102,457,0,458,..,20,6,27,0,27,..,665,169,836,0,837,..,62,9,70,0,70,..,51,0,51,0,51,..,31,3,34,0,30,..,56,9,64,0,65,..,4,0,4,0,4,..,3,0,0,0,0,..,34,5,38,0,38,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,11,0,11,0,11,..,7,0,7
121021403,0,78,0,76,..,22,0,22,0,26,..,85,0,87,0,87,..,15,0,14,0,18,..,198,6,205,0,210,..,91,9,95,0,104,..,64,0,65,3,66,..,27,4,31,0,31,..,9,0,9,0,9,..,44,4,52,0,52,..,245,19,265,9,274,..,2668,296,2967,35,3000,..,34,0,39,220,258,7646,2702,299,3004,253,10908,7434,..,..,..,..,7434,..,17,0,17,0,17,..,40,0,38,0,38,..,0,0,0,0,0,..,195,53,246,3,252,..,535,144,680,5,682,..,27,6,30,0,30,..,755,200,952,10,960,..,5,0,5,0,5,..,29,6,33,0,33,..,52,0,52,0,52,..,21,0,23,0,23,..,32,0,32,0,35,..,11,8,18,0,18,..,182,12,193,0,192,..,154,19,171,3,171,..,49,6,59,0,59,..,78,0,77,0,79,..,75,0,83,0,83,..,44,0,43
121021404,0,18,0,18,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,40,0,40,0,40,..,35,4,41,0,40,..,10,0,10,0,10,..,5,0,3,0,3,..,0,0,0,0,0,..,16,5,19,0,22,..,94,8,106,0,105,..,578,49,620,4,626,..,20,3,21,74,101,5146,594,48,644,83,5869,5122,..,..,..,..,5122,..,10,0,10,0,10,..,7,3,13,0,13,..,0,0,0,0,0,..,27,5,31,0,31,..,63,16,78,0,86,..,0,4,8,0,8,..,94,22,120,0,122,..,4,0,4,0,4,..,22,0,22,0,22,..,28,3,32,0,31,..,12,0,12,0,12,..,0,0,0,0,0,..,6,0,6,0,6,..,24,0,21,0,21,..,20,0,17,0,21,..,3,0,3,0,3,..,5,0,5,0,5,..,10,0,10,0,10,..,6,0,6
121021406,0,28,0,28,..,20,3,18,0,18,..,60,5,62,0,66,..,13,0,13,0,13,..,110,6,120,5,120,..,117,3,122,0,123,..,63,0,62,0,63,..,18,0,23,0,23,..,4,0,9,0,9,..,20,6,28,0,28,..,148,15,162,8,171,..,2278,304,2584,31,2612,..,28,8,29,175,210,6657,2310,313,2617,210,9479,6554,..,..,..,..,6554,..,37,0,34,0,34,..,183,21,202,0,202,..,0,0,0,0,0,..,233,76,310,0,310,..,528,168,697,7,701,..,14,4,16,0,16,..,779,245,1022,7,1029,..,4,0,4,0,4,..,24,0,24,0,24,..,50,0,50,0,48,..,18,6,23,0,23,..,9,0,9,0,9,..,16,0,20,0,19,..,152,7,164,0,164,..,14,0,13,0,13,..,28,0,28,0,28,..,53,0,53,0,53,..,14,0,14,0,14,..,36,3,35
121021577,3,87,0,87,..,37,0,34,0,33,..,67,3,63,0,63,..,23,0,26,0,26,..,205,7,218,0,217,..,64,7,70,0,73,..,54,0,54,3,53,..,34,16,46,0,46,..,6,0,6,0,6,..,29,12,41,0,38,..,158,35,194,8,197,..,2778,527,3301,36,3342,..,37,16,50,227,274,2257,2817,537,3352,261,5874,2034,..,..,..,..,2034,..,4,0,4,0,4,..,21,6,28,0,28,..,0,0,0,0,0,..,267,103,375,0,377,..,632,306,932,6,939,..,15,7,25,0,25,..,916,418,1336,10,1345,..,4,0,4,0,4,..,10,0,11,0,11,..,11,0,12,0,12,..,8,0,8,0,8,..,46,3,49,0,47,..,14,0,14,0,14,..,163,13,176,0,176,..,404,26,431,6,435,..,74,13,86,0,86,..,25,6,26,0,31,..,39,3,40,0,40,..,33,3,37
121021578,0,22,0,22,..,11,0,11,0,11,..,19,0,19,0,19,..,0,0,0,0,0,..,55,0,56,0,56,..,35,0,44,0,45,..,29,0,29,0,29,..,18,8,24,0,24,..,3,0,3,0,3,..,14,6,17,0,17,..,111,16,127,3,130,..,1641,259,1910,26,1929,..,12,0,14,143,158,3135,1658,267,1921,170,5225,3030,..,..,..,..,3030,..,11,0,11,0,11,..,28,3,31,0,31,..,0,0,0,0,0,..,165,66,233,0,238,..,618,222,840,8,850,..,21,4,22,0,22,..,803,295,1096,11,1109,..,3,0,3,0,3,..,17,0,20,0,22,..,23,0,20,0,21,..,0,0,0,0,0,..,26,0,26,0,26,..,9,0,9,0,9,..,61,3,69,0,68,..,47,3,44,0,44,..,12,3,7,0,7,..,15,0,15,0,15,..,11,0,11,0,11,..,14,0,14
121021579,0,46,0,45,..,35,4,34,0,40,..,62,0,63,0,63,..,11,9,18,0,18,..,145,15,161,0,160,..,56,9,61,0,61,..,78,0,78,0,78,..,16,5,17,0,17,..,3,0,3,0,3,..,20,6,27,0,27,..,158,16,178,11,190,..,2617,411,3027,41,3066,..,29,5,32,210,241,2393,2639,418,3056,251,5701,2419,..,..,..,..,2419,..,9,0,9,0,9,..,15,7,25,0,25,..,0,0,0,0,0,..,302,97,397,0,400,..,687,262,950,9,956,..,23,3,26,0,26,..,1011,365,1375,8,1387,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,7,0,7,0,7,..,32,0,32,0,32,..,24,0,24,0,24,..,296,11,311,3,310,..,144,7,146,4,149,..,39,7,44,0,44,..,19,0,25,0,25,..,50,0,49,3,55,..,117,0,121
121031407,0,13,0,13,..,52,5,53,0,53,..,24,0,26,0,26,..,6,0,6,0,6,..,92,3,97,0,97,..,61,3,63,0,63,..,38,0,43,0,43,..,28,11,35,0,35,..,9,0,9,0,9,..,44,0,51,0,51,..,127,12,146,9,151,..,4005,674,4678,34,4710,..,39,10,46,263,309,5775,4046,681,4728,297,10798,5768,..,..,..,..,5768,..,31,0,31,0,28,..,33,0,34,0,34,..,0,0,0,0,0,..,920,183,1100,3,1105,..,1793,548,2342,15,2361,..,43,19,58,0,58,..,2759,751,3503,18,3522,..,11,0,11,0,11,..,30,0,30,5,29,..,40,0,40,0,40,..,27,4,24,0,24,..,14,0,14,0,14,..,17,0,17,0,17,..,106,5,107,0,107,..,19,0,19,0,19,..,29,0,29,0,29,..,38,0,40,0,40,..,18,0,18,0,16,..,11,0,11
121031408,0,17,0,17,..,37,0,37,0,37,..,24,4,29,0,30,..,10,0,10,0,10,..,87,4,91,0,94,..,55,8,68,0,70,..,27,0,27,0,27,..,25,12,35,0,35,..,16,0,16,0,16,..,31,0,27,0,27,..,175,15,192,6,198,..,3262,497,3762,44,3806,..,38,6,39,263,299,7826,3302,501,3799,304,11933,7761,..,..,..,..,7761,..,19,0,19,0,19,..,37,5,46,0,46,..,0,0,0,0,0,..,801,136,935,3,939,..,1430,396,1828,15,1843,..,42,8,53,0,56,..,2277,543,2818,20,2836,..,27,0,27,0,27,..,53,3,57,0,56,..,73,0,73,0,73,..,45,3,49,0,49,..,12,0,12,0,12,..,16,0,16,0,16,..,55,0,55,0,59,..,13,5,18,0,18,..,18,0,18,0,18,..,23,0,23,0,23,..,10,0,10,0,10,..,24,0,21
121031409,0,12,0,12,..,19,0,19,0,19,..,10,0,10,0,10,..,4,0,4,0,4,..,35,0,41,0,41,..,69,0,69,0,69,..,44,0,44,0,44,..,5,0,5,0,5,..,15,0,15,0,15,..,22,0,26,0,28,..,117,10,130,4,132,..,2195,278,2470,28,2491,..,35,7,41,160,204,5485,2229,284,2511,187,8174,5675,..,..,..,..,5675,..,42,0,43,0,43,..,30,0,32,0,32,..,0,0,0,0,0,..,422,65,487,6,491,..,1000,240,1245,8,1254,..,29,9,33,0,33,..,1449,313,1763,16,1778,..,5,0,5,0,5,..,26,0,26,0,26,..,41,0,41,0,41,..,21,0,28,0,28,..,8,0,8,0,8,..,12,0,12,0,12,..,97,3,99,0,101,..,0,0,0,0,0,..,39,0,39,0,39,..,34,0,34,0,37,..,23,0,23,0,23,..,23,0,23
121031410,0,5,0,5,..,14,5,24,0,24,..,9,0,9,0,9,..,6,0,6,0,6,..,35,5,39,0,39,..,83,6,88,0,89,..,39,0,36,0,36,..,14,0,16,0,16,..,5,0,5,0,5,..,19,6,19,0,19,..,243,11,255,3,259,..,2858,428,3285,31,3313,..,31,4,32,196,225,6906,2889,430,3314,224,10445,7063,..,..,..,..,7063,..,69,0,69,0,69,..,35,0,37,0,37,..,0,0,0,0,0,..,386,79,458,3,460,..,1218,367,1585,9,1593,..,23,3,30,0,30,..,1625,444,2070,16,2085,..,3,0,3,0,3,..,51,0,52,0,52,..,73,4,77,0,77,..,36,4,40,0,40,..,13,0,14,0,14,..,21,0,21,0,21,..,76,7,77,0,80,..,8,0,8,0,8,..,39,3,42,0,42,..,32,0,32,0,32,..,14,0,14,0,13,..,11,0,13
121031411,0,6,0,6,..,18,0,18,0,18,..,4,0,4,0,4,..,3,0,3,0,3,..,28,0,28,0,28,..,58,0,61,0,66,..,27,0,27,0,27,..,4,0,4,0,4,..,8,0,8,0,8,..,22,0,25,0,26,..,131,11,143,8,151,..,2071,273,2346,30,2376,..,39,3,49,160,205,7154,2112,281,2389,191,9740,7533,..,..,..,..,7533,..,34,0,34,0,34,..,36,0,39,0,39,..,0,0,0,0,0,..,317,48,364,0,364,..,700,200,900,7,908,..,39,5,39,0,39,..,1058,251,1310,7,1316,..,7,0,7,0,7,..,48,0,50,3,55,..,48,0,49,0,49,..,19,0,20,0,20,..,10,0,10,0,10,..,15,0,18,0,20,..,106,0,110,0,110,..,9,0,9,0,9,..,38,4,41,0,41,..,26,0,27,0,27,..,25,0,30,0,30,..,9,0,13
121031412,0,16,0,16,..,10,5,13,0,13,..,10,0,10,0,10,..,4,0,4,0,4,..,41,5,43,0,43,..,52,0,54,0,54,..,38,0,40,0,40,..,11,0,11,0,11,..,6,0,6,0,6,..,16,4,23,0,23,..,113,8,125,3,126,..,2062,210,2274,18,2295,..,36,5,43,209,248,6347,2098,214,2316,233,8891,6421,..,..,..,..,6421,..,57,0,57,0,57,..,28,0,28,0,31,..,0,0,0,0,0,..,250,30,277,0,277,..,778,208,980,3,988,..,15,0,19,0,19,..,1046,235,1281,3,1283,..,9,0,7,0,7,..,32,0,34,0,35,..,39,7,44,0,47,..,21,0,23,0,21,..,13,0,13,0,13,..,26,6,25,0,25,..,114,0,114,0,114,..,13,0,13,0,13,..,39,0,35,0,35,..,34,0,34,0,34,..,17,0,18,0,18,..,9,0,9
121041413,0,8,0,8,..,9,0,9,0,9,..,24,0,24,0,24,..,0,0,5,0,5,..,36,0,43,0,43,..,120,11,133,0,133,..,7,0,7,0,7,..,28,6,36,0,36,..,11,0,16,0,16,..,18,3,20,0,20,..,148,7,157,3,159,..,1454,127,1581,26,1611,..,22,3,29,256,291,6909,1476,134,1612,282,8800,7712,..,..,..,..,7712,..,29,0,29,0,29,..,17,0,21,0,21,..,0,0,0,0,0,..,169,21,187,0,191,..,261,68,331,0,333,..,10,0,11,0,11,..,434,95,530,0,532,..,13,0,13,0,13,..,93,0,90,0,96,..,51,0,51,3,57,..,49,0,46,0,46,..,8,3,9,0,9,..,9,0,9,0,9,..,34,0,40,0,36,..,45,0,45,0,45,..,7,0,13,0,13,..,4,0,10,0,10,..,0,0,5,0,6,..,12,0,12
