SA2_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
116021563,..,26,0,26,0,26,..,381,119,502,8,506,..,40,5,45,0,50,..,19,0,23,0,23,..,25,0,25,0,25,..,89,9,100,0,100,..,234,19,254,0,253,..,599,48,644,5,650,..,1071,57,1124,7,1132,..,358,39,399,3,406,..,1540,149,1689,19,1705,..,285,7,294,0,298,..,338,30,370,0,370,..,256,5,256,0,261,..,4678,348,5030,38,5065,..,80,5,83,0,83,..,28,0,23,0,23,..,6,3,8,0,8,..,78,39,118,0,117,..,4,5,7,0,7,..,274,4,277,0,282,..,208,44,249,0,252,..,73,6,81,0,83,..,18,3,21,0,21,..,48,6,50,0,50,..,76,4,85,0,87,..,29,3,33,0,33,..,410,13,423,3,426,..,103,14,113,0,113,..,697,39,734,4,739,..,34,3,40,0,40,..,1243,66,1306,3,1313,..,158,11,164,5,168,..,536
116021628,..,21,4,27,3,26,..,564,190,757,9,765,..,32,0,37,0,37,..,41,0,44,0,39,..,20,0,20,0,23,..,72,7,79,0,79,..,321,14,337,0,333,..,557,34,590,4,590,..,1239,32,1274,7,1281,..,102,3,111,0,111,..,1000,69,1068,4,1074,..,329,16,341,0,343,..,431,33,466,4,468,..,271,4,271,0,281,..,4251,203,4456,22,4480,..,77,4,83,3,82,..,16,0,16,0,16,..,3,0,3,0,3,..,143,40,185,0,185,..,6,0,6,0,6,..,260,3,266,3,264,..,257,24,284,3,285,..,21,3,17,0,17,..,45,0,46,0,46,..,41,3,46,0,49,..,30,0,30,0,30,..,20,3,23,0,23,..,258,3,267,0,268,..,169,11,182,5,183,..,369,4,373,3,380,..,35,6,37,0,37,..,836,24,859,7,864,..,195,18,220,0,219,..,340
116021629,..,3,0,3,0,3,..,200,90,281,5,290,..,14,0,15,0,15,..,16,0,17,0,17,..,4,0,6,0,6,..,21,8,29,0,29,..,227,6,234,0,234,..,1242,122,1367,13,1376,..,833,36,870,8,872,..,144,16,160,3,162,..,1194,128,1319,34,1353,..,160,6,168,0,169,..,302,29,335,4,340,..,169,7,172,0,175,..,4259,360,4622,68,4693,..,27,0,28,0,26,..,0,0,0,0,0,..,11,0,14,0,9,..,75,30,106,0,102,..,6,0,6,0,6,..,284,15,301,6,304,..,60,7,73,0,73,..,8,0,8,0,8,..,23,0,23,0,23,..,14,0,16,0,16,..,96,13,108,0,108,..,18,0,18,0,18,..,518,13,531,7,537,..,40,8,48,0,46,..,836,17,859,10,871,..,57,3,61,0,62,..,1453,43,1497,17,1514,..,60,4,65,0,65,..,348
116021630,..,6,6,5,0,5,..,232,84,322,4,327,..,20,4,19,0,19,..,3,0,3,0,7,..,16,0,16,0,16,..,31,0,31,0,31,..,78,3,83,0,83,..,223,18,244,4,245,..,314,12,329,4,331,..,319,36,356,4,358,..,368,50,417,6,423,..,105,7,108,0,108,..,246,15,260,3,263,..,83,8,90,0,90,..,1740,152,1894,19,1909,..,65,16,80,0,80,..,13,0,13,0,13,..,0,0,0,0,0,..,48,33,84,0,84,..,7,0,4,0,4,..,114,15,130,0,128,..,77,9,87,3,91,..,10,0,10,0,6,..,18,3,22,0,22,..,15,0,15,0,16,..,19,0,24,0,24,..,11,0,11,0,11,..,168,3,168,0,165,..,45,3,56,0,56,..,255,7,262,0,262,..,16,0,16,0,16,..,482,19,500,0,507,..,90,6,99,0,99,..,180
116021631,..,8,0,13,0,13,..,302,101,403,4,402,..,18,0,20,0,20,..,12,4,15,0,15,..,11,0,11,0,11,..,22,0,25,0,29,..,79,7,80,0,80,..,442,40,484,7,488,..,824,35,855,8,865,..,131,15,145,4,147,..,454,27,487,3,493,..,127,7,131,0,139,..,146,3,154,0,159,..,144,6,146,7,152,..,2351,139,2494,32,2525,..,30,0,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,72,29,101,0,102,..,7,0,3,0,3,..,127,10,133,0,133,..,23,3,26,0,27,..,25,0,20,0,20,..,11,0,9,0,9,..,18,0,18,0,18,..,48,6,51,0,50,..,6,0,6,0,7,..,216,4,222,0,224,..,30,3,37,0,39,..,384,8,394,5,400,..,25,0,26,0,26,..,659,16,674,9,685,..,58,3,64,0,64,..,193
116021632,..,26,11,37,0,37,..,1005,424,1436,12,1447,..,28,0,32,0,32,..,36,0,36,0,36,..,27,0,27,0,27,..,44,5,47,0,47,..,338,15,353,0,357,..,1117,94,1204,8,1216,..,1833,90,1922,13,1938,..,411,38,455,4,464,..,1521,128,1651,16,1665,..,359,13,367,0,373,..,676,35,711,12,720,..,432,17,448,3,452,..,6682,432,7112,66,7182,..,67,4,74,0,74,..,8,0,8,0,8,..,0,0,0,0,0,..,169,55,226,0,226,..,7,0,9,0,9,..,432,25,451,3,460,..,308,37,351,0,350,..,15,3,21,0,21,..,34,4,40,0,40,..,52,4,53,0,56,..,92,10,100,0,103,..,29,0,29,0,29,..,288,3,293,3,299,..,139,6,144,3,147,..,445,11,455,3,458,..,56,0,56,0,57,..,921,24,947,12,956,..,163,8,173,0,173,..,660
116021633,..,20,4,23,0,23,..,491,151,643,5,649,..,31,0,30,0,31,..,44,0,44,0,46,..,8,0,8,0,8,..,34,0,41,0,41,..,121,0,128,0,130,..,216,12,235,0,241,..,756,25,784,10,795,..,82,5,83,0,83,..,501,45,539,4,547,..,158,6,165,0,172,..,142,6,151,4,157,..,142,0,150,0,150,..,2129,111,2242,29,2264,..,50,0,50,0,50,..,11,0,11,0,11,..,0,0,0,0,0,..,118,53,168,0,170,..,8,0,8,0,8,..,108,0,109,0,114,..,196,26,223,0,218,..,17,4,17,0,17,..,14,0,16,0,16,..,34,0,33,0,33,..,26,0,26,0,26,..,24,5,32,0,32,..,160,0,160,0,160,..,60,14,73,0,76,..,313,13,321,0,328,..,40,0,40,0,40,..,568,25,594,0,594,..,111,17,124,0,122,..,211
116031313,..,0,0,9,0,9,..,81,45,127,0,127,..,21,7,26,0,26,..,19,0,18,0,18,..,11,0,15,0,15,..,37,10,53,0,53,..,102,7,107,0,104,..,18,0,17,0,17,..,402,31,428,0,434,..,14,4,16,0,16,..,70,8,81,0,81,..,11,0,11,0,11,..,348,43,387,7,395,..,32,6,41,0,41,..,997,93,1083,13,1097,..,36,3,38,0,36,..,0,0,0,0,0,..,11,0,13,0,13,..,12,12,18,0,18,..,8,6,14,0,15,..,17,0,17,0,17,..,18,10,31,0,31,..,12,0,13,0,13,..,15,6,22,0,22,..,9,3,21,0,21,..,720,99,815,11,822,..,6,6,15,0,15,..,151,3,154,0,154,..,50,8,60,0,60,..,383,13,395,0,399,..,28,8,33,0,33,..,616,34,646,0,652,..,136,36,165,0,165,..,71
116031314,..,3,0,7,0,7,..,49,20,67,0,67,..,10,0,18,0,18,..,18,0,18,0,18,..,0,0,0,0,0,..,59,17,75,0,78,..,42,0,50,3,50,..,153,30,179,0,180,..,251,20,270,0,269,..,18,0,18,0,18,..,662,68,728,5,733,..,24,0,29,0,29,..,110,4,117,0,112,..,33,0,36,0,36,..,1302,117,1420,13,1429,..,23,7,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,11,0,11,..,3,0,3,0,3,..,39,5,42,0,42,..,26,4,31,0,31,..,15,0,13,0,13,..,11,4,17,0,17,..,12,0,10,0,10,..,99,13,113,0,115,..,17,0,15,0,15,..,221,9,222,0,226,..,32,3,37,0,37,..,577,12,589,9,596,..,21,0,21,0,21,..,846,21,874,5,877,..,63,8,77,0,77,..,53
116031315,..,6,4,15,0,15,..,123,54,173,0,173,..,39,11,46,0,48,..,37,0,39,0,39,..,5,0,9,0,9,..,44,14,55,0,55,..,265,13,278,3,283,..,141,10,151,3,152,..,1051,49,1103,10,1107,..,85,9,95,0,100,..,412,51,459,9,469,..,44,3,44,0,44,..,896,85,982,17,993,..,124,3,131,0,131,..,3018,222,3238,38,3276,..,38,4,38,0,38,..,4,0,7,0,7,..,21,6,28,0,28,..,8,16,19,0,21,..,3,0,10,0,10,..,58,0,59,0,60,..,67,20,89,0,89,..,18,3,27,0,27,..,28,7,33,0,33,..,7,3,9,0,12,..,327,40,367,3,371,..,64,28,94,0,94,..,785,26,819,4,821,..,91,5,101,0,99,..,1861,71,1927,8,1929,..,69,0,68,0,68,..,2809,111,2917,9,2928,..,175,26,204,0,204,..,177
116031316,..,7,9,13,0,13,..,88,58,147,0,147,..,17,6,29,0,29,..,17,0,17,0,17,..,11,0,11,0,11,..,41,12,49,0,49,..,218,9,224,0,224,..,318,16,334,6,341,..,410,20,432,3,439,..,134,3,140,5,140,..,237,18,260,4,264,..,72,0,75,0,75,..,244,29,271,8,270,..,57,0,57,3,55,..,1685,104,1790,27,1810,..,36,0,41,0,42,..,12,5,21,0,21,..,0,0,3,0,3,..,7,5,19,0,19,..,9,0,11,0,11,..,47,0,50,0,48,..,35,14,57,0,57,..,20,3,27,0,27,..,13,0,19,0,19,..,29,3,35,0,31,..,706,84,792,0,795,..,15,0,15,0,15,..,193,4,195,0,194,..,52,4,57,4,58,..,428,17,443,0,442,..,57,6,62,0,62,..,727,34,758,8,765,..,92,20,114,0,109,..,121
116031317,..,0,9,8,0,8,..,172,159,331,3,339,..,110,27,130,0,132,..,28,8,33,6,33,..,17,0,17,0,17,..,53,29,81,0,81,..,594,66,657,13,670,..,108,8,117,0,118,..,557,41,601,0,602,..,119,9,130,0,133,..,319,28,336,0,344,..,23,0,27,0,27,..,1491,168,1656,15,1671,..,84,9,89,0,89,..,3296,319,3624,36,3656,..,49,10,59,0,59,..,6,0,6,0,6,..,12,7,19,0,19,..,29,12,37,0,41,..,29,4,31,0,34,..,58,4,59,0,59,..,71,24,95,3,91,..,23,5,23,0,23,..,16,5,18,4,22,..,7,0,7,0,7,..,446,70,517,7,521,..,29,8,33,0,33,..,515,37,551,13,563,..,82,17,100,0,101,..,1109,53,1157,0,1163,..,70,0,72,0,72,..,1777,106,1883,14,1896,..,94,26,119,0,118,..,235
116031318,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
116031319,..,9,0,7,0,7,..,231,125,355,0,363,..,110,24,134,0,134,..,36,0,42,0,42,..,12,0,12,0,12,..,105,7,106,0,107,..,246,15,258,0,260,..,190,21,209,4,211,..,731,45,776,4,781,..,350,27,379,9,384,..,302,51,351,0,350,..,51,0,51,0,51,..,880,70,952,15,961,..,123,3,128,0,128,..,2871,233,3096,34,3133,..,87,16,99,0,99,..,8,0,14,0,14,..,17,5,19,0,19,..,33,16,52,0,52,..,16,5,17,0,17,..,71,0,76,3,76,..,77,16,89,0,89,..,47,3,50,0,50,..,13,0,16,0,16,..,16,0,19,0,19,..,315,32,346,0,346,..,16,9,19,0,19,..,913,38,946,5,951,..,87,10,96,5,104,..,1792,89,1885,11,1895,..,91,10,100,0,100,..,2883,143,3030,21,3046,..,191,127,320,0,320,..,142
117011320,..,0,0,0,0,0,..,65,15,84,0,84,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,5,4,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,14,0,14,..,7,0,11,0,11,..,0
117011321,..,23,4,23,0,23,..,481,105,585,6,591,..,88,8,96,0,96,..,71,4,72,0,72,..,56,0,61,0,61,..,207,44,243,0,245,..,33,5,35,0,35,..,7,0,7,0,4,..,51,0,56,0,56,..,9,5,12,0,12,..,12,0,12,0,12,..,15,0,17,0,17,..,12,0,12,0,12,..,7,0,7,0,7,..,146,10,155,0,156,..,117,11,124,0,127,..,34,4,39,0,39,..,5,3,10,0,10,..,29,7,37,0,37,..,39,10,44,0,44,..,9,0,9,0,9,..,32,5,30,0,36,..,47,4,47,0,48,..,108,8,115,0,118,..,103,13,119,5,126,..,16,0,14,0,14,..,92,18,112,0,112,..,63,0,63,0,63,..,180,22,204,0,204,..,118,8,126,0,126,..,30,5,37,0,39,..,392,32,427,4,430,..,236,21,257,0,263,..,16
117011323,..,34,17,50,0,50,..,1076,277,1352,12,1364,..,58,7,59,0,59,..,107,5,118,0,115,..,27,0,27,0,32,..,396,70,470,0,475,..,293,33,318,0,318,..,30,3,31,0,31,..,138,3,144,0,150,..,13,0,11,0,11,..,33,0,35,0,35,..,39,3,40,0,40,..,42,0,42,0,47,..,12,0,17,0,17,..,597,49,641,4,647,..,125,16,136,0,140,..,45,10,50,0,50,..,9,6,6,0,6,..,37,3,37,0,37,..,8,0,8,0,8,..,17,0,19,0,19,..,69,5,73,0,73,..,56,9,64,0,64,..,401,48,447,3,452,..,177,36,214,0,214,..,13,0,13,0,14,..,60,15,77,0,77,..,68,0,66,0,72,..,329,41,373,4,378,..,136,0,137,4,139,..,18,3,23,0,23,..,556,46,601,4,613,..,386,74,454,4,463,..,20
117011324,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
117011325,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
117011634,..,14,0,14,0,20,..,384,137,519,8,527,..,37,5,45,0,42,..,13,4,13,0,13,..,5,0,5,0,5,..,562,159,716,0,717,..,507,75,581,11,589,..,4,0,4,0,4,..,80,0,83,0,82,..,22,0,28,0,28,..,15,0,14,0,14,..,24,0,24,0,24,..,75,5,77,0,77,..,15,0,15,0,15,..,736,78,814,12,824,..,127,15,147,0,147,..,21,3,25,0,25,..,5,0,7,0,7,..,24,13,30,0,35,..,11,0,10,0,10,..,19,0,16,0,16,..,26,7,34,0,34,..,18,0,19,0,19,..,70,20,94,0,94,..,117,51,171,0,171,..,4,0,8,0,8,..,35,10,43,0,45,..,53,0,56,0,57,..,312,63,376,3,376,..,104,5,113,0,113,..,43,4,45,0,48,..,521,71,592,3,599,..,227,48,278,0,278,..,12
117011635,..,118,18,141,0,140,..,3217,503,3722,30,3750,..,41,0,42,0,42,..,86,0,87,0,92,..,28,0,28,0,28,..,465,126,588,0,592,..,281,11,294,0,297,..,13,0,13,0,13,..,247,8,253,0,260,..,77,3,77,0,77,..,48,0,48,0,48,..,26,0,22,0,22,..,59,4,65,0,69,..,35,0,34,0,34,..,785,30,812,0,820,..,156,15,173,0,173,..,107,19,122,0,122,..,22,0,22,0,22,..,114,27,142,0,142,..,32,7,32,0,39,..,21,0,21,0,21,..,60,7,63,0,63,..,33,0,33,0,33,..,343,50,386,4,395,..,124,17,140,0,140,..,11,0,12,0,12,..,56,0,63,0,63,..,166,0,171,0,171,..,1637,129,1769,14,1786,..,169,0,177,0,176,..,293,29,321,8,330,..,2272,160,2432,24,2457,..,713,94,804,8,812,..,104
117021327,..,13,0,13,0,13,..,417,81,504,4,513,..,28,7,32,0,38,..,121,0,119,0,119,..,68,4,73,0,73,..,382,106,488,4,489,..,26,0,26,0,26,..,4,0,4,0,4,..,59,0,59,0,57,..,53,0,53,0,53,..,14,0,14,0,14,..,16,0,16,0,16,..,9,0,13,0,13,..,6,0,6,0,6,..,187,0,188,0,195,..,252,45,299,0,302,..,72,5,75,0,74,..,3,0,3,0,3,..,42,0,41,0,41,..,20,0,26,0,26,..,5,0,5,0,5,..,25,0,25,0,25,..,33,0,31,0,31,..,259,129,387,0,395,..,34,0,35,0,34,..,0,0,0,0,0,..,55,16,66,0,71,..,36,0,36,0,36,..,51,0,49,0,49,..,48,0,48,0,48,..,26,0,26,0,26,..,158,0,158,0,158,..,334,26,362,8,368,..,30
117021328,..,6,3,10,0,10,..,281,92,374,5,378,..,13,0,16,0,16,..,47,0,50,0,50,..,29,0,29,0,30,..,153,56,212,0,209,..,7,0,7,0,7,..,0,0,0,0,0,..,49,0,49,0,49,..,40,8,43,0,43,..,4,0,4,0,4,..,9,0,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,122,8,125,3,127,..,42,6,52,0,52,..,23,0,23,0,23,..,0,0,0,0,0,..,21,0,21,0,21,..,143,59,200,0,200,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,10,..,39,22,63,0,63,..,26,0,27,0,27,..,3,0,3,0,3,..,13,4,22,0,22,..,32,0,36,0,35,..,54,9,58,0,64,..,50,4,52,0,52,..,16,6,17,0,17,..,147,16,162,3,163,..,110,14,126,4,129,..,9
117021636,..,21,12,32,0,32,..,267,110,376,6,387,..,13,0,19,0,19,..,59,0,64,0,62,..,63,0,65,0,70,..,449,242,695,5,698,..,11,0,11,0,11,..,3,0,6,0,6,..,32,0,35,0,35,..,9,0,9,0,9,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,74,4,79,0,79,..,88,14,108,0,104,..,48,7,52,0,53,..,8,5,13,0,13,..,20,3,26,0,26,..,26,10,35,0,35,..,3,0,3,0,3,..,18,0,18,0,18,..,8,4,13,0,13,..,183,99,283,0,289,..,17,0,17,0,17,..,10,0,10,0,10,..,23,3,31,0,31,..,16,0,16,0,16,..,49,10,59,0,58,..,31,0,31,3,33,..,9,3,13,0,13,..,102,13,115,5,118,..,190,19,205,3,209,..,19
117021637,..,35,7,44,0,44,..,356,170,521,0,528,..,29,4,31,0,31,..,70,0,72,0,77,..,45,0,45,0,45,..,805,358,1159,4,1164,..,35,3,37,0,37,..,0,0,0,0,0,..,48,0,51,0,51,..,96,7,104,0,107,..,7,0,7,0,9,..,9,0,9,0,9,..,11,0,11,0,11,..,3,0,3,0,3,..,214,12,229,0,229,..,121,14,138,0,138,..,53,12,59,0,59,..,7,11,16,0,16,..,33,3,38,0,38,..,22,9,29,0,29,..,3,0,3,0,3,..,10,0,10,0,10,..,20,3,21,0,21,..,147,58,199,0,202,..,43,0,40,0,40,..,12,0,11,0,15,..,17,3,21,0,21,..,65,0,65,0,68,..,74,15,92,0,92,..,66,6,73,0,73,..,31,3,32,0,32,..,236,21,260,0,260,..,156,13,170,0,170,..,12
