SA2_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
101051539,2251,2214,1082,77,5619,2176,206,8002,142,77,81,9,308,522,28,862,37,17,21,0,76,86,7,171,176,97,99,7,378,610,37,1027,31,16,25,0,73,195,5,279,4,0,3,0,9,49,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,5,0,13,37,26,29,0,88,252,8,359,3,0,7,0,7,8,0,11,0,0,0,0,3,15,0,14,0,0,0,0,0,0,0,0,11,0,3,6,22,19,4,38,16,9,3,6,28,39,0,71,3,4,0,0,6,16,0,23,2479,2340,1215,90,6125,3099,261,9486
101051540,1833,1416,380,26,3649,1208,84,4943,14,4,3,0,17,45,0,60,3,0,0,0,0,3,0,8,14,4,3,0,22,44,0,61,0,0,3,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,9,0,12,0,0,0,0,0,6,0,13,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,6,0,4,4,0,6,19,0,23,0,3,3,0,7,5,0,10,1848,1427,387,27,3688,1280,82,5054
101061541,658,756,262,19,1691,510,31,2233,32,16,19,0,63,104,3,175,5,3,4,0,10,4,0,15,31,17,20,0,73,116,3,193,8,0,5,0,15,58,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,8,4,5,0,16,60,3,79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,14,694,781,288,22,1790,692,41,2524
101061542,1396,1687,299,19,3395,649,61,4111,4,5,0,0,11,3,0,12,0,0,0,0,0,0,0,0,5,5,0,0,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,3,0,4,0,9,8,0,14,7,9,0,0,19,13,0,36,1407,1703,305,24,3441,677,61,4180
101061543,1102,1013,484,50,2649,953,88,3694,42,28,39,0,110,245,8,361,0,7,0,0,5,8,3,12,42,34,37,0,111,255,9,370,18,8,3,0,24,84,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,6,0,27,84,6,115,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,9,7,3,0,0,4,6,0,22,3,3,0,0,11,7,0,8,1161,1057,531,50,2798,1306,102,4209
101061544,970,701,243,22,1936,851,64,2845,16,6,5,0,28,43,0,71,0,0,0,0,0,0,0,0,21,6,5,0,32,43,0,71,7,0,0,0,10,16,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,11,6,23,0,0,0,0,0,9,0,9,3,0,0,0,3,10,0,9,0,0,0,0,0,0,0,0,3,4,0,0,5,7,0,10,11,5,0,0,11,28,0,37,4,3,0,0,8,4,0,13,1004,711,249,22,1992,931,66,2990
102011028,667,949,256,12,1885,345,36,2268,0,4,6,0,15,5,0,16,31,20,22,0,74,21,0,93,32,19,28,0,85,25,0,114,16,12,13,0,42,24,0,65,10,0,3,0,20,16,0,28,14,6,7,0,16,7,0,30,0,0,0,0,0,0,0,0,9,4,0,0,8,0,0,11,49,24,17,0,91,45,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,7,0,0,3,0,4,0,4,8,0,0,0,0,0,0,0,0,749,995,306,14,2066,417,46,2530
102011029,1328,1317,322,20,2994,825,73,3888,5,7,3,0,16,15,0,30,27,4,13,0,43,16,0,61,38,10,16,0,57,36,0,97,22,3,3,0,26,41,0,72,6,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,10,5,0,20,33,7,3,3,49,47,0,101,32,0,10,0,43,78,8,128,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,35,4,7,0,43,83,8,137,0,0,0,0,0,0,0,7,1435,1333,354,29,3150,995,78,4221
102011030,483,506,149,16,1147,361,47,1560,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,5,4,0,0,0,5,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,17,0,23,4,0,0,0,8,3,0,5,3,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,8,16,0,25,5,3,0,0,18,8,0,23,499,512,152,17,1179,407,52,1641
102011031,1412,1545,448,27,3431,1167,75,4675,131,27,30,4,197,283,7,483,19,21,35,0,86,56,5,146,156,46,73,6,278,339,13,631,43,27,25,0,98,114,3,216,16,3,3,0,19,37,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,3,0,10,59,31,34,3,127,156,7,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,0,5,3,0,11,5,0,0,0,5,4,0,10,1636,1627,551,34,3849,1668,92,5609
