SA2_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
101041019,1512,793,806,919,1022,1313,1085,674,279,8406,3,3,0,0,3,10,3,0,0,26,53,53,59,42,55,61,57,26,14,423,4,5,3,0,6,8,3,14,3,41,0,0,0,0,4,5,5,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,5,5,5,9,5,0,50,0,0,0,0,0,0,0,0,0,0,58,69,70,51,65,88,76,44,11,530,61,77,71,51,69,90,79,47,11,558,1574,865,879,974,1096,1405,1160,721,295,8965
101041020,1441,798,727,843,1201,1880,1556,500,122,9077,8,0,6,8,10,4,9,6,0,41,36,40,39,28,27,44,36,19,3,264,5,5,3,0,0,3,4,6,0,32,0,6,3,0,0,3,3,3,0,15,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,11,8,17,15,8,0,60,0,0,0,0,0,0,0,0,0,0,44,55,52,36,39,72,68,21,5,383,51,52,51,41,42,73,71,28,5,421,1494,858,781,888,1248,1953,1630,530,126,9496
101041021,551,303,286,349,418,550,610,332,153,3552,0,0,0,0,0,5,0,3,0,11,8,16,20,19,8,26,44,14,4,169,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,8,14,36,38,10,0,129,0,0,0,0,0,0,0,0,0,0,14,25,34,33,30,67,87,26,6,313,12,25,34,30,30,72,87,28,4,326,566,330,314,378,451,620,700,359,160,3878
101041022,0,0,0,0,3,7,14,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,31
101041023,520,272,240,272,384,506,573,316,124,3212,0,0,0,0,4,5,3,0,5,13,26,18,15,22,20,29,34,13,5,179,0,3,0,0,11,8,11,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,6,0,7,4,0,22,0,0,0,0,0,0,0,0,0,0,35,20,23,31,37,43,47,17,3,249,35,17,23,27,41,49,49,15,10,270,551,291,266,301,426,554,621,332,136,3484
101041024,440,305,255,296,458,642,616,253,33,3303,0,0,0,0,0,7,0,0,0,5,23,25,21,22,18,51,33,10,0,197,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,5,4,0,0,38,0,0,0,0,0,0,0,0,0,0,26,33,20,31,27,61,39,9,0,248,26,33,20,31,25,67,42,8,0,254,469,340,282,326,483,707,655,268,40,3556
101041025,1495,852,903,952,1295,1727,1958,1173,438,10783,0,3,4,3,0,5,7,5,0,33,62,70,89,52,66,100,75,23,15,548,0,0,9,6,10,39,52,37,15,163,0,5,3,0,0,11,3,0,0,25,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,14,17,9,12,22,33,10,0,127,0,0,0,0,0,0,0,0,0,0,67,96,122,70,93,172,172,69,29,883,68,99,122,78,91,175,179,72,30,921,1565,947,1022,1028,1390,1904,2131,1245,465,11710
101041026,1084,628,607,699,964,1559,1597,783,251,8174,0,0,0,5,6,8,8,0,4,29,35,41,48,38,41,72,64,25,14,374,5,0,0,0,0,3,3,0,0,16,4,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,5,3,3,30,17,6,0,78,0,0,0,0,0,0,0,0,0,0,41,49,57,45,52,108,84,30,14,487,39,49,56,48,57,120,93,34,18,514,1124,672,662,745,1022,1682,1685,817,271,8685
101041027,1228,592,652,764,963,1636,2082,999,424,9346,6,0,0,0,3,3,6,6,5,31,47,44,61,37,53,106,137,25,10,521,0,6,3,4,4,6,27,4,0,59,0,4,3,4,6,4,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,6,27,25,8,0,94,0,0,0,0,0,0,0,0,0,0,50,63,76,47,70,143,194,49,12,710,52,60,82,52,72,147,197,52,16,740,1281,657,730,816,1035,1783,2283,1056,443,10082
101051539,4412,2600,3278,2798,2815,2909,2587,1619,694,23707,3,3,9,7,3,6,0,10,4,49,72,308,248,121,102,104,87,37,41,1120,0,3,3,0,4,3,4,0,0,18,0,0,8,0,3,9,0,0,0,25,0,5,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,18,6,4,5,0,4,0,51,0,0,0,0,0,0,0,0,0,0,78,326,277,131,122,126,95,41,41,1230,85,331,286,134,125,128,97,49,46,1277,4500,2932,3567,2938,2936,3032,2682,1667,731,24988
101051540,2236,1266,1125,1395,1795,2298,1890,915,285,13203,0,0,3,0,10,9,12,7,0,34,89,73,57,68,64,100,109,27,15,601,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,8,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,88,79,62,70,71,117,122,36,15,651,88,81,61,70,72,117,136,42,12,689,2328,1348,1183,1461,1872,2422,2022,960,300,13893
101061541,1292,672,717,810,847,790,719,420,235,6494,0,0,0,0,0,0,0,0,0,7,22,39,47,41,44,37,12,18,6,263,0,6,9,0,6,4,0,0,0,23,0,8,5,0,6,6,7,0,0,28,0,0,5,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,17,12,3,19,4,3,0,0,64,0,0,0,0,0,0,0,0,0,0,29,60,81,49,67,55,21,21,6,396,29,62,81,49,67,55,28,22,9,403,1320,736,798,863,914,843,752,436,239,6895
101061542,2477,1319,1017,1515,2091,1701,1296,593,127,12149,3,3,0,0,0,0,7,0,0,22,32,59,33,22,34,39,46,22,0,282,0,6,0,0,12,4,4,0,0,26,0,0,0,0,3,9,5,4,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,25,27,10,9,3,6,3,0,99,0,0,0,0,0,0,0,0,0,0,42,79,71,38,58,63,60,30,6,435,43,86,73,38,56,60,66,34,6,456,2523,1401,1096,1554,2147,1765,1361,626,132,12600
101061543,2188,1177,1104,1180,1178,1321,1238,779,318,10488,3,0,4,9,5,3,6,5,6,43,49,63,52,46,37,53,39,20,17,373,0,0,9,0,5,5,4,0,0,22,0,0,0,0,0,0,0,4,0,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,55,63,62,44,45,72,47,19,17,435,54,73,69,54,52,74,58,27,24,475,2248,1247,1171,1239,1225,1398,1289,808,341,10965
101061544,1259,620,692,663,937,1197,1095,611,164,7240,0,0,0,0,4,4,8,6,6,22,42,85,55,33,31,54,38,19,4,359,0,0,3,0,0,3,4,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,7,4,0,0,28,0,0,0,0,0,0,0,0,0,0,54,93,58,38,43,65,52,17,4,422,54,88,58,37,47,68,56,25,10,450,1314,715,751,697,988,1267,1147,637,168,7685
102011028,1484,885,483,919,1143,1043,811,358,76,7210,0,0,0,0,0,0,0,0,0,8,75,73,39,36,42,44,39,17,0,364,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,74,45,34,44,51,39,17,0,375,75,76,45,36,46,51,41,18,0,382,1558,960,520,960,1189,1098,853,379,73,7588
