SA2_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
102021056,4768,2733,2447,2900,2548,1746,1494,1022,401,20051
102021057,1653,1167,1146,1082,1205,1182,976,549,162,9120
103011059,2721,1686,1494,1479,1543,1330,1155,657,273,12330
103011060,1208,707,582,765,1043,1187,947,394,80,6909
103011061,801,449,485,521,606,705,758,405,102,4834
103011612,1338,1672,1795,1221,1138,1221,1058,835,478,10752
103011613,3064,1801,1871,1747,1798,1717,1412,671,225,14313
103021062,1354,594,732,711,740,867,727,433,211,6372
103021063,1669,1036,980,895,1068,1191,1278,807,359,9273
103021064,900,561,500,523,766,917,901,526,128,5716
103021065,1969,1091,1074,1060,1142,1341,1228,813,314,10020
103021066,561,311,290,338,435,587,588,354,143,3597
103021067,2243,1337,1303,1214,1270,1353,1101,764,330,10919
103021068,651,317,309,331,388,533,437,210,93,3262
103021069,1087,541,578,624,636,791,678,411,176,5525
103031070,1992,1266,1468,1276,1486,1748,1664,1100,388,12385
103031071,1415,856,808,866,1131,1420,1247,565,145,8448
103031072,2680,1352,1786,1560,1469,1379,1167,822,353,12563
103031073,507,292,231,287,463,575,596,373,93,3398
103031074,2141,995,1061,1254,1553,1757,1374,754,194,11072
103031075,0,0,0,0,0,0,0,0,0,0
103041076,1520,776,798,778,1009,1113,885,477,162,7517
103041077,3618,2190,2478,2210,2073,2219,2141,1389,700,19023
103041078,5461,2735,3250,3066,2823,2281,1897,1033,343,22895
103041079,2465,1302,992,1395,1643,1705,1419,707,207,11830
104011080,3631,2158,2156,2003,2176,2406,2342,1614,777,19255
104011081,2467,1573,1708,1747,2343,3049,2619,1095,265,16875
104011082,2467,1338,1295,1600,1934,2869,3322,1982,712,17533
104021083,1209,581,479,680,888,979,847,382,125,6168
104021084,3137,2105,2053,2169,2175,2297,2217,1406,539,18099
104021085,1772,1209,1362,1276,1264,1367,1319,1085,642,11305
104021086,742,426,372,453,609,654,469,190,32,3950
104021087,471,222,281,287,404,647,559,289,97,3250
104021088,2076,924,988,1353,1406,1460,1364,555,126,10262
104021089,3612,2084,2054,2223,2607,2719,2606,1534,614,20066
104021090,698,391,397,438,630,859,873,439,187,4907
104021091,2541,1311,1877,1735,1656,1945,2111,931,354,14463
105011092,742,404,489,368,435,485,297,145,50,3428
105011093,842,467,600,519,446,564,399,216,75,4129
105011094,867,416,491,420,457,549,405,242,85,3926
105011095,864,511,531,406,596,642,498,399,153,4591
105011096,1020,532,663,548,689,876,757,362,83,5534
105021097,2999,1874,2182,1883,2010,2570,2214,1272,590,17588
105021098,420,246,270,260,314,323,295,130,28,2288
105031099,1343,734,732,705,951,1201,1238,716,294,7921
105031100,2294,1274,1615,1278,1208,1349,952,482,185,10633
105031101,4081,2190,3432,2427,2121,2070,1646,1142,513,19628
105031102,2374,1267,1565,1272,1113,951,909,650,212,10317
105031103,1255,610,558,711,837,924,685,308,69,5963
105031104,842,385,456,449,544,664,563,360,130,4398
105031105,1375,683,729,700,709,864,761,477,173,6458
105031106,1576,936,1175,1020,1036,1195,1006,594,232,8769
106011107,2860,1477,1811,1762,1588,1480,1205,492,93,12770
106011108,4298,2824,3300,2906,2831,2779,2508,1401,655,23495
106011109,1753,1039,928,1071,1318,1383,1127,409,103,9145
106011110,1772,915,864,1120,1242,1529,1254,658,184,9541
106011111,4388,2545,3244,2448,2412,2371,1990,898,331,20631
106011112,3564,2436,2513,2061,2163,1905,1364,713,306,17018
106011113,1062,585,524,678,814,827,567,235,36,5332
106021114,1917,998,1477,1258,1017,806,622,335,180,8611
106021116,1950,1075,851,1188,1172,1068,837,447,145,8727
106021614,3409,2342,2269,2277,2367,2192,1822,924,376,17981
106021615,4071,2128,2531,2409,2073,1721,1575,901,327,17730
106021616,1653,996,1355,1037,905,879,733,319,104,7976
106021617,1881,1079,1297,1208,1197,1194,1202,804,234,10091
106021618,3716,2013,2734,2328,1859,1655,1075,433,85,15899
106031119,947,639,468,549,819,1043,1163,701,121,6449
106031120,1093,670,624,644,806,1105,1158,627,163,6887
106031121,2870,1927,1604,1902,2561,3457,3929,2747,978,21972
106031122,2907,1833,1884,1734,1801,1818,1528,813,259,14588
106031123,1103,778,448,644,878,932,613,225,62,5693
106031124,432,300,254,322,487,1007,1567,1088,351,5804
106031125,3147,1742,1573,1844,2020,1939,1724,863,166,15020
106041126,2697,1463,1860,1603,1528,1404,1026,517,179,12272
106041127,761,460,449,510,585,573,427,231,76,4083
106041128,1195,627,804,772,737,709,575,411,201,6035
106041129,1456,867,853,933,1048,1224,1077,532,208,8194
107011131,4415,2913,2976,2870,2937,2844,2704,1877,662,24195
107011132,2889,1584,1680,1907,1483,1290,810,391,123,12155
107011133,0,0,0,0,0,0,4,0,0,5
107011134,2751,1945,1789,1830,1989,2066,1508,900,499,15280
107011545,2775,1728,1870,1719,1753,1777,1331,872,383,14200
107011546,1738,1026,1259,1155,1194,1251,988,709,410,9740
107011547,608,406,380,410,489,615,668,505,171,4239
107021135,0,0,0,0,0,0,0,0,0,9
107031136,4246,2371,3024,2550,2350,2070,1437,678,308,19026
107031137,1207,837,919,759,787,925,797,457,220,6920
107031138,1313,729,799,895,949,1318,1464,925,400,8786
107031139,1129,648,513,765,788,872,870,346,127,6063
107031140,1346,856,678,813,1009,1227,1244,703,261,8136
107031141,3870,2544,1997,2648,2749,2408,1909,914,311,19341
107031142,1743,1265,1278,1132,1329,1496,1313,725,309,10590
107031143,3553,2392,2369,2252,2461,2771,2371,1678,554,20397
107041144,3533,3064,2607,2567,2654,2622,2157,1632,675,21519
107041145,2793,1815,2169,2011,2007,2130,1666,977,471,16041
107041146,4096,4198,2625,2820,2863,2305,1944,1326,588,22773
107041147,1956,1099,1005,1274,1305,1203,774,375,141,9135
107041148,2351,1285,1094,1550,1732,1792,1372,582,196,11957
107041150,4163,2346,1961,2870,2936,2544,2033,1264,640,20761
107041548,1244,2487,3854,1735,1555,1928,1646,1103,464,16020
107041549,2387,2914,3145,2026,1943,1713,1305,791,324,16551
108011151,849,455,433,459,753,921,814,423,134,5235
108011152,1911,1134,1069,1295,1569,2133,2813,1935,848,14709
108011153,1068,533,466,675,866,1336,1369,575,114,6988
108011154,611,471,423,420,578,954,1378,1031,508,6376
108021155,2856,1905,1841,1709,1783,2033,1933,1139,460,15654
108021156,1503,870,779,867,1239,1826,1584,628,171,9472
108021157,882,427,485,491,562,836,825,476,209,5189
108021158,967,582,527,583,729,1119,1311,910,381,7111
108021159,1364,766,665,751,1019,1503,1340,565,121,8102
108021160,724,378,440,445,556,932,1237,678,233,5628
108031161,66,11,64,69,43,82,56,38,15,445
108041162,2395,1479,1058,1443,2098,2996,3785,2429,811,18484
108041164,3217,2464,2387,2111,2245,2427,2985,2244,1065,21147
108041165,882,472,428,528,729,981,888,335,66,5301
108041166,2521,1451,1317,1344,1602,1644,1590,957,375,12796
108041619,1883,1298,1152,1386,1597,1777,1587,845,247,11764
108041620,2966,1646,1303,1834,2181,2261,2363,1879,840,17284
108051167,746,419,363,462,631,916,999,557,215,5310
108051168,1985,955,914,1114,1492,1996,2448,1220,347,12476
108051169,3750,2275,2220,2076,2309,2780,2800,2000,912,21123
108051170,1716,1063,890,1034,1616,2506,2697,1241,280,13044
108051171,970,518,557,514,612,843,755,457,171,5395
109011172,3852,2134,2489,2470,2120,1901,1578,954,339,17831
109011173,1922,1387,1374,1181,1340,1345,1074,646,261,10527
109011174,1602,1138,1268,1202,1285,1476,1354,790,404,10519
109011175,2558,1421,991,1418,1612,1906,1583,784,227,12507
109011176,2830,1944,2116,1829,1718,1849,1903,1099,379,15665
109021177,467,311,314,259,336,526,331,255,90,2897
109021178,1263,717,695,714,833,911,827,415,132,6511
109021179,690,335,467,398,494,570,451,189,72,3648
109031180,813,541,484,449,676,866,909,604,251,5595
109031181,1207,653,637,721,822,1072,1258,679,222,7262
109031182,1156,754,719,671,831,1045,980,595,278,7038
109031183,1222,559,631,678,849,1181,974,561,182,6837
109031184,1186,604,629,696,797,915,1165,720,219,6930
109031185,1520,817,870,886,1096,1469,1773,991,359,9778
110011186,4272,4134,3251,2626,2521,2760,2253,1542,599,23967
110011187,864,476,445,486,595,696,548,324,102,4527
110011188,1051,586,533,605,811,958,827,410,109,5894
110011189,522,276,284,269,376,492,509,332,84,3144
110021190,1367,854,849,840,1074,1416,1375,855,303,8931
110021191,2359,1410,1443,1285,1343,1435,1405,1012,374,12057
110021192,939,542,494,469,739,827,697,389,97,5200
110021193,989,495,430,577,738,905,861,544,187,5734
110021194,955,555,479,569,825,1194,1392,633,211,6810
110031195,1606,879,1088,953,920,1010,780,462,146,7845
110031196,1127,626,672,623,759,776,494,238,49,5356
110031197,1398,766,929,770,795,926,708,441,163,6898
110031198,937,501,492,491,591,763,508,247,88,4616
110041199,2217,1034,1396,1134,992,1072,925,696,295,9745
110041200,892,469,496,497,564,640,484,249,89,4369
110041201,1334,771,703,786,961,1136,1073,600,189,7551
110041202,4165,2773,2874,2428,2446,2581,2253,1383,469,21360
110041203,3311,1784,2457,2031,1753,1691,1550,1264,683,16517
110041204,1567,901,901,716,622,548,451,248,42,5998
110041205,3642,1945,1744,2162,2602,2782,2497,1277,387,19038
111011206,3031,2038,1930,2053,2261,2321,2235,1387,623,17864
111011207,839,601,501,579,759,933,866,449,144,5680
111011208,4966,2781,3506,3539,3106,2842,2320,1516,676,25254
111011209,4688,2972,3326,3415,3074,2829,2387,1382,507,24588
111011210,1782,1075,1246,988,1174,1215,972,705,337,9504
111011211,662,376,243,401,515,513,499,343,225,3785
111011212,2063,1212,958,1368,1641,1929,1861,1120,414,12559
111011213,2441,1440,827,1521,1750,1671,1626,978,313,12568
111011214,2441,1674,1419,1785,2014,2002,1828,1149,374,14694
111021215,1785,1139,1291,1131,1189,1322,1076,806,386,10135
111021216,1742,1109,1077,1041,1182,1298,1259,790,192,9691
111021217,3686,1978,2369,2502,2017,1551,1258,704,318,16375
111021218,3000,2001,2006,1858,2012,2251,2269,1805,945,18129
111021219,2177,1460,1414,1327,1715,1971,2157,1241,508,13961
111021220,1504,972,820,1002,1172,1484,1551,752,200,9467
111021221,1397,902,1043,906,890,927,804,313,71,7254
111031222,3248,2134,2237,2385,2170,1748,1285,989,398,16600
111031223,1582,1001,1239,929,1008,1060,972,616,159,8561
111031224,1807,1762,1901,1601,1672,1619,1324,709,379,12772
111031225,3188,2205,1956,2286,2517,2199,1635,926,428,17343
111031226,3831,2293,2228,2573,2247,1601,1108,448,103,16429
111031227,2444,1759,3000,2192,1761,1777,1380,741,464,15526
111031228,2427,1999,1940,1800,2034,1890,1394,697,325,14506
111031229,1202,1826,2752,1589,1580,1681,1357,652,168,12805
111031230,9,0,4,7,3,0,4,3,0,31
111031231,1655,3651,2482,1278,899,896,775,603,356,12593
111031232,1466,761,856,1028,941,1136,1530,859,257,8824
111031233,3401,2610,3087,2551,2314,2344,2233,1550,867,20958
111031234,1888,1921,2385,1576,1435,1282,985,782,634,12883
111031235,1270,1205,1972,1325,1146,1130,728,295,96,9171
112011236,2463,1549,1650,1874,2101,2523,3159,2121,1186,18629
112011237,3229,1896,1690,2043,2468,2660,2428,1389,528,18327
112011238,1309,595,775,989,1050,1041,829,261,111,6958
112011239,1481,840,1054,1294,1385,1353,1153,461,144,9170
112011240,1489,961,2118,1711,1387,1375,1225,483,171,10914
112011241,886,514,454,600,726,908,927,437,181,5643
112011242,1827,857,914,1314,1331,1309,1111,450,120,9236
112011243,1506,777,898,1127,1367,1392,1261,413,156,8896
112021244,2393,1469,1300,1183,1374,1444,1599,1075,462,12298
112021245,1280,726,661,720,947,1362,1057,482,145,7381
112021246,2483,1523,1644,1590,1612,1691,1573,1011,467,13591
112021247,1247,650,598,741,927,1415,1289,541,205,7611
112021248,2473,1949,1898,1811,2000,2159,1689,848,399,15229
112021249,2671,1491,1237,1831,2405,2849,2320,764,220,15786
112031250,2692,1375,1072,1853,2061,2208,2078,1058,411,14818
112031251,1707,961,820,1109,1195,1338,1184,749,442,9501
112031252,1692,1043,826,1152,1449,1956,1537,540,158,10352
112031253,2877,1200,1286,1929,1827,2014,1688,904,358,14086
112031254,2757,1800,2302,2289,2278,2904,3181,2090,965,20563
112031550,2570,1678,1518,1654,1963,2066,2232,1791,864,16320
112031551,695,403,267,400,493,466,394,162,55,3324
112031552,1092,753,780,777,853,1077,1314,1179,597,8423
113011256,3974,2389,3312,2701,2467,2305,1694,1125,603,20569
113011257,2512,1545,1547,1424,1808,1819,1287,609,203,12760
113011258,2146,1409,1266,1132,1198,1286,965,651,270,10330
113011259,1184,595,566,634,705,859,714,445,203,5905
113021260,610,311,342,399,438,547,491,295,94,3522
113021261,1295,726,756,757,755,872,766,527,199,6667
113021262,845,442,370,539,648,802,669,327,105,4744
113031263,1287,709,622,685,863,1150,1290,809,289,7705
113031264,692,423,375,409,449,532,474,270,91,3715
113031265,1037,683,886,831,835,852,714,383,123,6351
113031266,1205,695,565,611,774,959,964,585,254,6603
113031267,3517,2095,2006,2069,1974,1969,1855,1083,352,16921
113031268,1102,1224,921,664,505,429,291,288,185,5605
113031269,4893,2949,3180,2759,2633,2524,1975,1103,508,22522
113031270,1897,1744,2012,1362,1225,1367,1163,736,446,11962
113031271,3804,2545,2231,2085,2074,2147,1727,856,318,17788
114011272,1314,670,670,847,994,1638,1841,1090,421,9489
114011273,472,322,284,280,459,679,678,365,100,3642
114011274,664,401,455,446,560,862,904,611,201,5105
114011275,12,3,6,4,8,16,13,3,0,62
114011276,689,327,450,551,560,812,898,412,144,4844
114011277,2882,1692,1847,1786,1890,2154,2142,1244,452,16098
114011278,4459,2861,3350,2738,2576,2486,2173,1338,602,22584
114011279,2356,1443,1440,1506,1731,2079,2556,1634,511,15259
114011280,479,305,325,312,455,864,1059,656,252,4694
114011281,606,383,344,394,521,648,536,223,46,3708
114011282,2608,1378,1426,1719,1869,2596,3039,1741,644,17026
114011283,774,407,412,522,661,1193,1219,501,131,5822
114021284,1935,1131,722,1153,1638,1769,2383,2049,852,13626
114021285,1342,777,828,782,906,824,610,279,51,6393
114021286,1935,1051,1254,1285,1364,1387,1404,914,338,10931
114021287,1896,1124,1112,1143,1327,1421,1429,923,274,10648
114021288,601,395,295,332,572,637,634,305,59,3829
114021289,1072,632,523,647,926,1206,1338,705,195,7250
115011290,5406,2508,2552,4488,3342,2392,2083,1398,552,24726
115011291,4095,2809,2124,3226,2997,2826,2349,999,256,21683
115011294,1074,846,371,625,859,829,746,697,319,6361
115011296,2186,1658,1041,1528,1660,2002,1784,641,182,12683
115011553,1628,888,696,1320,1111,779,742,399,108,7677
115011554,792,594,343,526,662,707,518,693,838,5670
115011555,2287,1626,903,1614,1817,1570,1476,710,194,12189
115011556,2044,1242,1058,1673,1446,1167,1045,568,180,10419
115011557,978,774,426,711,842,737,481,175,52,5183
115011558,3511,2604,1369,2556,2812,2634,2065,1015,511,19082
115011621,3764,2704,1511,2758,2840,1990,1357,657,132,17709
115011622,2455,1399,1399,2125,1431,982,782,544,277,11375
115021297,4074,3157,1787,2378,3499,3091,2440,1511,547,22479
115021298,918,667,452,541,791,803,627,441,185,5436
115031299,442,283,237,299,470,530,352,203,38,2846
115031300,4292,2956,2550,2535,3282,3121,2164,992,273,22161
115041301,2383,1524,1171,1451,1685,1408,1084,566,138,11414
115041623,2929,952,1907,2275,1012,599,431,136,27,10287
115041624,4806,1992,2433,3727,2089,1178,751,299,125,17401
115041625,3911,2801,1547,2865,3103,1798,994,466,92,17581
116011303,3150,2105,3588,2996,1691,1450,1166,602,278,17032
116011304,4203,2594,3528,3256,2158,1995,1731,777,337,20584
116011306,4687,3101,3285,3559,3044,2731,2014,750,220,23384
116011307,5012,3026,3205,3882,3283,2929,2466,1108,457,25373
116011560,2568,1642,1786,1996,1563,1402,957,572,160,12646
116011561,3264,2324,2895,2468,1992,1786,1179,788,452,17141
116011626,2642,1875,2310,2195,1830,1719,1395,708,192,14866
116011627,2425,1284,1943,2143,1278,1028,871,482,129,11578
116021309,3310,2439,1560,2660,2512,1760,1070,434,82,15829
116021562,818,458,483,648,519,414,223,83,16,3668
116021563,5732,2992,3640,4565,3078,2348,1575,556,182,24670
116021628,5643,2576,1960,4493,3174,1440,1062,538,172,21058
116021629,4644,1289,2938,3864,1209,740,588,222,35,15524
116021630,3426,1650,2673,2357,1500,1097,717,319,99,13844
116021631,2699,1096,1642,2310,1069,693,374,108,25,10011
116021632,7042,2763,4801,6220,2182,1172,700,196,60,25130
116021633,2654,1735,1680,2588,1921,1217,829,344,59,13034
116031313,4649,2678,2537,2078,2181,1945,1574,741,143,18536
116031314,1903,1144,1228,1326,1036,891,532,205,102,8374
116031315,4731,3282,2972,2859,2930,2582,1405,481,172,21414
116031316,5752,2984,3083,3201,2378,1810,1311,856,173,21551
116031317,5451,3106,3331,3447,2639,2289,1639,796,216,22918
116031318,0,0,7,0,0,0,0,0,0,12
116031319,4674,3036,3150,3212,2772,2656,1865,876,590,22826
117011320,59,54,182,103,54,22,19,7,0,508
117011321,2482,1408,2116,2208,1856,1356,903,486,161,12960
117011323,2403,1933,2812,2214,1774,1481,1124,750,266,14762
117011324,0,0,0,0,0,4,3,0,0,6
117011325,0,6,5,4,3,0,0,0,0,19
117011634,1395,1008,1244,1243,1242,1028,893,664,226,8941
117011635,2535,3575,7404,3250,1789,1389,918,522,190,21573
117021327,2472,2369,4526,3344,2920,1978,1285,726,278,19898
117021328,1251,728,1859,1668,1072,757,573,274,108,8278
117021636,1742,1066,2703,2163,1714,1236,876,578,244,12317
117021637,1800,1518,3108,2281,1920,1517,1071,718,334,14283
117031329,559,868,3268,2119,1404,1203,752,347,96,10615
117031330,2084,1434,6196,4299,2464,1522,744,298,84,19126
117031331,1999,2489,5039,3490,2450,2191,1670,741,190,20262
117031333,770,1238,5205,3465,2440,2123,1651,876,418,18187
117031336,877,1493,5164,3121,2011,1502,899,516,231,15828
117031638,625,2370,2171,1194,882,586,324,148,38,8332
117031639,278,2251,3080,1100,482,343,197,54,13,7803
117031640,1417,1910,4230,2526,1983,1421,791,289,98,14667
117031641,1298,1003,3197,2708,1489,1325,1087,447,98,12658
117031642,1162,1411,3719,2390,1729,1450,1022,583,216,13670
117031643,1419,1573,4081,2312,1154,803,527,305,113,12290
117031644,432,800,2241,1481,983,887,694,391,101,8004
117031645,984,3243,8443,3954,1419,988,611,234,69,19935
117031646,485,1528,2654,1281,600,389,292,122,56,7410
117031647,1270,1869,5839,3023,1449,1234,950,538,212,16379
117031648,1023,2175,5349,2239,820,544,345,101,19,12622
118011339,2887,1654,4859,3169,2387,1702,1223,798,385,19055
118011340,3090,1714,5976,3834,2601,1589,1078,578,253,20705
118011341,2685,1600,3943,2924,2182,1597,1343,930,522,17720
118011342,0,0,0,0,0,0,0,0,0,0
118011344,2153,1259,1338,1687,1695,1236,987,545,231,11122
118011345,1910,1468,3270,2370,2037,1536,1180,765,265,14793
118011346,2047,1584,1086,1277,1801,1549,1243,864,473,11924
118011347,1151,659,1168,1023,915,788,831,625,292,7454
118011649,2301,1630,2186,1944,1868,1697,1568,890,349,14429
118011650,1125,783,1937,1415,1083,1105,1147,952,412,9958
118021564,1423,2514,2498,1663,1213,1001,699,513,286,11809
118021565,1870,2370,2788,1840,1584,1274,954,608,326,13605
118021566,1565,1067,1310,1381,1353,1118,885,672,448,9790
118021567,1852,1012,1745,1803,1463,1230,1035,672,265,11084
118021568,1508,1170,1803,1529,1256,1045,770,547,222,9846
118021569,2596,1359,3435,2821,2054,1500,1144,771,528,16206
118021570,1669,1698,2978,1897,1579,1173,851,566,323,12735
118021651,2929,1691,4933,3415,2514,1882,1303,647,209,19521
118021652,1605,1009,1226,1531,1581,1360,1160,802,333,10610
118021653,2534,1616,1320,1766,2000,1773,1327,774,299,13412
118021654,1109,666,537,703,875,714,529,340,147,5611
119011354,5560,3271,2902,2957,2797,2460,1951,1308,646,23855
119011355,349,201,299,257,152,116,83,19,0,1469
119011356,2986,1872,1654,1690,1483,1299,987,580,221,12773
119011358,2910,2105,2180,2246,2229,2352,1580,1002,597,17200
119011360,3354,2188,2398,2443,2216,2132,1530,845,551,17664
119011361,4851,3137,3195,2796,2634,2620,1865,916,468,22484
119011571,3626,2078,3092,2515,1895,1799,1147,559,256,16981
119011572,3574,2504,3371,2486,2055,2003,1336,716,386,18434
119011655,3325,2159,1852,1804,1713,1603,1175,677,330,14637
119011656,3332,2044,1621,1728,1539,1414,981,550,210,13416
119011657,2258,1422,1417,1554,1526,1342,1024,617,177,11340
119011658,3168,1978,1766,2243,2236,2009,1474,763,356,15994
119021362,3461,2498,2961,2750,2753,2449,1776,1192,504,20332
119021366,4549,3182,3364,2811,2512,2341,1578,878,322,21544
119021367,2905,1833,1861,1968,1965,1685,1227,774,366,14577
119021573,4230,1841,3417,2782,1652,1381,926,560,306,17092
119021574,2380,1197,2062,1646,992,875,589,298,98,10135
119021659,1439,1557,2243,1763,1704,1462,957,500,272,11905
119021660,1135,1139,1916,1454,1155,1087,677,327,166,9059
119021661,1939,1335,2588,1938,1495,1286,804,565,274,12220
119021662,2986,2069,1829,2264,2833,2266,1713,1373,631,17969
119021663,1232,708,620,891,884,688,598,437,202,6261
119031370,2224,1563,1943,1901,1730,1764,1402,806,449,13791
119031371,2180,1538,1281,1592,1821,1754,1355,755,302,12594
119031372,3575,2489,2185,2496,2703,2555,1995,1475,750,20220
119031373,1747,1339,1801,1575,1373,1524,1218,749,278,11606
119031374,3867,3683,4051,3090,3146,3107,2268,1327,712,25259
119031664,1587,1895,3423,1760,1020,1032,765,362,186,12046
119031665,1733,1672,1783,1487,1538,1635,1220,703,344,12109
119031666,2656,1707,1863,2231,1934,1838,1413,691,383,14715
119031667,1394,1179,1789,1374,1099,1167,838,434,235,9528
119041377,2181,1558,1538,1689,1814,1630,1285,882,408,12973
119041378,2034,1386,2897,2290,1402,1172,832,590,456,13051
119041379,2535,1982,2600,2329,2064,1996,1435,851,414,16200
119041380,2016,1340,1740,2051,2052,1737,1481,1063,419,13896
119041381,2804,2557,4462,3193,2163,1903,1443,898,427,19853
119041382,2674,1577,1851,2145,2428,2244,1863,1327,553,16659
119041668,2686,1957,3767,2586,1854,1557,1154,708,307,16579
119041669,1961,1244,1202,1361,1299,1195,942,573,369,10145
119041670,2518,1884,2727,2326,1870,1804,1407,855,443,15831
119041671,857,1537,4978,1957,608,440,254,92,12,10731
120011383,3694,2439,2741,3103,3260,3073,2586,1566,658,23113
120011385,3076,1756,2347,2596,2768,2295,1815,1085,621,18366
120011386,3534,1807,2526,3348,3013,2607,2097,1339,665,20933
120011672,2232,1648,1985,1933,1811,1430,1025,569,202,12842
120011673,1393,1147,4322,2376,741,749,507,163,63,11453
120021387,2633,1262,1814,2465,2558,2104,1710,838,208,15579
120021389,2487,1129,1851,2476,2283,1633,1193,568,193,13824
120021674,1516,942,1642,1572,1444,1046,811,343,133,9464
120021675,3370,1681,2714,3169,2675,1725,1288,617,299,17532
120031392,1822,1340,2188,1906,1543,1391,987,594,225,11999
120031393,2896,2015,2211,2314,2524,2139,1673,1101,554,17434
120031394,2525,1792,3817,3133,2488,1917,1224,741,313,17948
120031395,2032,1528,2097,1886,2000,1667,1205,677,430,13520
120031396,3173,2749,6831,3719,1624,1412,820,365,133,20822
120031576,669,410,525,550,476,447,318,168,72,3636
120031676,1376,1375,2752,1840,1284,1154,910,519,250,11456
120031677,1427,1403,2593,1781,1357,1336,986,768,588,12246
120031678,1478,3050,4742,2066,1481,1343,936,522,316,15942
120031679,1596,1388,1554,1374,1485,1488,1044,655,396,10993
120031680,1414,3805,4677,1859,1310,1378,932,658,389,16420
120031681,1439,1310,1218,1014,1208,1271,943,550,305,9253
121011399,3802,2059,3619,3968,2843,2065,1672,855,411,21294
121011401,1831,857,2818,2619,1449,1083,808,327,107,11903
121011682,1852,878,1462,1920,1225,869,702,345,156,9406
121011683,2659,1767,672,1467,2239,1878,1428,856,476,13440
121011684,3306,2178,3276,3628,2474,1747,1533,923,542,19601
121011685,2298,1650,1459,1620,1962,1651,1262,742,276,12928
121011686,3137,1466,2342,2989,2031,1532,1237,783,370,15888
121011687,2820,1429,1070,2049,2082,1465,1069,649,361,12996
