SA2_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,261,3,0,0,0,0,263,8,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,16,0,30,0,0,0,0,0,0,5,270,19,0,0,23,3,292,303,0,0,0,0,0,305,8,20,0,0,22,0,26,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,18,3,0,22,0,35,3,0,0,0,0,0,7,314,22,3,0,24,5,339,209,0,0,0,0,0,209,4,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,11,0,10,0,0,0,0,0,0,0,212,10,0,0,11,0,219,133,0,0,0,0,0,135,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,137,0,0,0,0,0,142,156,0,0,0
205021085,169,0,0,0,0,0,170,9,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,7,0,8,0,0,0,0,0,0,0,170,8,0,0,8,0,183,187,0,0,0,0,0,187,4,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,10,0,0,0,0,0,0,0,189,4,0,0,4,0,197,128,4,0,0,4,0,129,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,131,4,0,0,4,0,142,94,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,94,95,0,0,0
205021086,138,0,0,0,0,5,142,3,9,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,13,0,18,0,0,0,0,0,0,0,143,10,4,0,14,5,151,159,4,0,0,4,0,157,6,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,17,0,18,0,0,0,0,0,0,0,163,18,0,0,18,0,181,96,0,0,0,0,0,96,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,99,6,0,0,6,0,105,56,0,0,0,0,0,56,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,54,6,0,0,6,0,58,82,0,0,0
205031087,266,0,0,0,0,0,269,3,16,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,16,0,24,0,0,0,0,0,0,0,271,15,0,0,15,0,288,334,0,0,0,0,3,342,5,11,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,17,0,0,0,0,0,0,0,342,13,0,0,13,3,358,193,5,0,0,5,0,193,4,7,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,9,0,13,0,0,0,0,0,0,0,198,7,0,0,7,0,203,114,0,0,0,0,0,114,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,118,0,0,0,0,0,123,157,0,0,0
205031088,5,0,0,0,0,0,5,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,5,0,6,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
205031089,374,10,0,0,10,4,386,11,5,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,5,0,21,0,0,0,0,0,0,0,385,16,0,0,16,3,404,400,11,0,0,11,3,414,6,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,9,0,9,0,0,0,0,0,8,8,407,12,0,0,12,7,425,251,4,0,0,4,0,257,8,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,12,0,0,0,0,0,4,4,267,8,0,0,8,4,273,167,3,0,0,3,3,174,8,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,9,0,0,0,0,0,0,0,176,5,0,0,5,3,185,227,3,0,0
205031090,376,0,0,0,0,0,379,17,29,0,0,29,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,29,0,51,0,0,0,0,0,3,3,397,34,0,0,34,3,431,483,0,0,0,0,0,486,8,22,0,0,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,21,0,29,0,0,0,0,0,0,0,490,25,0,0,25,4,518,325,0,0,0,0,0,332,3,17,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,21,0,0,0,0,0,4,4,331,17,0,0,17,0,350,213,0,0,0,0,0,213,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,216,0,0,0,0,0,220,260,0,0,0
205031091,397,11,0,0,11,3,408,17,27,0,0,27,0,41,0,4,0,0,4,0,4,0,0,0,0,0,0,0,17,27,0,0,27,0,40,0,0,0,0,0,0,0,413,39,0,0,39,3,449,452,10,0,0,9,3,469,11,34,0,0,34,0,46,0,9,0,0,9,0,5,0,0,0,0,0,0,0,17,33,0,0,33,0,50,0,0,0,0,0,0,0,470,47,0,0,50,3,524,242,8,0,0,8,5,249,7,16,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,15,0,22,0,0,0,0,0,6,6,246,20,0,0,20,8,268,192,5,0,0,9,0,197,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,192,17,0,0,19,0,214,214,7,0,0
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,826,13,0,0,16,3,842,33,70,0,0,68,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,3,0,74,0,112,0,0,0,0,0,0,0,860,82,4,0,89,3,953,855,9,0,0,9,3,873,25,57,0,0,55,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,4,0,59,0,90,6,0,0,0,0,0,6,883,68,4,0,72,3,960,539,8,0,0,8,0,554,7,22,0,0,22,0,29,0,0,4,0,4,0,6,0,0,0,0,0,0,0,9,22,4,0,26,0,35,0,0,0,0,0,0,0,552,30,4,0,31,0,585,373,3,0,0,3,0,377,7,8,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,13,0,17,0,0,0,0,0,0,0,383,13,0,0,17,0,402,430,4,0,0
205041094,449,11,0,0,11,0,458,7,11,0,0,11,0,18,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,11,3,0,12,0,16,0,0,0,0,0,0,0,452,22,3,0,22,0,475,486,7,0,0,7,0,491,14,5,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,5,0,20,0,0,0,0,0,0,0,502,14,0,0,14,0,512,289,0,0,0,0,0,293,10,8,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,8,0,21,0,0,0,0,0,0,0,304,12,0,0,12,0,313,180,4,0,0,4,0,186,7,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,8,0,18,0,0,0,0,0,0,0,189,9,0,0,13,0,200,226,4,0,0
205041095,490,13,0,0,13,3,504,18,9,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,5,0,11,0,27,0,0,0,0,0,0,0,514,17,5,0,22,3,534,489,5,0,0,5,0,496,14,16,0,0,16,0,24,0,3,0,0,9,0,9,0,0,0,0,0,0,0,14,18,0,0,20,0,29,0,0,0,0,0,0,0,504,22,0,0,23,0,527,289,4,0,0,4,0,292,8,9,0,0,9,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,8,0,0,8,0,17,0,0,0,0,0,0,0,299,13,0,0,13,0,310,207,6,0,0,6,0,210,5,10,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,15,0,0,0,0,0,0,0,212,13,0,0,13,0,227,242,0,0,0
205041096,350,12,0,0,12,0,354,19,53,4,0,51,0,75,0,14,14,0,23,0,23,0,0,0,0,0,0,0,22,62,20,0,75,0,101,0,0,0,0,0,3,0,373,72,20,0,86,3,464,316,3,0,0,3,0,320,13,38,3,0,40,0,52,3,19,23,0,39,0,42,0,0,0,0,0,0,0,17,55,28,0,79,0,95,0,0,0,0,0,0,0,329,61,28,0,88,0,419,206,6,0,0,6,0,211,6,8,0,0,10,0,10,0,9,8,0,21,0,21,0,0,0,0,0,0,0,3,17,11,0,27,0,34,0,0,0,0,0,0,0,210,19,11,0,32,0,241,152,0,0,0,0,0,153,9,7,0,0,11,0,18,0,0,6,0,11,0,9,0,0,0,0,0,0,0,7,14,6,0,15,0,26,0,0,0,0,0,0,0,163,12,6,0,19,0,181,144,3,0,0
205041098,209,0,0,0,0,0,209,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,209,0,0,0,0,0,211,189,0,0,0,0,0,190,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,192,9,0,0,9,0,199,141,0,0,0,0,0,142,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,137,0,0,0,0,0,149,94,0,0,0,0,0,94,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,94,3,0,0,3,0,97,107,0,0,0
205041493,363,5,0,0,5,0,373,14,43,0,0,49,0,66,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,45,3,0,47,0,68,0,0,0,0,0,4,3,385,53,3,3,56,4,442,392,0,0,0,0,0,393,9,47,4,0,48,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,4,0,48,0,57,0,0,0,0,0,0,0,403,46,4,0,51,0,450,228,0,0,0,0,4,235,10,14,0,0,22,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,14,0,0,20,0,28,0,0,0,0,0,0,0,236,13,0,0,22,4,258,156,0,0,0,0,0,157,4,5,0,0,5,0,12,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,10,0,0,10,0,12,0,0,0,0,0,0,0,158,11,0,0,11,0,166,195,0,0,0
205041494,667,5,0,0,5,5,678,18,79,0,0,79,0,101,0,6,4,0,3,0,3,0,0,0,0,0,0,0,18,86,4,0,85,0,100,0,0,0,0,0,0,0,688,90,4,0,91,5,778,677,13,0,0,13,3,688,25,81,0,0,81,0,104,0,4,7,0,10,0,11,0,0,0,0,0,0,0,25,87,7,0,86,0,113,0,0,0,0,0,0,0,698,94,7,0,105,3,803,419,3,0,0,3,0,426,18,35,0,0,37,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,0,0,37,0,51,0,0,0,0,0,0,0,433,37,0,0,42,0,477,264,3,0,0,3,0,261,9,29,0,0,29,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,29,0,36,0,0,0,0,0,0,0,266,30,0,0,30,0,298,338,0,0,0
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,133,0,0,0,0,0,136,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,10,0,0,0,0,0,0,0,136,4,0,0,4,0,144,164,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,4,0,0,4,0,170,96,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,99,66,0,0,0,0,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,68,0,0,0,0,0,73,98,0,0,0
205051101,583,10,0,0,10,0,593,11,20,0,0,20,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,25,0,33,0,0,0,0,0,0,0,598,30,0,0,32,0,629,605,5,0,0,5,3,611,10,19,0,0,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,19,0,32,7,0,0,0,0,0,7,619,21,0,0,21,3,642,390,4,0,0,4,0,391,6,12,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,12,0,13,0,0,0,0,0,0,0,392,9,0,0,9,0,403,236,0,0,0,0,0,235,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,243,4,0,0,4,0,249,287,0,0,0
205051102,173,3,0,0,3,0,176,6,6,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,13,0,15,0,0,0,0,0,0,0,178,12,0,0,13,0,191,168,3,0,0,3,0,172,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,0,0,0,0,0,0,0,170,7,0,0,13,0,182,98,0,0,0,0,0,103,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,98,5,0,0,6,0,108,77,0,0,0,0,0,76,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,0,0,0,0,0,0,0,77,3,0,0,10,0,84,86,0,0,0
205051103,582,5,0,0,5,0,594,12,52,4,0,55,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,4,0,55,0,65,0,0,0,0,0,0,0,593,59,4,0,60,0,657,540,7,0,0,7,3,552,14,52,0,0,54,0,64,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,51,0,0,54,0,63,0,4,0,0,4,4,5,552,57,0,0,60,3,626,338,0,0,0,0,0,342,8,28,0,0,31,0,37,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,36,0,0,32,0,40,0,0,0,0,0,0,0,346,38,0,0,36,0,385,231,0,0,0,0,0,236,0,13,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,13,0,16,0,0,0,0,0,0,0,239,10,0,0,10,0,247,264,0,0,0
205051104,164,0,0,0,0,0,167,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,171,3,0,0,3,0,172,170,0,0,0,0,0,167,4,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,9,0,0,0,0,0,0,0,171,3,3,0,3,0,174,111,0,0,0,0,0,113,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,110,4,0,0,4,0,114,67,0,0,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,67,0,0,0,0,0,69,92,0,0,0
206011106,259,15,0,0,15,0,275,37,73,0,0,73,0,114,0,4,0,0,4,0,4,0,0,0,0,3,0,3,37,81,0,0,78,0,121,0,0,0,0,0,0,0,294,96,0,0,95,0,396,219,13,0,0,13,0,236,21,52,4,0,56,0,75,0,4,0,0,4,0,4,0,0,3,0,3,0,3,21,51,5,0,63,0,75,0,0,0,0,0,4,5,236,67,5,0,76,0,310,101,3,0,0,3,0,107,10,24,0,0,25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,25,0,36,0,0,0,0,0,0,0,114,31,0,0,31,0,147,73,4,0,0,4,0,80,5,12,4,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,4,0,19,0,25,0,0,0,0,0,0,0,82,19,4,0,21,0,102,93,6,0,0
206011107,370,29,0,0,29,0,403,45,117,0,0,117,0,161,0,20,0,0,20,0,19,0,0,0,0,0,0,0,46,142,0,0,142,0,186,0,0,0,0,0,0,0,421,161,0,0,161,0,584,313,14,0,0,14,0,328,43,133,0,0,134,0,177,0,6,0,0,6,0,6,0,0,0,0,0,0,0,43,142,0,0,139,0,184,0,0,0,0,0,0,0,352,154,0,0,157,0,510,173,11,0,0,11,0,180,16,55,3,0,62,0,77,0,4,0,0,4,0,3,0,0,0,0,0,0,0,18,63,3,0,67,0,82,0,0,0,0,0,0,0,188,69,3,0,78,0,264,115,4,0,0,4,0,118,10,22,0,0,22,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,22,0,0,22,0,35,0,0,0,0,0,0,0,124,30,0,0,30,0,152,140,7,0,0
